order,theme,name,variant,width,height,area,sourcePath,transparentSourcePath,maskPath,notes
1,Nature,Mushroom,compact,29,29,517,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e606a408c8191bfee03206c78fbfa.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Source/IconMaskOnlyBatch01_512x512-01Mushroom.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Variants/MaskOnlyBatch01_29x29-01Mushroom-compact.png,rounded mushroom cap and stem
1,Nature,Mushroom,main,34,34,722,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e606a408c8191bfee03206c78fbfa.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Source/IconMaskOnlyBatch01_512x512-01Mushroom.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Base/MaskOnlyBatch01_34x34-01Mushroom-main.png,rounded mushroom cap and stem
1,Nature,Mushroom,large,38,38,906,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e606a408c8191bfee03206c78fbfa.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Source/IconMaskOnlyBatch01_512x512-01Mushroom.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Variants/MaskOnlyBatch01_38x38-01Mushroom-large.png,rounded mushroom cap and stem
2,Object,Umbrella,compact,33,36,469,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e60340c7881918147906749d75cf0.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Source/IconMaskOnlyBatch01_512x512-02Umbrella.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Variants/MaskOnlyBatch01_33x36-02Umbrella-compact.png,wide canopy with handle
2,Object,Umbrella,main,38,42,639,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e60340c7881918147906749d75cf0.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Source/IconMaskOnlyBatch01_512x512-02Umbrella.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Base/MaskOnlyBatch01_38x42-02Umbrella-main.png,wide canopy with handle
2,Object,Umbrella,large,43,47,827,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e60340c7881918147906749d75cf0.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Source/IconMaskOnlyBatch01_512x512-02Umbrella.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Variants/MaskOnlyBatch01_43x47-02Umbrella-large.png,wide canopy with handle
3,Tool,Magnifier,compact,29,36,476,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e62a9de188191a964357801937745.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Source/IconMaskOnlyBatch01_512x512-03Magnifier.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Variants/MaskOnlyBatch01_29x36-03Magnifier-compact.png,diagonal magnifying glass
3,Tool,Magnifier,main,34,42,653,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e62a9de188191a964357801937745.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Source/IconMaskOnlyBatch01_512x512-03Magnifier.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Base/MaskOnlyBatch01_34x42-03Magnifier-main.png,diagonal magnifying glass
3,Tool,Magnifier,large,38,47,821,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e62a9de188191a964357801937745.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Source/IconMaskOnlyBatch01_512x512-03Magnifier.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Variants/MaskOnlyBatch01_38x47-03Magnifier-large.png,diagonal magnifying glass
4,Tool,Compass,compact,29,36,631,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e6300381c81919b27918f7f646d61.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Source/IconMaskOnlyBatch01_512x512-04Compass.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Variants/MaskOnlyBatch01_29x36-04Compass-compact.png,round compass with top ring
4,Tool,Compass,main,34,42,874,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e6300381c81919b27918f7f646d61.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Source/IconMaskOnlyBatch01_512x512-04Compass.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Base/MaskOnlyBatch01_34x42-04Compass-main.png,round compass with top ring
4,Tool,Compass,large,38,47,1095,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e6300381c81919b27918f7f646d61.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Source/IconMaskOnlyBatch01_512x512-04Compass.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Variants/MaskOnlyBatch01_38x47-04Compass-large.png,round compass with top ring
5,Music,MusicNote,compact,26,36,400,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e5fe819f081919cd5bcd064b5d9fe.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Source/IconMaskOnlyBatch01_512x512-05MusicNote.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Variants/MaskOnlyBatch01_26x36-05MusicNote-compact.png,tall eighth note
5,Music,MusicNote,main,30,42,557,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e5fe819f081919cd5bcd064b5d9fe.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Source/IconMaskOnlyBatch01_512x512-05MusicNote.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Base/MaskOnlyBatch01_30x42-05MusicNote-main.png,tall eighth note
5,Music,MusicNote,large,34,47,707,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e5fe819f081919cd5bcd064b5d9fe.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Source/IconMaskOnlyBatch01_512x512-05MusicNote.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Variants/MaskOnlyBatch01_34x47-05MusicNote-large.png,tall eighth note
6,Winter,Snowflake,compact,33,33,598,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e613b2ffc8191be7dd0694d020eab.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Source/IconMaskOnlyBatch01_512x512-06Snowflake.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Variants/MaskOnlyBatch01_33x33-06Snowflake-compact.png,"six-point snowflake, thin branches kept"
6,Winter,Snowflake,main,38,38,805,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e613b2ffc8191be7dd0694d020eab.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Source/IconMaskOnlyBatch01_512x512-06Snowflake.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Base/MaskOnlyBatch01_38x38-06Snowflake-main.png,"six-point snowflake, thin branches kept"
6,Winter,Snowflake,large,43,43,1032,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e613b2ffc8191be7dd0694d020eab.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Source/IconMaskOnlyBatch01_512x512-06Snowflake.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Variants/MaskOnlyBatch01_43x43-06Snowflake-large.png,"six-point snowflake, thin branches kept"
7,Ocean,Starfish,compact,33,33,490,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e6092f33c8191bad0b746df7f32bf.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Source/IconMaskOnlyBatch01_512x512-07Starfish.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Variants/MaskOnlyBatch01_33x33-07Starfish-compact.png,five-arm starfish
7,Ocean,Starfish,main,38,38,658,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e6092f33c8191bad0b746df7f32bf.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Source/IconMaskOnlyBatch01_512x512-07Starfish.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Base/MaskOnlyBatch01_38x38-07Starfish-main.png,five-arm starfish
7,Ocean,Starfish,large,43,43,853,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e6092f33c8191bad0b746df7f32bf.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Source/IconMaskOnlyBatch01_512x512-07Starfish.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Variants/MaskOnlyBatch01_43x43-07Starfish-large.png,five-arm starfish
8,Object,Hourglass,compact,28,36,728,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e626510d48191b6d93e65944431d8.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Source/IconMaskOnlyBatch01_512x512-08Hourglass.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Variants/MaskOnlyBatch01_28x36-08Hourglass-compact.png,tall hourglass frame
8,Object,Hourglass,main,32,42,966,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e626510d48191b6d93e65944431d8.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Source/IconMaskOnlyBatch01_512x512-08Hourglass.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Base/MaskOnlyBatch01_32x42-08Hourglass-main.png,tall hourglass frame
8,Object,Hourglass,large,36,47,1211,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e626510d48191b6d93e65944431d8.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Source/IconMaskOnlyBatch01_512x512-08Hourglass.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Variants/MaskOnlyBatch01_36x47-08Hourglass-large.png,tall hourglass frame
9,Nature,Clover,compact,31,36,680,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e622449808191b4a3a772edcec1da.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Source/IconMaskOnlyBatch01_512x512-09Clover.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Variants/MaskOnlyBatch01_31x36-09Clover-compact.png,four-leaf clover with stem; magenta key color
9,Nature,Clover,main,36,42,930,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e622449808191b4a3a772edcec1da.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Source/IconMaskOnlyBatch01_512x512-09Clover.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Base/MaskOnlyBatch01_36x42-09Clover-main.png,four-leaf clover with stem; magenta key color
9,Nature,Clover,large,40,47,1155,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e622449808191b4a3a772edcec1da.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Source/IconMaskOnlyBatch01_512x512-09Clover.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch01Variants/MaskOnlyBatch01_40x47-09Clover-large.png,four-leaf clover with stem; magenta key color
