"strict","score","order","section10","levelId","path","source","solved","sourceCoverage","maxChoices","localPatchSolveRunMax","nearOuterPatchSolveRunMax","solveTraceQualityScore","solveTraceCollapseRiskScore","solveSameAxisRunMax","solveSameDirHeadRunMax"
"True","6767.6","129","13","c5hole_lowchoice_v1_h03r_13_nutation_strict_mixed_axisbreak_v1_rect_s13_o129_v00_strictmixedaxisbreak_axis_break_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_13_nutation_strict_mixed_axisbreak_v1_rect_s13_o129_v00_strictmixedaxisbreak_axis_break_chain_hf1.asset","c5hole_lowchoice_v1_h03r_order129_shortroot1_trace_joined.csv","True","0.986","10","6","3","0.866","0.176","6","6"
"True","6651.7","129","13","c5hole_lowchoice_v1_h03r_23_nutation_strict_mixed_localbreak_v1_rect_s13_o129_v04_strictmixedlocalbreak_local_break_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_23_nutation_strict_mixed_localbreak_v1_rect_s13_o129_v04_strictmixedlocalbreak_local_break_chain_hf1.asset","c5hole_lowchoice_v1_h03r_order129_shortroot1_trace_joined.csv","True","0.988","10","6","3","0.872","0.207","9","6"
"True","6523.9","129","13","c5hole_lowchoice_v1_h03r_16_nutation_strict_mixed_axisbreak_v1_rect_s13_o129_v03_strictmixedaxisbreak_axis_break_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_16_nutation_strict_mixed_axisbreak_v1_rect_s13_o129_v03_strictmixedaxisbreak_axis_break_chain_hf1.asset","c5hole_lowchoice_v1_h03r_order129_shortroot1_trace_joined.csv","True","0.985","9","5","5","0.852","0.229","8","7"
"False","6502","129","13","c5hole_lowchoice_v1_h03r_19_nutation_strict_mixed_localbreak_v1_rect_s13_o129_v00_strictmixedlocalbreak_local_break_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_19_nutation_strict_mixed_localbreak_v1_rect_s13_o129_v00_strictmixedlocalbreak_local_break_chain_hf1.asset","c5hole_lowchoice_v1_h03r_order129_shortroot1_trace_joined.csv","True","0.986","10","8","8","0.896","0.16","7","6"
"True","6480.4","129","13","c5hole_lowchoice_v1_h03r_21_nutation_strict_mixed_localbreak_v1_rect_s13_o129_v02_strictmixedlocalbreak_local_break_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_21_nutation_strict_mixed_localbreak_v1_rect_s13_o129_v02_strictmixedlocalbreak_local_break_chain_hf1.asset","c5hole_lowchoice_v1_h03r_order129_shortroot1_trace_joined.csv","True","0.985","11","5","4","0.865","0.244","7","7"
"False","5953.5","129","13","c5hole_lowchoice_v1_h03r_22_nutation_strict_mixed_localbreak_v1_rect_s13_o129_v03_strictmixedlocalbreak_local_break_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_22_nutation_strict_mixed_localbreak_v1_rect_s13_o129_v03_strictmixedlocalbreak_local_break_chain_hf1.asset","c5hole_lowchoice_v1_h03r_order129_shortroot1_trace_joined.csv","True","0.988","13","4","4","0.842","0.255","9","7"
"False","5951.1","129","13","c5hole_lowchoice_v1_h03r_15_nutation_strict_mixed_axisbreak_v1_rect_s13_o129_v02_strictmixedaxisbreak_axis_break_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_15_nutation_strict_mixed_axisbreak_v1_rect_s13_o129_v02_strictmixedaxisbreak_axis_break_chain_hf1.asset","c5hole_lowchoice_v1_h03r_order129_shortroot1_trace_joined.csv","True","0.988","8","6","3","0.805","0.341","11","8"
"False","5686.5","129","13","c5hole_lowchoice_v1_h03r_18_nutation_strict_mixed_axisbreak_v1_rect_s13_o129_v05_strictmixedaxisbreak_axis_break_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_18_nutation_strict_mixed_axisbreak_v1_rect_s13_o129_v05_strictmixedaxisbreak_axis_break_chain_hf1.asset","c5hole_lowchoice_v1_h03r_order129_shortroot1_trace_joined.csv","True","0.979","11","7","4","0.831","0.325","10","8"
"False","5617.4","129","13","c5hole_lowchoice_v1_h03r_20_nutation_strict_mixed_localbreak_v1_rect_s13_o129_v01_strictmixedlocalbreak_local_break_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_20_nutation_strict_mixed_localbreak_v1_rect_s13_o129_v01_strictmixedlocalbreak_local_break_chain_hf1.asset","c5hole_lowchoice_v1_h03r_order129_shortroot1_trace_joined.csv","True","0.986","13","5","3","0.796","0.254","7","6"
"False","5132.7","129","13","c5hole_lowchoice_v1_h03r_24_nutation_strict_mixed_localbreak_v1_rect_s13_o129_v05_strictmixedlocalbreak_local_break_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_24_nutation_strict_mixed_localbreak_v1_rect_s13_o129_v05_strictmixedlocalbreak_local_break_chain_hf1.asset","c5hole_lowchoice_v1_h03r_order129_shortroot1_trace_joined.csv","True","0.983","11","5","3","0.763","0.367","10","10"
