"part","order","section10","roleInSection","productionDifficultyBand","levelId","path","sourceReport","sourceIndex","sourceCoverage","chains","maxChain","solved","steps","avgChoices","choiceP80","maxChoices","localPatchSolveRunMax","nearOuterPatchSolveRunMax","solveTraceQualityScore","solveTraceCollapseRiskScore","solveSameAxisRunMax","solveSameDirHeadRunMax","solveRegionEntropy","dependencyRegionEntropy","processTier","processTierReason","tightProcessTier","tightProcessTierReason"
"4","465","47","Peak","PeakReview","campaign500_normal_full_v1_s46_s50_tail_19_nutation_peel_v2_rect_s47_o465_v00_peelhard_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_19_nutation_peel_v2_rect_s47_o465_v00_peelhard_curve_chain.asset","campaign500_normal_full_v1_report.csv","19","0.981","107","20","True","107","9.47","12","14","8","4","0.698","0.453","11","7","0.992","0.992","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"4","456","46","Peak","PeakReview","campaign500_normal_full_v1_s46_s50_tail_06_nutation_peel_v2_rect_s46_o456_v02_peelhard_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_06_nutation_peel_v2_rect_s46_o456_v02_peelhard_curve_chain.asset","campaign500_normal_full_v1_report.csv","6","0.965","105","21","True","105","11.4","14","15","5","4","0.757","0.373","9","9","0.987","0.984","Drop","too many openers; avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; weak meaningful unlock; local patch solve run; near-outer patch solve run; local window burst"
"4","465","47","Peak","PeakReview","campaign500_normal_full_v1_s46_s50_tail_21_nutation_peel_v2_rect_s47_o465_v02_peelhard_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_21_nutation_peel_v2_rect_s47_o465_v02_peelhard_curve_chain.asset","campaign500_normal_full_v1_report.csv","21","0.981","101","20","True","101","9.11","11","13","9","4","0.792","0.279","7","7","0.996","0.996","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"4","465","47","Peak","PeakReview","campaign500_normal_full_v1_s46_s50_tail_20_nutation_peel_v2_rect_s47_o465_v01_peelhard_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_20_nutation_peel_v2_rect_s47_o465_v01_peelhard_curve_chain.asset","campaign500_normal_full_v1_report.csv","20","0.976","103","21","True","103","8.77","11","15","6","5","0.73","0.36","8","8","0.998","0.999","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"4","456","46","Peak","PeakReview","campaign500_normal_full_v1_s46_s50_tail_05_nutation_peel_v2_rect_s46_o456_v01_peelhard_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_05_nutation_peel_v2_rect_s46_o456_v01_peelhard_curve_chain.asset","campaign500_normal_full_v1_report.csv","5","0.983","99","21","True","99","10.29","14","16","7","5","0.805","0.282","9","7","0.994","0.993","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local conveyor run; nearby solve run; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; nearby solve run; local patch solve run; near-outer patch solve run; local window burst"
"4","449","45","Peak","PeakReview","campaign500_normal_full_v1_s39_s50_tail_53_nutation_peel_rail_v1_rect_s45_o449_v01_peelhard_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_53_nutation_peel_rail_v1_rect_s45_o449_v01_peelhard_rail_chain.asset","campaign500_normal_full_v1_report.csv","53","0.990","90","20","True","90","8.29","11","14","5","4","0.86","0.124","6","3","0.992","0.989","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"4","449","45","Peak","PeakReview","campaign500_normal_full_v1_s39_s50_tail_52_nutation_peel_rail_v1_rect_s45_o449_v00_peelhard_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_52_nutation_peel_rail_v1_rect_s45_o449_v00_peelhard_rail_chain.asset","campaign500_normal_full_v1_report.csv","52","0.992","79","20","True","79","12.23","16","19","3","3","0.879","0.103","6","5","0.986","0.979","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; near-outer patch solve run; local window burst"
"4","456","46","Peak","PeakReview","campaign500_normal_full_v1_s46_s50_tail_04_nutation_peel_v2_rect_s46_o456_v00_peelhard_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_04_nutation_peel_v2_rect_s46_o456_v00_peelhard_curve_chain.asset","campaign500_normal_full_v1_report.csv","4","0.972","96","21","True","96","8.33","10","12","6","4","0.746","0.377","9","9","0.987","0.984","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"4","449","45","Peak","PeakReview","campaign500_normal_full_v1_s39_s50_tail_54_nutation_peel_rail_v1_rect_s45_o449_v02_peelhard_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_54_nutation_peel_rail_v1_rect_s45_o449_v02_peelhard_rail_chain.asset","campaign500_normal_full_v1_report.csv","54","0.990","85","20","True","85","8.74","11","14","8","4","0.822","0.247","11","7","0.994","0.991","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"4","500","50","Peak","PeakReview","campaign500_normal_full_v1_s46_s50_tail_58_nutation_peel_v2_rect_s50_o500_v00_peelhard_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_58_nutation_peel_v2_rect_s50_o500_v00_peelhard_curve_chain.asset","campaign500_normal_full_v1_report.csv","58","0.974","88","21","True","88","10.58","14","16","6","4","0.675","0.513","11","11","0.995","0.991","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; weak meaningful unlock; local patch solve run; near-outer patch solve run; local window burst"
"4","485","49","Peak","PeakReview","campaign500_normal_full_v1_s46_s50_tail_45_nutation_peel_v2_rect_s49_o485_v02_peelhard_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_45_nutation_peel_v2_rect_s49_o485_v02_peelhard_curve_chain.asset","campaign500_normal_full_v1_report.csv","45","0.983","89","21","True","89","8.71","11","13","6","3","0.799","0.206","6","6","0.999","0.997","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"4","500","50","Peak","PeakReview","campaign500_normal_full_v1_s46_s50_tail_60_nutation_peel_v2_rect_s50_o500_v02_peelhard_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_60_nutation_peel_v2_rect_s50_o500_v02_peelhard_curve_chain.asset","campaign500_normal_full_v1_report.csv","60","0.981","93","21","True","93","11.1","14","15","6","3","0.835","0.306","9","9","0.996","0.997","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"4","500","50","Peak","PeakReview","campaign500_normal_full_v1_s46_s50_tail_59_nutation_peel_v2_rect_s50_o500_v01_peelhard_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_59_nutation_peel_v2_rect_s50_o500_v01_peelhard_curve_chain.asset","campaign500_normal_full_v1_report.csv","59","0.972","92","21","True","92","10.05","12","15","6","5","0.659","0.475","21","15","0.995","0.992","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"4","485","49","Peak","PeakReview","campaign500_normal_full_v1_s46_s50_tail_44_nutation_peel_v2_rect_s49_o485_v01_peelhard_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_44_nutation_peel_v2_rect_s49_o485_v01_peelhard_curve_chain.asset","campaign500_normal_full_v1_report.csv","44","0.972","88","21","True","88","8.83","11","13","6","3","0.781","0.374","11","11","0.997","0.995","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
