"selected","levelId","path","source","order","section10","variantIndex","variantLabel","productionLane","productionChainLanguage","productionDifficultyBand","coverage","chains","portableOpeners","status"
"1","c5hole_lowchoice_v1_h05r_01_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_01_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h05r_order196_shortroot1","196","20","0","v00","StrictMixedChoiceClamp","choice_clamp_chain_hf1","Peak","0.991","77","1","Style=PressureHard | Score=21241 | TargetInitial=5 | OpeningRatio=0.013 | Straightness=0.501 | EarlyChoices=34.6/56 | LocalRun=6 | Jump=7.6 | NearRate=0.55 | Peel style=PressureHard seed=808492799 fill=761/768(0.991) chains=77 remaining=7 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h05r_02_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_02_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h05r_order196_shortroot1","196","20","1","v01","StrictMixedChoiceClamp","choice_clamp_chain_hf1","Peak","0.982","75","3","Style=PressureHard | Score=25581 | TargetInitial=5 | OpeningRatio=0.040 | Straightness=0.480 | EarlyChoices=31.7/50 | LocalRun=5 | Jump=5.8 | NearRate=0.58 | Peel style=PressureHard seed=802846577 fill=754/768(0.982) chains=75 remaining=14 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h05r_03_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_03_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h05r_order196_shortroot1","196","20","2","v02","StrictMixedChoiceClamp","choice_clamp_chain_hf1","Peak","0.980","76","3","Style=PressureHard | Score=21367 | TargetInitial=5 | OpeningRatio=0.053 | Straightness=0.494 | EarlyChoices=22.4/60 | LocalRun=11 | Jump=7.6 | NearRate=0.68 | Peel style=PressureHard seed=805473946 fill=753/768(0.980) chains=76 remaining=15 rejectedShort=0 failedPeels=1 | FlipGate=ops=2 initial=4->3 edgeHeads=8->7 earlyChoices=18.3/41 localRun=8 jump=7.7 near=0.61 targetInitial=3"
"1","c5hole_lowchoice_v1_h05r_04_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v03_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_04_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v03_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h05r_order196_shortroot1","196","20","3","v03","StrictMixedChoiceClamp","choice_clamp_chain_hf1","Peak","0.984","78","1","Style=PressureHard | Score=25236 | TargetInitial=5 | OpeningRatio=0.013 | Straightness=0.502 | EarlyChoices=22.9/52 | LocalRun=8 | Jump=5.8 | NearRate=0.68 | Peel style=PressureHard seed=835330855 fill=756/768(0.984) chains=78 remaining=12 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h05r_05_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_05_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h05r_order196_shortroot1","196","20","4","v04","StrictMixedChoiceClamp","choice_clamp_chain_hf1","Peak","0.982","76","3","Style=PressureHard | Score=23971 | TargetInitial=5 | OpeningRatio=0.039 | Straightness=0.507 | EarlyChoices=29.9/54 | LocalRun=5 | Jump=6.9 | NearRate=0.65 | Peel style=PressureHard seed=819421191 fill=754/768(0.982) chains=76 remaining=14 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h05r_06_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_06_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h05r_order196_shortroot1","196","20","5","v05","StrictMixedChoiceClamp","choice_clamp_chain_hf1","Peak","0.983","81","1","Style=PressureHard | Score=20880 | TargetInitial=6 | OpeningRatio=0.012 | Straightness=0.513 | EarlyChoices=25.3/44 | LocalRun=14 | Jump=5.2 | NearRate=0.77 | Peel style=PressureHard seed=834406582 fill=755/768(0.983) chains=81 remaining=13 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h05r_07_nutation_strict_mixed_peak_v1_rect_s20_o196_v00_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_07_nutation_strict_mixed_peak_v1_rect_s20_o196_v00_strictmixedpeak_strict_peak_chain_hf1.asset","c5hole_lowchoice_v1_h05r_order196_shortroot1","196","20","0","v00","StrictMixedPeak","strict_peak_chain_hf1","Peak","0.988","80","1","Style=PressureHard | Score=20839 | TargetInitial=6 | OpeningRatio=0.013 | Straightness=0.464 | EarlyChoices=26.3/52 | LocalRun=4 | Jump=8.2 | NearRate=0.55 | Peel style=PressureHard seed=580944374 fill=759/768(0.988) chains=80 remaining=9 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h05r_08_nutation_strict_mixed_peak_v1_rect_s20_o196_v01_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_08_nutation_strict_mixed_peak_v1_rect_s20_o196_v01_strictmixedpeak_strict_peak_chain_hf1.asset","c5hole_lowchoice_v1_h05r_order196_shortroot1","196","20","1","v01","StrictMixedPeak","strict_peak_chain_hf1","Peak","0.991","86","1","Style=PressureHard | Score=18821 | TargetInitial=6 | OpeningRatio=0.012 | Straightness=0.486 | EarlyChoices=29.7/54 | LocalRun=7 | Jump=6.8 | NearRate=0.58 | Peel style=PressureHard seed=577392796 fill=761/768(0.991) chains=86 remaining=7 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h05r_09_nutation_strict_mixed_peak_v1_rect_s20_o196_v02_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_09_nutation_strict_mixed_peak_v1_rect_s20_o196_v02_strictmixedpeak_strict_peak_chain_hf1.asset","c5hole_lowchoice_v1_h05r_order196_shortroot1","196","20","2","v02","StrictMixedPeak","strict_peak_chain_hf1","Peak","0.990","81","2","Style=PressureHard | Score=23706 | TargetInitial=6 | OpeningRatio=0.025 | Straightness=0.522 | EarlyChoices=24.6/53 | LocalRun=4 | Jump=6.7 | NearRate=0.58 | Peel style=PressureHard seed=573317573 fill=760/768(0.990) chains=81 remaining=8 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h05r_10_nutation_strict_mixed_peak_v1_rect_s20_o196_v03_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_10_nutation_strict_mixed_peak_v1_rect_s20_o196_v03_strictmixedpeak_strict_peak_chain_hf1.asset","c5hole_lowchoice_v1_h05r_order196_shortroot1","196","20","3","v03","StrictMixedPeak","strict_peak_chain_hf1","Peak","0.986","80","3","Style=PressureHard | Score=26237 | TargetInitial=6 | OpeningRatio=0.050 | Straightness=0.501 | EarlyChoices=23.1/40 | LocalRun=6 | Jump=8.3 | NearRate=0.58 | Peel style=PressureHard seed=572593678 fill=757/768(0.986) chains=80 remaining=11 rejectedShort=0 failedPeels=1 | FlipGate=ops=1 initial=4->3 edgeHeads=7->6 earlyChoices=22.3/42 localRun=6 jump=8.0 near=0.61 targetInitial=3"
