"Index","SourceBatch","SpecId","Type","Section10","Order","VariantIndex","VariantLabel","MainMissionId","LevelName","Category","RoleInSection","ProductionLane","ProductionStyleFamily","ProductionChainLanguage","ProductionDifficultyBand","ExperienceRole","ReviewOnly","StyleHint","ProfileHint","PlannedWidth","PlannedHeight","PlannedAspect","PlannedCanvasBand","PlannedTargetChains","TargetChainsMin","TargetChainsMax","ReferenceArrowTiles","ReferenceMaxChainLength","LevelId","AssetPath","Width","Height","Chains","TargetChains","Arrows","Coverage","TargetCoverage","OuterBandCoverage","InitialMovableChains","EdgeHeadChains","ShortChains","GreedyMoves","AvgChain","MaxChain","Straightness","BlockLinks","PortableSolved","PortableOpeners","PortableScore","PortableQuality","Attempts","Status"
"13","Campaign500NormalFullV1:h02r","nutation_strict_mixed_choiceclamp_v1_rect_s08_o072_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1","nutation_strict_mixed_choiceclamp_v1_rect_s08_o072_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1","8","72","0","v00","172","Main/Level_Main_72","normal","Peak","StrictMixedChoiceClamp","strict_mixed_choice","choice_clamp_chain_hf1","Peak","Pressure","0","lock","PSG_Normal_lock_VeryHard_Pressure","22","30","0.733","S_Peak","104","94","114","802","13","c5hole_lowchoice_v1_h02r_13_nutation_strict_mixed_choiceclamp_v1_rect_s08_o072_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_13_nutation_strict_mixed_choiceclamp_v1_rect_s08_o072_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","22","30","70","72","649","0.983","0.940","0.984","2","7","22","70","9.27","20","0.499","305","True","2","185.2","ok","7","Style=PressureHard | Score=18683 | TargetInitial=5 | OpeningRatio=0.029 | Straightness=0.499 | EarlyChoices=23.7/51 | LocalRun=6 | Jump=6.9 | NearRate=0.55 | Peel style=PressureHard seed=2116743076 fill=649/660(0.983) chains=70 remaining=11 rejectedShort=0 failedPeels=1"
"14","Campaign500NormalFullV1:h02r","nutation_strict_mixed_choiceclamp_v1_rect_s08_o072_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1","nutation_strict_mixed_choiceclamp_v1_rect_s08_o072_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1","8","72","1","v01","172","Main/Level_Main_72","normal","Peak","StrictMixedChoiceClamp","strict_mixed_choice","choice_clamp_chain_hf1","Peak","Pressure","0","lock","PSG_Normal_lock_VeryHard_Pressure","22","30","0.733","S_Peak","104","94","114","802","13","c5hole_lowchoice_v1_h02r_14_nutation_strict_mixed_choiceclamp_v1_rect_s08_o072_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_14_nutation_strict_mixed_choiceclamp_v1_rect_s08_o072_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","22","30","69","72","653","0.989","0.940","0.995","2","5","19","69","9.46","21","0.507","312","True","2","186.6","ok","179","Style=PressureHard | Score=14249 | TargetInitial=5 | OpeningRatio=0.029 | Straightness=0.507 | EarlyChoices=28.1/52 | LocalRun=11 | Jump=7.3 | NearRate=0.74 | Peel style=PressureHard seed=2134765608 fill=653/660(0.989) chains=69 remaining=7 rejectedShort=0 failedPeels=1"
"15","Campaign500NormalFullV1:h02r","nutation_strict_mixed_choiceclamp_v1_rect_s08_o072_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1","nutation_strict_mixed_choiceclamp_v1_rect_s08_o072_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1","8","72","2","v02","172","Main/Level_Main_72","normal","Peak","StrictMixedChoiceClamp","strict_mixed_choice","choice_clamp_chain_hf1","Peak","Pressure","0","lock","PSG_Normal_lock_VeryHard_Pressure","22","30","0.733","S_Peak","104","94","114","802","13","c5hole_lowchoice_v1_h02r_15_nutation_strict_mixed_choiceclamp_v1_rect_s08_o072_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_15_nutation_strict_mixed_choiceclamp_v1_rect_s08_o072_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","22","30","72","72","641","0.971","0.940","0.995","2","7","26","72","8.90","21","0.487","274","True","2","186.0","ok","222","Style=PressureHard | Score=18683 | TargetInitial=5 | OpeningRatio=0.028 | Straightness=0.487 | EarlyChoices=23.7/45 | LocalRun=7 | Jump=6.5 | NearRate=0.61 | Peel style=PressureHard seed=2139278099 fill=641/660(0.971) chains=72 remaining=19 rejectedShort=0 failedPeels=1"
"16","Campaign500NormalFullV1:h02r","nutation_strict_mixed_choiceclamp_v1_rect_s08_o072_v03_strictmixedchoiceclamp_choice_clamp_chain_hf1","nutation_strict_mixed_choiceclamp_v1_rect_s08_o072_v03_strictmixedchoiceclamp_choice_clamp_chain_hf1","8","72","3","v03","172","Main/Level_Main_72","normal","Peak","StrictMixedChoiceClamp","strict_mixed_choice","choice_clamp_chain_hf1","Peak","Pressure","0","lock","PSG_Normal_lock_VeryHard_Pressure","22","30","0.733","S_Peak","104","94","114","802","13","c5hole_lowchoice_v1_h02r_16_nutation_strict_mixed_choiceclamp_v1_rect_s08_o072_v03_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_16_nutation_strict_mixed_choiceclamp_v1_rect_s08_o072_v03_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","22","30","68","72","654","0.991","0.940","0.995","2","3","23","68","9.62","21","0.508","304","True","2","182.1","ok","28","Style=PressureHard | Score=19544 | TargetInitial=5 | OpeningRatio=0.029 | Straightness=0.508 | EarlyChoices=24.6/55 | LocalRun=4 | Jump=7.0 | NearRate=0.48 | Peel style=PressureHard seed=2118969817 fill=654/660(0.991) chains=68 remaining=6 rejectedShort=0 failedPeels=1"
"17","Campaign500NormalFullV1:h02r","nutation_strict_mixed_choiceclamp_v1_rect_s08_o072_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1","nutation_strict_mixed_choiceclamp_v1_rect_s08_o072_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1","8","72","4","v04","172","Main/Level_Main_72","normal","Peak","StrictMixedChoiceClamp","strict_mixed_choice","choice_clamp_chain_hf1","Peak","Pressure","0","lock","PSG_Normal_lock_VeryHard_Pressure","22","30","0.733","S_Peak","104","94","114","802","13","c5hole_lowchoice_v1_h02r_17_nutation_strict_mixed_choiceclamp_v1_rect_s08_o072_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_17_nutation_strict_mixed_choiceclamp_v1_rect_s08_o072_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","22","30","70","72","652","0.988","0.940","0.984","1","6","22","70","9.31","21","0.486","355","True","1","186.6","ok","88","Style=PressureHard | Score=20808 | TargetInitial=5 | OpeningRatio=0.014 | Straightness=0.486 | EarlyChoices=23.6/52 | LocalRun=7 | Jump=5.3 | NearRate=0.65 | Peel style=PressureHard seed=2125262701 fill=652/660(0.988) chains=70 remaining=8 rejectedShort=0 failedPeels=1"
"18","Campaign500NormalFullV1:h02r","nutation_strict_mixed_choiceclamp_v1_rect_s08_o072_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1","nutation_strict_mixed_choiceclamp_v1_rect_s08_o072_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1","8","72","5","v05","172","Main/Level_Main_72","normal","Peak","StrictMixedChoiceClamp","strict_mixed_choice","choice_clamp_chain_hf1","Peak","Pressure","0","lock","PSG_Normal_lock_VeryHard_Pressure","22","30","0.733","S_Peak","104","94","114","802","13","c5hole_lowchoice_v1_h02r_18_nutation_strict_mixed_choiceclamp_v1_rect_s08_o072_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_18_nutation_strict_mixed_choiceclamp_v1_rect_s08_o072_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","22","30","72","72","650","0.985","0.940","1.000","1","6","26","72","9.03","19","0.494","286","True","1","187.3","ok","346","Style=PressureHard | Score=20632 | TargetInitial=5 | OpeningRatio=0.014 | Straightness=0.494 | EarlyChoices=25.6/47 | LocalRun=5 | Jump=6.4 | NearRate=0.52 | Peel style=PressureHard seed=-2142675369 fill=650/660(0.985) chains=72 remaining=10 rejectedShort=0 failedPeels=1"
"19","Campaign500NormalFullV1:h02r","nutation_strict_mixed_peak_v1_rect_s08_o072_v00_strictmixedpeak_strict_peak_chain_hf1","nutation_strict_mixed_peak_v1_rect_s08_o072_v00_strictmixedpeak_strict_peak_chain_hf1","8","72","0","v00","172","Main/Level_Main_72","normal","Peak","StrictMixedPeak","strict_mixed_dependency","strict_peak_chain_hf1","Peak","Pressure","0","lock","PSG_Normal_lock_VeryHard_Pressure","22","30","0.733","S_Peak","104","94","114","802","13","c5hole_lowchoice_v1_h02r_19_nutation_strict_mixed_peak_v1_rect_s08_o072_v00_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_19_nutation_strict_mixed_peak_v1_rect_s08_o072_v00_strictmixedpeak_strict_peak_chain_hf1.asset","22","30","71","92","649","0.983","0.950","0.969","2","5","21","71","9.14","21","0.491","289","True","2","185.2","ok","334","Style=PressureHard | Score=4599 | TargetInitial=5 | OpeningRatio=0.028 | Straightness=0.491 | EarlyChoices=24.5/46 | LocalRun=6 | Jump=6.4 | NearRate=0.65 | Peel style=PressureHard seed=782082450 fill=649/660(0.983) chains=71 remaining=11 rejectedShort=0 failedPeels=1"
"20","Campaign500NormalFullV1:h02r","nutation_strict_mixed_peak_v1_rect_s08_o072_v01_strictmixedpeak_strict_peak_chain_hf1","nutation_strict_mixed_peak_v1_rect_s08_o072_v01_strictmixedpeak_strict_peak_chain_hf1","8","72","1","v01","172","Main/Level_Main_72","normal","Peak","StrictMixedPeak","strict_mixed_dependency","strict_peak_chain_hf1","Peak","Pressure","0","lock","PSG_Normal_lock_VeryHard_Pressure","22","30","0.733","S_Peak","104","94","114","802","13","c5hole_lowchoice_v1_h02r_20_nutation_strict_mixed_peak_v1_rect_s08_o072_v01_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_20_nutation_strict_mixed_peak_v1_rect_s08_o072_v01_strictmixedpeak_strict_peak_chain_hf1.asset","22","30","71","92","650","0.985","0.950","0.990","2","8","21","71","9.15","21","0.465","335","True","2","179.4","ok","371","Style=PressureHard | Score=5292 | TargetInitial=5 | OpeningRatio=0.028 | Straightness=0.465 | EarlyChoices=20.4/47 | LocalRun=6 | Jump=6.6 | NearRate=0.61 | Peel style=PressureHard seed=785966567 fill=650/660(0.985) chains=71 remaining=10 rejectedShort=0 failedPeels=1"
"21","Campaign500NormalFullV1:h02r","nutation_strict_mixed_peak_v1_rect_s08_o072_v02_strictmixedpeak_strict_peak_chain_hf1","nutation_strict_mixed_peak_v1_rect_s08_o072_v02_strictmixedpeak_strict_peak_chain_hf1","8","72","2","v02","172","Main/Level_Main_72","normal","Peak","StrictMixedPeak","strict_mixed_dependency","strict_peak_chain_hf1","Peak","Pressure","0","lock","PSG_Normal_lock_VeryHard_Pressure","22","30","0.733","S_Peak","104","94","114","802","13","c5hole_lowchoice_v1_h02r_21_nutation_strict_mixed_peak_v1_rect_s08_o072_v02_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_21_nutation_strict_mixed_peak_v1_rect_s08_o072_v02_strictmixedpeak_strict_peak_chain_hf1.asset","22","30","69","92","645","0.977","0.950","0.979","4","6","21","69","9.35","20","0.471","303","True","4","183.9","ok","120","Style=PressureHard | Score=2471 | TargetInitial=5 | OpeningRatio=0.058 | Straightness=0.471 | EarlyChoices=23.4/53 | LocalRun=4 | Jump=8.5 | NearRate=0.52 | Peel style=PressureHard seed=759688732 fill=645/660(0.977) chains=69 remaining=15 rejectedShort=0 failedPeels=1"
"22","Campaign500NormalFullV1:h02r","nutation_strict_mixed_peak_v1_rect_s08_o072_v03_strictmixedpeak_strict_peak_chain_hf1","nutation_strict_mixed_peak_v1_rect_s08_o072_v03_strictmixedpeak_strict_peak_chain_hf1","8","72","3","v03","172","Main/Level_Main_72","normal","Peak","StrictMixedPeak","strict_mixed_dependency","strict_peak_chain_hf1","Peak","Pressure","0","lock","PSG_Normal_lock_VeryHard_Pressure","22","30","0.733","S_Peak","104","94","114","802","13","c5hole_lowchoice_v1_h02r_22_nutation_strict_mixed_peak_v1_rect_s08_o072_v03_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_22_nutation_strict_mixed_peak_v1_rect_s08_o072_v03_strictmixedpeak_strict_peak_chain_hf1.asset","22","30","72","92","647","0.980","0.950","0.979","3","5","24","72","8.99","21","0.431","295","True","3","186.0","ok","393","Style=PressureHard | Score=99 | TargetInitial=5 | OpeningRatio=0.042 | Straightness=0.431 | EarlyChoices=25.9/56 | LocalRun=6 | Jump=8.5 | NearRate=0.48 | Peel style=PressureHard seed=788288893 fill=647/660(0.980) chains=72 remaining=13 rejectedShort=0 failedPeels=1"
"23","Campaign500NormalFullV1:h02r","nutation_strict_mixed_peak_v1_rect_s08_o072_v04_strictmixedpeak_strict_peak_chain_hf1","nutation_strict_mixed_peak_v1_rect_s08_o072_v04_strictmixedpeak_strict_peak_chain_hf1","8","72","4","v04","172","Main/Level_Main_72","normal","Peak","StrictMixedPeak","strict_mixed_dependency","strict_peak_chain_hf1","Peak","Pressure","0","lock","PSG_Normal_lock_VeryHard_Pressure","22","30","0.733","S_Peak","104","94","114","802","13","c5hole_lowchoice_v1_h02r_23_nutation_strict_mixed_peak_v1_rect_s08_o072_v04_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_23_nutation_strict_mixed_peak_v1_rect_s08_o072_v04_strictmixedpeak_strict_peak_chain_hf1.asset","22","30","70","92","651","0.986","0.950","0.995","2","3","28","70","9.30","21","0.477","304","True","2","172.5","ok","225","Style=PressureHard | Score=13872 | TargetInitial=5 | OpeningRatio=0.029 | Straightness=0.477 | EarlyChoices=14.3/30 | LocalRun=10 | Jump=4.7 | NearRate=0.74 | Peel style=PressureHard seed=770703565 fill=651/660(0.986) chains=70 remaining=9 rejectedShort=0 failedPeels=1"
