"strict","score","order","section10","levelId","path","source","solved","sourceCoverage","maxChoices","localPatchSolveRunMax","nearOuterPatchSolveRunMax","solveTraceQualityScore","solveTraceCollapseRiskScore","solveSameAxisRunMax","solveSameDirHeadRunMax"
"True","7364.3","166","17","c5hole_lowchoice_v1_h04r_18_nutation_strict_mixed_choiceclamp_v1_rect_s17_o166_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_18_nutation_strict_mixed_choiceclamp_v1_rect_s17_o166_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h04r_order166_shortroot1_trace_joined.csv","True","0.983","10","6","4","0.916","0.093","5","5"
"True","7113.1","166","17","c5hole_lowchoice_v1_h04r_17_nutation_strict_mixed_choiceclamp_v1_rect_s17_o166_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_17_nutation_strict_mixed_choiceclamp_v1_rect_s17_o166_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h04r_order166_shortroot1_trace_joined.csv","True","0.986","11","5","5","0.892","0.081","4","4"
"True","6668.8","166","17","c5hole_lowchoice_v1_h04r_19_nutation_strict_mixed_hard_v1_rect_s17_o166_v00_strictmixedhard_strict_hard_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_19_nutation_strict_mixed_hard_v1_rect_s17_o166_v00_strictmixedhard_strict_hard_chain_hf1.asset","c5hole_lowchoice_v1_h04r_order166_shortroot1_trace_joined.csv","True","0.99","9","6","4","0.862","0.218","7","7"
"False","6500.4","166","17","c5hole_lowchoice_v1_h04r_15_nutation_strict_mixed_choiceclamp_v1_rect_s17_o166_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_15_nutation_strict_mixed_choiceclamp_v1_rect_s17_o166_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h04r_order166_shortroot1_trace_joined.csv","True","0.979","10","6","3","0.88","0.304","9","9"
"False","6412.8","166","17","c5hole_lowchoice_v1_h04r_22_nutation_strict_mixed_hard_v1_rect_s17_o166_v03_strictmixedhard_strict_hard_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_22_nutation_strict_mixed_hard_v1_rect_s17_o166_v03_strictmixedhard_strict_hard_chain_hf1.asset","c5hole_lowchoice_v1_h04r_order166_shortroot1_trace_joined.csv","True","0.986","14","6","4","0.905","0.198","7","7"
"False","6203.9","166","17","c5hole_lowchoice_v1_h04r_20_nutation_strict_mixed_hard_v1_rect_s17_o166_v01_strictmixedhard_strict_hard_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_20_nutation_strict_mixed_hard_v1_rect_s17_o166_v01_strictmixedhard_strict_hard_chain_hf1.asset","c5hole_lowchoice_v1_h04r_order166_shortroot1_trace_joined.csv","True","0.975","9","4","3","0.807","0.279","8","8"
"False","5944.3","166","17","c5hole_lowchoice_v1_h04r_21_nutation_strict_mixed_hard_v1_rect_s17_o166_v02_strictmixedhard_strict_hard_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_21_nutation_strict_mixed_hard_v1_rect_s17_o166_v02_strictmixedhard_strict_hard_chain_hf1.asset","c5hole_lowchoice_v1_h04r_order166_shortroot1_trace_joined.csv","True","0.986","9","4","4","0.804","0.363","9","9"
"False","5788.6","166","17","c5hole_lowchoice_v1_h04r_14_nutation_strict_mixed_choiceclamp_v1_rect_s17_o166_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_14_nutation_strict_mixed_choiceclamp_v1_rect_s17_o166_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h04r_order166_shortroot1_trace_joined.csv","True","0.993","12","5","4","0.816","0.266","8","7"
"False","5410.3","166","17","c5hole_lowchoice_v1_h04r_24_nutation_strict_mixed_hard_v1_rect_s17_o166_v05_strictmixedhard_strict_hard_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_24_nutation_strict_mixed_hard_v1_rect_s17_o166_v05_strictmixedhard_strict_hard_chain_hf1.asset","c5hole_lowchoice_v1_h04r_order166_shortroot1_trace_joined.csv","True","0.987","8","4","4","0.794","0.363","16","14"
"False","4993.4","166","17","c5hole_lowchoice_v1_h04r_23_nutation_strict_mixed_hard_v1_rect_s17_o166_v04_strictmixedhard_strict_hard_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_23_nutation_strict_mixed_hard_v1_rect_s17_o166_v04_strictmixedhard_strict_hard_chain_hf1.asset","c5hole_lowchoice_v1_h04r_order166_shortroot1_trace_joined.csv","True","0.976","11","7","6","0.77","0.314","9","8"
