"rankClass","psgRankScore","processKeep","visualPass","keepCandidate","stsMetricPresent","stsPass","stsKeepCandidate","rejectReasons","slot","sourceIndex","order","sourceBatch","sourceReport","section10","variantIndex","variantLabel","mainMissionId","levelName","category","roleInSection","productionLane","productionStyleFamily","productionChainLanguage","productionDifficultyBand","experienceRole","reviewOnly","plannedWidth","plannedHeight","plannedAspect","plannedCanvasBand","plannedTargetChains","targetChainsMin","targetChainsMax","referenceArrowTiles","referenceMaxChainLength","actualTargetChains","mode","styleHint","profileHint","type","styleFamily","generatorVariant","generatorGrammar","chainLanguage","chainLanguageDetail","chainTags","flowLanguage","flowTags","riskTags","styleRiskBand","specId","levelId","assetPath","path","selected","width","height","sourceCoverage","chains","sourceAvgChain","sourceMaxChain","sourceStraightness","sourceShortChainRate","sourceEdgeHeadRate","sourceOpeners","sourceEdgeHeads","solved","processTier","processTierReason","avgChoices","maxChoices","localPatchRun","nearOuterRun","dependencyFollowRun","directionalRisk","stripeRisk","edgeInwardSweepRun","edgeInwardSweepSide","startSideHint","solveVectorRun","solveTraceQualityScore","solveTraceCollapseRiskScore","solveAxisDriftRate","solveSameAxisRunMax","solveSameDirHeadRunMax","solveRegionEntropy","solveRegionCollapseRunMax","solveFrontWidthAvg","solveFrontWidthNarrowRate","dependencyRegionEntropy","dependencyLocalSameRegionRate","dependencySameAxisHeadRate","dependencySameDirHeadRate","dependencyBraidScore","hardStructureV3Class","sourceStatus"
"TraceOrderKeep","2.671","True","True","True","True","True","True","","166","18","166","Campaign500NormalFullV1:h04r","","17","5","v05","266","Main/Level_Main_166","normal","Hard","StrictMixedChoiceClamp","strict_mixed_choice","choice_clamp_chain_hf1","Hard","Normal","0","23","31","0.742","M_PeelMid","119","107","131","745","10","72","","section","PSG_Normal_section_Hard_Normal","nutation_strict_mixed_choiceclamp_v1_rect_s17_o166_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1","section_unlock","unknown_variant","rectangle_peel","curve_chain","short_patchwork","short_patchwork;woven_medium","region_alternating_flow","peel_grammar;multi_region;axis_drift;wide_front;peel_visible","choice_peak_watch","watch","nutation_strict_mixed_choiceclamp_v1_rect_s17_o166_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1","c5hole_lowchoice_v1_h04r_18_nutation_strict_mixed_choiceclamp_v1_rect_s17_o166_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_18_nutation_strict_mixed_choiceclamp_v1_rect_s17_o166_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_18_nutation_strict_mixed_choiceclamp_v1_rect_s17_o166_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","1","23","31","0.983","74","9.47","21","0.528","0.324","0.068","3","5","True","B","flow or late-campaign only","5.92","10","6","4","4","0.206","0.077","2","R","right-edge inward / starts around right side","3","0.916","0.093","0.521","5","5","0.992","3","4.378","0.108","0.991","0.451","0.549","0.493","0.36","LocalEasy","Style=PressureHard | Score=25073 | TargetInitial=5 | OpeningRatio=0.054 | Straightness=0.528 | EarlyChoices=26.0/47 | LocalRun=5 | Jump=11.0 | NearRate=0.35 | Peel style=PressureHard seed=1270282532 fill=701/713(0.983) chains=74 remaining=12 rejectedShort=0 failedPeels=1 | FlipGate=ops=1 initial=4->3 edgeHeads=6->5 earlyChoices=24.5/47 localRun=5 jump=10.7 near=0.42 targetInitial=3"
"TraceOrderKeep","2.652","True","True","True","True","True","True","","166","17","166","Campaign500NormalFullV1:h04r","","17","4","v04","266","Main/Level_Main_166","normal","Hard","StrictMixedChoiceClamp","strict_mixed_choice","choice_clamp_chain_hf1","Hard","Normal","0","23","31","0.742","M_PeelMid","119","107","131","745","10","72","","section","PSG_Normal_section_Hard_Normal","nutation_strict_mixed_choiceclamp_v1_rect_s17_o166_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1","section_unlock","unknown_variant","rectangle_peel","curve_chain","short_patchwork","short_patchwork;woven_medium;edge_headed","staged_unlock","peel_grammar;multi_region;axis_drift;wide_front;staged_unlock;peel_visible","choice_peak_watch;broad_choice_curve;near_outer_watch","watch","nutation_strict_mixed_choiceclamp_v1_rect_s17_o166_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1","c5hole_lowchoice_v1_h04r_17_nutation_strict_mixed_choiceclamp_v1_rect_s17_o166_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_17_nutation_strict_mixed_choiceclamp_v1_rect_s17_o166_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_17_nutation_strict_mixed_choiceclamp_v1_rect_s17_o166_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","1","23","31","0.986","74","9.5","21","0.523","0.297","0.122","2","9","True","B","flow or late-campaign only","6.57","11","5","5","3","0.187","0.06","2","T","top-edge inward / starts around top side","3","0.892","0.081","0.534","4","4","0.988","4","4.041","0.108","0.989","0.528","0.5","0.403","0.337","LocalEasy","Style=PressureHard | Score=20267 | TargetInitial=5 | OpeningRatio=0.027 | Straightness=0.523 | EarlyChoices=23.3/54 | LocalRun=6 | Jump=7.6 | NearRate=0.58 | Peel style=PressureHard seed=1265141603 fill=703/713(0.986) chains=74 remaining=10 rejectedShort=0 failedPeels=1"
"TraceOrderKeep","2.65","True","True","True","True","True","True","","166","19","166","Campaign500NormalFullV1:h04r","","17","0","v00","266","Main/Level_Main_166","normal","Hard","StrictMixedHard","strict_mixed_dependency","strict_hard_chain_hf1","Hard","Normal","0","23","31","0.742","M_PeelMid","119","107","131","745","10","84","","section","PSG_Normal_section_Hard_Normal","nutation_strict_mixed_hard_v1_rect_s17_o166_v00_strictmixedhard_strict_hard_chain_hf1","section_unlock","unknown_variant","rectangle_peel","curve_chain","short_patchwork","short_patchwork;woven_medium","flow_spread","peel_grammar;multi_region;wide_front;stable_front;peel_visible;sweep_pressure","same_axis_watch;same_dir_watch","watch","nutation_strict_mixed_hard_v1_rect_s17_o166_v00_strictmixedhard_strict_hard_chain_hf1","c5hole_lowchoice_v1_h04r_19_nutation_strict_mixed_hard_v1_rect_s17_o166_v00_strictmixedhard_strict_hard_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_19_nutation_strict_mixed_hard_v1_rect_s17_o166_v00_strictmixedhard_strict_hard_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_19_nutation_strict_mixed_hard_v1_rect_s17_o166_v00_strictmixedhard_strict_hard_chain_hf1.asset","1","23","31","0.99","78","9.05","21","0.511","0.333","0.064","3","5","True","B","flow or late-campaign only","5.82","9","6","4","6","0.206","0.088","2","B","bottom-edge inward / starts around bottom side","3","0.862","0.218","0.429","7","7","0.989","4","4.487","0.077","0.987","0.52","0.587","0.547","0.201","LocalEasy","Style=PressureHard | Score=19119 | TargetInitial=5 | OpeningRatio=0.038 | Straightness=0.511 | EarlyChoices=27.7/55 | LocalRun=6 | Jump=6.4 | NearRate=0.61 | Peel style=PressureHard seed=1682399374 fill=706/713(0.990) chains=78 remaining=7 rejectedShort=0 failedPeels=1"
"VisualKeep","2.117","True","True","True","True","False","False","solveTraceQuality<0.82","166","20","166","Campaign500NormalFullV1:h04r","","17","1","v01","266","Main/Level_Main_166","normal","Hard","StrictMixedHard","strict_mixed_dependency","strict_hard_chain_hf1","Hard","Normal","0","23","31","0.742","M_PeelMid","119","107","131","745","10","84","","section","PSG_Normal_section_Hard_Normal","nutation_strict_mixed_hard_v1_rect_s17_o166_v01_strictmixedhard_strict_hard_chain_hf1","section_unlock","unknown_variant","rectangle_peel","curve_chain","outer_edge_chain","woven_medium;edge_headed","single_axis_sweep","peel_grammar;multi_region;staged_unlock;peel_visible;sweep_pressure","collapse_watch;same_axis_watch;same_dir_watch;dependency_local_watch","watch","nutation_strict_mixed_hard_v1_rect_s17_o166_v01_strictmixedhard_strict_hard_chain_hf1","c5hole_lowchoice_v1_h04r_20_nutation_strict_mixed_hard_v1_rect_s17_o166_v01_strictmixedhard_strict_hard_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_20_nutation_strict_mixed_hard_v1_rect_s17_o166_v01_strictmixedhard_strict_hard_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_20_nutation_strict_mixed_hard_v1_rect_s17_o166_v01_strictmixedhard_strict_hard_chain_hf1.asset","1","23","31","0.975","73","9.52","21","0.466","0.274","0.11","1","8","True","A","usable process curve","4.97","9","4","3","4","0.079","0.082","2","L","left-edge inward / starts around left side","4","0.807","0.279","0.347","8","8","0.986","4","3.425","0.178","0.987","0.597","0.639","0.542","0.048","LocalEasy","Style=PressureHard | Score=18119 | TargetInitial=5 | OpeningRatio=0.014 | Straightness=0.466 | EarlyChoices=22.0/45 | LocalRun=7 | Jump=5.9 | NearRate=0.65 | Peel style=PressureHard seed=1679580899 fill=695/713(0.975) chains=73 remaining=18 rejectedShort=0 failedPeels=1"
"VisualKeep","2.07","True","True","True","True","False","False","solveTraceQuality<0.82;solveTraceCollapseRisk>0.28;sameAxisRun>9;sameDirRun>8","166","24","166","Campaign500NormalFullV1:h04r","","17","5","v05","266","Main/Level_Main_166","normal","Hard","StrictMixedHard","strict_mixed_dependency","strict_hard_chain_hf1","Hard","Normal","0","23","31","0.742","M_PeelMid","119","107","131","745","10","84","","section","PSG_Normal_section_Hard_Normal","nutation_strict_mixed_hard_v1_rect_s17_o166_v05_strictmixedhard_strict_hard_chain_hf1","section_unlock","unknown_variant","rectangle_peel","patch_chain","short_patchwork","short_patchwork;edge_headed","local_collapse","peel_grammar;multi_region;wide_front;staged_unlock;peel_visible;sweep_pressure;collapse_risk","stripe_watch;solve_collapse;same_axis_run;same_dir_run","high_risk","nutation_strict_mixed_hard_v1_rect_s17_o166_v05_strictmixedhard_strict_hard_chain_hf1","c5hole_lowchoice_v1_h04r_24_nutation_strict_mixed_hard_v1_rect_s17_o166_v05_strictmixedhard_strict_hard_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_24_nutation_strict_mixed_hard_v1_rect_s17_o166_v05_strictmixedhard_strict_hard_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_24_nutation_strict_mixed_hard_v1_rect_s17_o166_v05_strictmixedhard_strict_hard_chain_hf1.asset","1","23","31","0.987","80","8.8","21","0.491","0.338","0.088","3","7","True","B","flow or late-campaign only","4.97","8","4","4","4","0.109","0.19","2","B","bottom-edge inward / starts around bottom side","4","0.794","0.363","0.342","16","14","0.992","4","3.662","0.2","0.992","0.506","0.636","0.571","0.263","LocalEasy","Style=PressureHard | Score=20396 | TargetInitial=6 | OpeningRatio=0.050 | Straightness=0.491 | EarlyChoices=25.6/46 | LocalRun=8 | Jump=10.5 | NearRate=0.58 | Peel style=PressureHard seed=1703914859 fill=704/713(0.987) chains=80 remaining=9 rejectedShort=0 failedPeels=1 | FlipGate=ops=2 initial=4->3 edgeHeads=8->7 earlyChoices=23.8/44 localRun=6 jump=9.2 near=0.55 targetInitial=3"
"VisualKeep","2.06","True","True","True","True","False","False","solveTraceQuality<0.82;solveTraceCollapseRisk>0.28;sameDirRun>8","166","21","166","Campaign500NormalFullV1:h04r","","17","2","v02","266","Main/Level_Main_166","normal","Hard","StrictMixedHard","strict_mixed_dependency","strict_hard_chain_hf1","Hard","Normal","0","23","31","0.742","M_PeelMid","119","107","131","745","10","84","","section","PSG_Normal_section_Hard_Normal","nutation_strict_mixed_hard_v1_rect_s17_o166_v02_strictmixedhard_strict_hard_chain_hf1","section_unlock","unknown_variant","rectangle_peel","curve_chain","short_patchwork","short_patchwork;woven_medium","local_collapse","peel_grammar;multi_region;staged_unlock;peel_visible;sweep_pressure;collapse_risk","solve_collapse;same_axis_watch;same_dir_run","high_risk","nutation_strict_mixed_hard_v1_rect_s17_o166_v02_strictmixedhard_strict_hard_chain_hf1","c5hole_lowchoice_v1_h04r_21_nutation_strict_mixed_hard_v1_rect_s17_o166_v02_strictmixedhard_strict_hard_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_21_nutation_strict_mixed_hard_v1_rect_s17_o166_v02_strictmixedhard_strict_hard_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_21_nutation_strict_mixed_hard_v1_rect_s17_o166_v02_strictmixedhard_strict_hard_chain_hf1.asset","1","23","31","0.986","78","9.01","21","0.495","0.372","0.038","1","3","True","B","flow or late-campaign only","5.44","9","4","4","6","0.132","0.094","2","R","right-edge inward / starts around right side","4","0.804","0.363","0.442","9","9","0.989","5","3.462","0.192","0.99","0.506","0.623","0.584","0.308","LocalEasy","Style=PressureHard | Score=31827 | TargetInitial=5 | OpeningRatio=0.013 | Straightness=0.495 | EarlyChoices=17.7/39 | LocalRun=7 | Jump=5.6 | NearRate=0.71 | Peel style=PressureHard seed=1700326449 fill=703/713(0.986) chains=78 remaining=10 rejectedShort=0 failedPeels=1"
"VisualKeep","2.012","True","True","True","True","False","False","solveTraceCollapseRisk>0.28;sameDirRun>8","166","15","166","Campaign500NormalFullV1:h04r","","17","2","v02","266","Main/Level_Main_166","normal","Hard","StrictMixedChoiceClamp","strict_mixed_choice","choice_clamp_chain_hf1","Hard","Normal","0","23","31","0.742","M_PeelMid","119","107","131","745","10","72","","section","PSG_Normal_section_Hard_Normal","nutation_strict_mixed_choiceclamp_v1_rect_s17_o166_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1","section_unlock","unknown_variant","rectangle_peel","curve_chain","outer_edge_chain","woven_medium;edge_headed","single_axis_sweep","peel_grammar;multi_region;wide_front;staged_unlock;peel_visible;sweep_pressure","choice_peak_watch;stripe_watch;solve_collapse;same_axis_watch;same_dir_run","high_risk","nutation_strict_mixed_choiceclamp_v1_rect_s17_o166_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1","c5hole_lowchoice_v1_h04r_15_nutation_strict_mixed_choiceclamp_v1_rect_s17_o166_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_15_nutation_strict_mixed_choiceclamp_v1_rect_s17_o166_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_15_nutation_strict_mixed_choiceclamp_v1_rect_s17_o166_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","1","23","31","0.979","75","9.31","21","0.5","0.267","0.107","3","8","True","B","flow or late-campaign only","4.97","10","6","3","4","0.176","0.184","2","T","top-edge inward / starts around top side","4","0.88","0.304","0.446","9","9","0.993","3","3.627","0.267","0.993","0.5","0.556","0.5","0.337","LocalEasy","Style=PressureHard | Score=16301 | TargetInitial=5 | OpeningRatio=0.053 | Straightness=0.500 | EarlyChoices=28.7/64 | LocalRun=3 | Jump=8.5 | NearRate=0.42 | Peel style=PressureHard seed=1243025368 fill=698/713(0.979) chains=75 remaining=15 rejectedShort=0 failedPeels=1 | FlipGate=ops=1 initial=4->3 edgeHeads=9->8 earlyChoices=24.0/49 localRun=4 jump=7.3 near=0.48 targetInitial=3"
"VisualKeep","1.909","True","True","True","True","False","False","solveTraceQuality<0.82;solveTraceCollapseRisk>0.28","166","23","166","Campaign500NormalFullV1:h04r","","17","4","v04","266","Main/Level_Main_166","normal","Hard","StrictMixedHard","strict_mixed_dependency","strict_hard_chain_hf1","Hard","Normal","0","23","31","0.742","M_PeelMid","119","107","131","745","10","84","","section","PSG_Normal_section_Hard_Normal","nutation_strict_mixed_hard_v1_rect_s17_o166_v04_strictmixedhard_strict_hard_chain_hf1","section_unlock","unknown_variant","rectangle_peel","patch_chain","short_patchwork","short_patchwork;edge_headed","single_axis_sweep","peel_grammar;multi_region;wide_front;stable_front;staged_unlock;peel_visible;sweep_pressure","choice_peak_watch;directional_sweep_watch;local_patch_watch;near_outer_watch;solve_collapse;same_axis_watch;same_dir_watch","high_risk","nutation_strict_mixed_hard_v1_rect_s17_o166_v04_strictmixedhard_strict_hard_chain_hf1","c5hole_lowchoice_v1_h04r_23_nutation_strict_mixed_hard_v1_rect_s17_o166_v04_strictmixedhard_strict_hard_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_23_nutation_strict_mixed_hard_v1_rect_s17_o166_v04_strictmixedhard_strict_hard_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_23_nutation_strict_mixed_hard_v1_rect_s17_o166_v04_strictmixedhard_strict_hard_chain_hf1.asset","1","23","31","0.976","78","8.92","20","0.454","0.346","0.103","3","8","True","B","flow or late-campaign only","5.64","11","7","6","3","0.338","0.051","2","T","top-edge inward / starts around top side","3","0.77","0.314","0.351","9","8","0.996","5","4.179","0.064","0.996","0.547","0.573","0.467","0.124","LocalEasy","Style=PressureHard | Score=22558 | TargetInitial=5 | OpeningRatio=0.038 | Straightness=0.454 | EarlyChoices=21.6/43 | LocalRun=5 | Jump=8.1 | NearRate=0.61 | Peel style=PressureHard seed=1706104960 fill=696/713(0.976) chains=78 remaining=17 rejectedShort=0 failedPeels=1"
"Reject","0.569","False","False","False","True","False","False","maxChoices>11","166","14","166","Campaign500NormalFullV1:h04r","","17","1","v01","266","Main/Level_Main_166","normal","Hard","StrictMixedChoiceClamp","strict_mixed_choice","choice_clamp_chain_hf1","Hard","Normal","0","23","31","0.742","M_PeelMid","119","107","131","745","10","72","","section","PSG_Normal_section_Hard_Normal","nutation_strict_mixed_choiceclamp_v1_rect_s17_o166_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1","section_unlock","unknown_variant","rectangle_peel","curve_chain","outer_edge_chain","woven_medium;edge_headed","staged_unlock","peel_grammar;multi_region;wide_front;stable_front;staged_unlock;peel_visible;sweep_pressure","process_reject;high_choices;broad_choice_curve;collapse_watch;same_axis_watch;same_dir_watch","high_risk","nutation_strict_mixed_choiceclamp_v1_rect_s17_o166_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1","c5hole_lowchoice_v1_h04r_14_nutation_strict_mixed_choiceclamp_v1_rect_s17_o166_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_14_nutation_strict_mixed_choiceclamp_v1_rect_s17_o166_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_14_nutation_strict_mixed_choiceclamp_v1_rect_s17_o166_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","1","23","31","0.993","74","9.57","21","0.523","0.257","0.095","3","7","True","B","flow or late-campaign only","6.39","12","5","4","5","0.18","0.104","2","B","bottom-edge inward / starts around bottom side","3","0.816","0.266","0.425","8","7","0.985","5","4.838","0.054","0.983","0.493","0.563","0.521","0.382","LocalEasy","Style=PressureHard | Score=24074 | TargetInitial=5 | OpeningRatio=0.041 | Straightness=0.523 | EarlyChoices=27.7/52 | LocalRun=6 | Jump=5.5 | NearRate=0.68 | Peel style=PressureHard seed=1241968870 fill=708/713(0.993) chains=74 remaining=5 rejectedShort=0 failedPeels=1"
"Reject","0.562","False","False","False","True","True","False","tier=Drop;maxChoices>11","166","22","166","Campaign500NormalFullV1:h04r","","17","3","v03","266","Main/Level_Main_166","normal","Hard","StrictMixedHard","strict_mixed_dependency","strict_hard_chain_hf1","Hard","Normal","0","23","31","0.742","M_PeelMid","119","107","131","745","10","84","","section","PSG_Normal_section_Hard_Normal","nutation_strict_mixed_hard_v1_rect_s17_o166_v03_strictmixedhard_strict_hard_chain_hf1","section_unlock","unknown_variant","rectangle_peel","curve_chain","short_patchwork","short_patchwork;woven_medium","flow_spread","peel_grammar;multi_region;wide_front;peel_visible;sweep_pressure","process_reject;high_choices;broad_choice_curve;same_axis_watch;same_dir_watch","high_risk","nutation_strict_mixed_hard_v1_rect_s17_o166_v03_strictmixedhard_strict_hard_chain_hf1","c5hole_lowchoice_v1_h04r_22_nutation_strict_mixed_hard_v1_rect_s17_o166_v03_strictmixedhard_strict_hard_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_22_nutation_strict_mixed_hard_v1_rect_s17_o166_v03_strictmixedhard_strict_hard_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_22_nutation_strict_mixed_hard_v1_rect_s17_o166_v03_strictmixedhard_strict_hard_chain_hf1.asset","1","23","31","0.986","76","9.25","21","0.512","0.329","0.066","2","5","True","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","6.68","14","6","4","3","0.206","0.111","2","B","bottom-edge inward / starts around bottom side","3","0.905","0.198","0.453","7","7","0.99","3","4.263","0.184","0.99","0.446","0.581","0.541","0.333","LocalEasy","Style=PressureHard | Score=20500 | TargetInitial=5 | OpeningRatio=0.026 | Straightness=0.512 | EarlyChoices=26.7/49 | LocalRun=6 | Jump=10.0 | NearRate=0.55 | Peel style=PressureHard seed=1674258136 fill=703/713(0.986) chains=76 remaining=10 rejectedShort=0 failedPeels=1"
