"rankClass","psgRankScore","processKeep","visualPass","keepCandidate","stsMetricPresent","stsPass","stsKeepCandidate","rejectReasons","slot","sourceIndex","order","sourceBatch","sourceReport","section10","variantIndex","variantLabel","mainMissionId","levelName","category","roleInSection","productionLane","productionStyleFamily","productionChainLanguage","productionDifficultyBand","experienceRole","reviewOnly","plannedWidth","plannedHeight","plannedAspect","plannedCanvasBand","plannedTargetChains","targetChainsMin","targetChainsMax","referenceArrowTiles","referenceMaxChainLength","actualTargetChains","mode","styleHint","profileHint","type","styleFamily","generatorVariant","generatorGrammar","chainLanguage","chainLanguageDetail","chainTags","flowLanguage","flowTags","riskTags","styleRiskBand","specId","levelId","assetPath","path","selected","width","height","sourceCoverage","chains","sourceAvgChain","sourceMaxChain","sourceStraightness","sourceShortChainRate","sourceEdgeHeadRate","sourceOpeners","sourceEdgeHeads","solved","processTier","processTierReason","avgChoices","maxChoices","localPatchRun","nearOuterRun","dependencyFollowRun","directionalRisk","stripeRisk","edgeInwardSweepRun","edgeInwardSweepSide","startSideHint","solveVectorRun","solveTraceQualityScore","solveTraceCollapseRiskScore","solveAxisDriftRate","solveSameAxisRunMax","solveSameDirHeadRunMax","solveRegionEntropy","solveRegionCollapseRunMax","solveFrontWidthAvg","solveFrontWidthNarrowRate","dependencyRegionEntropy","dependencyLocalSameRegionRate","dependencySameAxisHeadRate","dependencySameDirHeadRate","dependencyBraidScore","hardStructureV3Class","sourceStatus"
"TraceOrderKeep","2.806","True","True","True","True","True","True","","136","31","136","Campaign500NormalFullV1:h03r","","14","0","v00","236","Main/Level_Main_136","normal","Peak","StrictMixedPeak","strict_mixed_dependency","strict_peak_chain_hf1","Peak","Peak","0","24","32","0.750","M_Peak","113","102","124","817","13","92","","section","PSG_Normal_section_Extreme_Peak","nutation_strict_mixed_peak_v1_rect_s14_o136_v00_strictmixedpeak_strict_peak_chain_hf1","section_unlock","unknown_variant","rectangle_peel","curve_chain","short_patchwork","short_patchwork;woven_medium;edge_headed","staged_unlock","peel_grammar;multi_region;staged_unlock;sweep_pressure","same_axis_watch","watch","nutation_strict_mixed_peak_v1_rect_s14_o136_v00_strictmixedpeak_strict_peak_chain_hf1","c5hole_lowchoice_v1_h03r_31_nutation_strict_mixed_peak_v1_rect_s14_o136_v00_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_31_nutation_strict_mixed_peak_v1_rect_s14_o136_v00_strictmixedpeak_strict_peak_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_31_nutation_strict_mixed_peak_v1_rect_s14_o136_v00_strictmixedpeak_strict_peak_chain_hf1.asset","1","24","32","0.984","79","9.57","21","0.513","0.304","0.076","2","6","True","B","flow or late-campaign only","4.16","8","4","4","5","0.109","0.013","1","B","bottom-edge inward / starts around bottom side","3","0.905","0.153","0.474","7","5","0.994","3","3.101","0.291","0.994","0.506","0.506","0.442","0.26","LocalEasy","Style=PressureHard | Score=18706 | TargetInitial=6 | OpeningRatio=0.025 | Straightness=0.513 | EarlyChoices=26.4/52 | LocalRun=6 | Jump=6.9 | NearRate=0.68 | Peel style=PressureHard seed=959860307 fill=756/768(0.984) chains=79 remaining=12 rejectedShort=0 failedPeels=1"
"TraceOrderKeep","2.699","True","True","True","True","True","True","","136","34","136","Campaign500NormalFullV1:h03r","","14","3","v03","236","Main/Level_Main_136","normal","Peak","StrictMixedPeak","strict_mixed_dependency","strict_peak_chain_hf1","Peak","Peak","0","24","32","0.750","M_Peak","113","102","124","817","13","92","","section","PSG_Normal_section_Extreme_Peak","nutation_strict_mixed_peak_v1_rect_s14_o136_v03_strictmixedpeak_strict_peak_chain_hf1","section_unlock","unknown_variant","rectangle_peel","curve_chain","short_patchwork","short_patchwork;woven_medium;edge_headed","staged_unlock","peel_grammar;multi_region;staged_unlock;peel_visible;sweep_pressure","near_outer_watch;same_dir_watch","watch","nutation_strict_mixed_peak_v1_rect_s14_o136_v03_strictmixedpeak_strict_peak_chain_hf1","c5hole_lowchoice_v1_h03r_34_nutation_strict_mixed_peak_v1_rect_s14_o136_v03_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_34_nutation_strict_mixed_peak_v1_rect_s14_o136_v03_strictmixedpeak_strict_peak_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_34_nutation_strict_mixed_peak_v1_rect_s14_o136_v03_strictmixedpeak_strict_peak_chain_hf1.asset","1","24","32","0.987","78","9.72","21","0.477","0.346","0.09","3","7","True","B","flow or late-campaign only","4.65","9","5","5","6","0.187","0.078","2","R","right-edge inward / starts around right side","4","0.84","0.196","0.351","6","6","0.984","4","3.295","0.256","0.981","0.493","0.56","0.52","0.324","LocalEasy","Style=PressureHard | Score=18261 | TargetInitial=5 | OpeningRatio=0.038 | Straightness=0.477 | EarlyChoices=21.6/54 | LocalRun=9 | Jump=8.1 | NearRate=0.52 | Peel style=PressureHard seed=956850598 fill=758/768(0.987) chains=78 remaining=10 rejectedShort=0 failedPeels=1"
"TraceOrderKeep","2.623","True","True","True","True","True","True","","136","25","136","Campaign500NormalFullV1:h03r","","14","0","v00","236","Main/Level_Main_136","normal","Peak","StrictMixedChoiceClamp","strict_mixed_choice","choice_clamp_chain_hf1","Peak","Peak","0","24","32","0.750","M_Peak","113","102","124","817","13","72","","section","PSG_Normal_section_Extreme_Peak","nutation_strict_mixed_choiceclamp_v1_rect_s14_o136_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1","section_unlock","unknown_variant","rectangle_peel","curve_chain","outer_edge_chain","woven_medium;edge_headed","staged_unlock","peel_grammar;multi_region;wide_front;stable_front;staged_unlock;sweep_pressure","choice_peak_watch;broad_choice_curve;same_axis_watch;same_dir_watch","watch","nutation_strict_mixed_choiceclamp_v1_rect_s14_o136_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1","c5hole_lowchoice_v1_h03r_25_nutation_strict_mixed_choiceclamp_v1_rect_s14_o136_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_25_nutation_strict_mixed_choiceclamp_v1_rect_s14_o136_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_25_nutation_strict_mixed_choiceclamp_v1_rect_s14_o136_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","1","24","32","0.992","74","10.3","21","0.523","0.257","0.081","3","6","True","B","flow or late-campaign only","6.53","11","5","4","4","0.157","0.073","1","R","right-edge inward / starts around right side","4","0.89","0.181","0.411","7","7","0.987","3","4","0.054","0.984","0.479","0.563","0.493","0.397","LocalEasy","Style=PressureHard | Score=24617 | TargetInitial=5 | OpeningRatio=0.041 | Straightness=0.523 | EarlyChoices=31.3/68 | LocalRun=5 | Jump=5.9 | NearRate=0.65 | Peel style=PressureHard seed=2037330400 fill=762/768(0.992) chains=74 remaining=6 rejectedShort=0 failedPeels=1"
"TraceOrderKeep","2.616","True","True","True","True","True","True","","136","35","136","Campaign500NormalFullV1:h03r","","14","4","v04","236","Main/Level_Main_136","normal","Peak","StrictMixedPeak","strict_mixed_dependency","strict_peak_chain_hf1","Peak","Peak","0","24","32","0.750","M_Peak","113","102","124","817","13","92","","section","PSG_Normal_section_Extreme_Peak","nutation_strict_mixed_peak_v1_rect_s14_o136_v04_strictmixedpeak_strict_peak_chain_hf1","section_unlock","unknown_variant","rectangle_peel","curve_chain","short_patchwork","short_patchwork;woven_medium;edge_headed","staged_unlock","peel_grammar;multi_region;axis_drift;wide_front;stable_front;staged_unlock;peel_visible;sweep_pressure","choice_peak_watch;broad_choice_curve;directional_sweep_watch;same_axis_watch;same_dir_watch;dependency_local_watch;edge_inward_sweep","watch","nutation_strict_mixed_peak_v1_rect_s14_o136_v04_strictmixedpeak_strict_peak_chain_hf1","c5hole_lowchoice_v1_h03r_35_nutation_strict_mixed_peak_v1_rect_s14_o136_v04_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_35_nutation_strict_mixed_peak_v1_rect_s14_o136_v04_strictmixedpeak_strict_peak_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_35_nutation_strict_mixed_peak_v1_rect_s14_o136_v04_strictmixedpeak_strict_peak_chain_hf1.asset","1","24","32","0.991","80","9.51","21","0.517","0.362","0.1","4","8","True","B","flow or late-campaign only","6.46","10","6","4","5","0.229","0.04","3","R","right-edge inward / starts around right side","3","0.854","0.22","0.494","7","7","0.995","4","4.525","0.1","0.993","0.553","0.461","0.434","0.243","LocalEasy","Style=PressureHard | Score=17750 | TargetInitial=6 | OpeningRatio=0.063 | Straightness=0.517 | EarlyChoices=25.7/56 | LocalRun=5 | Jump=8.5 | NearRate=0.58 | Peel style=PressureHard seed=947015216 fill=761/768(0.991) chains=80 remaining=7 rejectedShort=0 failedPeels=1 | FlipGate=ops=1 initial=5->4 edgeHeads=8->8 earlyChoices=24.8/56 localRun=5 jump=8.7 near=0.61 targetInitial=3"
"TraceOrderKeep","2.596","True","False","False","True","True","True","localPatchRun>7","136","32","136","Campaign500NormalFullV1:h03r","","14","1","v01","236","Main/Level_Main_136","normal","Peak","StrictMixedPeak","strict_mixed_dependency","strict_peak_chain_hf1","Peak","Peak","0","24","32","0.750","M_Peak","113","102","124","817","13","92","","section","PSG_Normal_section_Extreme_Peak","nutation_strict_mixed_peak_v1_rect_s14_o136_v01_strictmixedpeak_strict_peak_chain_hf1","section_unlock","unknown_variant","rectangle_peel","curve_chain","short_patchwork","short_patchwork;woven_medium;edge_headed","flow_spread","peel_grammar;multi_region;wide_front;stable_front;sweep_pressure","choice_peak_watch;directional_sweep_watch;local_patch_run;same_axis_watch;same_dir_watch","high_risk","nutation_strict_mixed_peak_v1_rect_s14_o136_v01_strictmixedpeak_strict_peak_chain_hf1","c5hole_lowchoice_v1_h03r_32_nutation_strict_mixed_peak_v1_rect_s14_o136_v01_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_32_nutation_strict_mixed_peak_v1_rect_s14_o136_v01_strictmixedpeak_strict_peak_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_32_nutation_strict_mixed_peak_v1_rect_s14_o136_v01_strictmixedpeak_strict_peak_chain_hf1.asset","1","24","32","0.982","82","9.2","21","0.454","0.341","0.073","5","6","True","B","flow or late-campaign only","5.32","11","8","3","5","0.296","0.085","1","R","right-edge inward / starts around right side","3","0.829","0.219","0.407","7","6","0.992","5","3.817","0.061","0.992","0.519","0.519","0.468","0.229","LocalEasy","Style=PressureHard | Score=23786 | TargetInitial=6 | OpeningRatio=0.061 | Straightness=0.454 | EarlyChoices=24.4/44 | LocalRun=7 | Jump=7.6 | NearRate=0.65 | Peel style=PressureHard seed=967409939 fill=754/768(0.982) chains=82 remaining=14 rejectedShort=0 failedPeels=1"
"VisualKeep","2.015","True","True","True","True","False","False","solveTraceQuality<0.82;solveTraceCollapseRisk>0.28;sameAxisRun>9;sameDirRun>8","136","27","136","Campaign500NormalFullV1:h03r","","14","2","v02","236","Main/Level_Main_136","normal","Peak","StrictMixedChoiceClamp","strict_mixed_choice","choice_clamp_chain_hf1","Peak","Peak","0","24","32","0.750","M_Peak","113","102","124","817","13","72","","section","PSG_Normal_section_Extreme_Peak","nutation_strict_mixed_choiceclamp_v1_rect_s14_o136_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1","section_unlock","unknown_variant","rectangle_peel","curve_chain","outer_edge_chain","woven_medium;edge_headed","local_collapse","peel_grammar;multi_region;peel_visible;sweep_pressure;collapse_risk","stripe_watch;solve_collapse;same_axis_run;same_dir_run;region_collapse_run;dependency_local_watch","high_risk","nutation_strict_mixed_choiceclamp_v1_rect_s14_o136_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1","c5hole_lowchoice_v1_h03r_27_nutation_strict_mixed_choiceclamp_v1_rect_s14_o136_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_27_nutation_strict_mixed_choiceclamp_v1_rect_s14_o136_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_27_nutation_strict_mixed_choiceclamp_v1_rect_s14_o136_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","1","24","32","0.99","78","9.74","21","0.487","0.244","0.128","3","10","True","B","flow or late-campaign only","5.24","8","5","4","5","0.204","0.156","1","L","left-edge inward / starts around left side","3","0.701","0.441","0.299","20","20","0.996","6","3.359","0.269","0.996","0.56","0.68","0.64","0.206","LocalEasy","Style=PressureHard | Score=22690 | TargetInitial=5 | OpeningRatio=0.038 | Straightness=0.487 | EarlyChoices=25.9/49 | LocalRun=7 | Jump=8.7 | NearRate=0.68 | Peel style=PressureHard seed=2042480537 fill=760/768(0.990) chains=78 remaining=8 rejectedShort=0 failedPeels=1"
"VisualKeep","1.976","True","True","True","True","False","False","solveTraceQuality<0.82;solveTraceCollapseRisk>0.28;sameAxisRun>9;sameDirRun>8","136","30","136","Campaign500NormalFullV1:h03r","","14","5","v05","236","Main/Level_Main_136","normal","Peak","StrictMixedChoiceClamp","strict_mixed_choice","choice_clamp_chain_hf1","Peak","Peak","0","24","32","0.750","M_Peak","113","102","124","817","13","72","","section","PSG_Normal_section_Extreme_Peak","nutation_strict_mixed_choiceclamp_v1_rect_s14_o136_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1","section_unlock","unknown_variant","rectangle_peel","curve_chain","short_patchwork","short_patchwork;woven_medium;edge_headed","local_collapse","peel_grammar;multi_region;staged_unlock;sweep_pressure;collapse_risk","choice_peak_watch;near_outer_watch;solve_collapse;same_axis_run;same_dir_run","high_risk","nutation_strict_mixed_choiceclamp_v1_rect_s14_o136_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1","c5hole_lowchoice_v1_h03r_30_nutation_strict_mixed_choiceclamp_v1_rect_s14_o136_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_30_nutation_strict_mixed_choiceclamp_v1_rect_s14_o136_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_30_nutation_strict_mixed_choiceclamp_v1_rect_s14_o136_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","1","24","32","0.988","79","9.61","21","0.512","0.304","0.089","1","7","True","B","flow or late-campaign only","5.77","10","5","5","4","0.21","0.085","1","R","right-edge inward / starts around right side","3","0.773","0.37","0.385","10","9","0.99","5","3.456","0.127","0.992","0.474","0.705","0.59","0.316","LocalEasy","Style=PressureHard | Score=20163 | TargetInitial=6 | OpeningRatio=0.013 | Straightness=0.512 | EarlyChoices=25.9/67 | LocalRun=8 | Jump=7.5 | NearRate=0.58 | Peel style=PressureHard seed=2026170437 fill=759/768(0.988) chains=79 remaining=9 rejectedShort=0 failedPeels=1"
"VisualKeep","1.94","True","True","True","True","False","False","solveTraceQuality<0.82;solveTraceCollapseRisk>0.28;sameDirRun>8","136","29","136","Campaign500NormalFullV1:h03r","","14","4","v04","236","Main/Level_Main_136","normal","Peak","StrictMixedChoiceClamp","strict_mixed_choice","choice_clamp_chain_hf1","Peak","Peak","0","24","32","0.750","M_Peak","113","102","124","817","13","72","","section","PSG_Normal_section_Extreme_Peak","nutation_strict_mixed_choiceclamp_v1_rect_s14_o136_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1","section_unlock","unknown_variant","rectangle_peel","curve_chain","short_patchwork","short_patchwork;woven_medium","local_collapse","peel_grammar;multi_region;staged_unlock;peel_visible;sweep_pressure;collapse_risk","choice_peak_watch;directional_sweep_watch;near_outer_watch;solve_collapse;same_axis_watch;same_dir_run","high_risk","nutation_strict_mixed_choiceclamp_v1_rect_s14_o136_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1","c5hole_lowchoice_v1_h03r_29_nutation_strict_mixed_choiceclamp_v1_rect_s14_o136_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_29_nutation_strict_mixed_choiceclamp_v1_rect_s14_o136_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_29_nutation_strict_mixed_choiceclamp_v1_rect_s14_o136_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","1","24","32","0.974","71","10.54","21","0.523","0.282","0.07","1","5","True","B","flow or late-campaign only","5.54","10","6","6","5","0.289","0.095","2","B","bottom-edge inward / starts around bottom side","3","0.796","0.369","0.429","9","9","0.986","5","3.423","0.239","0.987","0.514","0.443","0.429","0.391","LocalEasy","Style=PressureHard | Score=30663 | TargetInitial=5 | OpeningRatio=0.014 | Straightness=0.523 | EarlyChoices=26.1/56 | LocalRun=4 | Jump=7.4 | NearRate=0.61 | Peel style=PressureHard seed=2010347150 fill=748/768(0.974) chains=71 remaining=20 rejectedShort=0 failedPeels=1"
"ProcessKeep","1.278","True","False","False","True","False","False","solveTraceQuality<0.82;solveTraceCollapseRisk>0.28;sameAxisRun>9","136","26","136","Campaign500NormalFullV1:h03r","","14","1","v01","236","Main/Level_Main_136","normal","Peak","StrictMixedChoiceClamp","strict_mixed_choice","choice_clamp_chain_hf1","Peak","Peak","0","24","32","0.750","M_Peak","113","102","124","817","13","72","","section","PSG_Normal_section_Extreme_Peak","nutation_strict_mixed_choiceclamp_v1_rect_s14_o136_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1","section_unlock","unknown_variant","rectangle_peel","curve_chain","outer_edge_chain","woven_medium;edge_headed","local_collapse","peel_grammar;multi_region;staged_unlock;sweep_pressure;collapse_risk","choice_peak_watch;directional_sweep_watch;local_patch_run;solve_collapse;same_axis_run;same_dir_watch","high_risk","nutation_strict_mixed_choiceclamp_v1_rect_s14_o136_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1","c5hole_lowchoice_v1_h03r_26_nutation_strict_mixed_choiceclamp_v1_rect_s14_o136_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_26_nutation_strict_mixed_choiceclamp_v1_rect_s14_o136_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_26_nutation_strict_mixed_choiceclamp_v1_rect_s14_o136_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","1","24","32","0.987","74","10.24","21","0.516","0.23","0.135","1","10","True","B","flow or late-campaign only","4.35","10","8","4","4","0.326","0.097","1","L","left-edge inward / starts around left side","3","0.769","0.35","0.397","15","6","0.992","5","2.581","0.5","0.992","0.534","0.603","0.466","0.317","LocalEasy","Style=PressureHard | Score=26080 | TargetInitial=5 | OpeningRatio=0.014 | Straightness=0.516 | EarlyChoices=23.3/59 | LocalRun=5 | Jump=5.5 | NearRate=0.74 | Peel style=PressureHard seed=2035454486 fill=758/768(0.987) chains=74 remaining=10 rejectedShort=0 failedPeels=1"
"ProcessKeep","1.217","True","False","False","True","True","False","directionalRiskHard>0.459;localPatchRunHard>9;nearOuterRunHard>8","136","36","136","Campaign500NormalFullV1:h03r","","14","5","v05","236","Main/Level_Main_136","normal","Peak","StrictMixedPeak","strict_mixed_dependency","strict_peak_chain_hf1","Peak","Peak","0","24","32","0.750","M_Peak","113","102","124","817","13","92","","section","PSG_Normal_section_Extreme_Peak","nutation_strict_mixed_peak_v1_rect_s14_o136_v05_strictmixedpeak_strict_peak_chain_hf1","section_unlock","unknown_variant","rectangle_peel","curve_chain","short_patchwork","short_patchwork;woven_medium;edge_headed","local_collapse","peel_grammar;multi_region;wide_front;stable_front;peel_visible;sweep_pressure;collapse_risk","choice_peak_watch;broad_choice_curve;directional_sweep;stripe_watch;local_patch_run;near_outer_patch;collapse_watch;same_axis_watch;same_dir_watch","high_risk","nutation_strict_mixed_peak_v1_rect_s14_o136_v05_strictmixedpeak_strict_peak_chain_hf1","c5hole_lowchoice_v1_h03r_36_nutation_strict_mixed_peak_v1_rect_s14_o136_v05_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_36_nutation_strict_mixed_peak_v1_rect_s14_o136_v05_strictmixedpeak_strict_peak_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_36_nutation_strict_mixed_peak_v1_rect_s14_o136_v05_strictmixedpeak_strict_peak_chain_hf1.asset","1","24","32","0.986","81","9.35","21","0.524","0.296","0.074","2","6","True","B","flow or late-campaign only","6.47","10","11","9","5","0.543","0.12","1","R","right-edge inward / starts around right side","4","0.822","0.27","0.462","8","7","0.99","5","4.815","0.086","0.988","0.506","0.595","0.532","0.301","LocalEasy","Style=PressureHard | Score=13764 | TargetInitial=6 | OpeningRatio=0.025 | Straightness=0.524 | EarlyChoices=31.6/49 | LocalRun=12 | Jump=6.1 | NearRate=0.71 | Peel style=PressureHard seed=954145932 fill=757/768(0.986) chains=81 remaining=11 rejectedShort=0 failedPeels=1"
