"rankClass","psgRankScore","processKeep","visualPass","keepCandidate","stsMetricPresent","stsPass","stsKeepCandidate","rejectReasons","slot","sourceIndex","order","sourceBatch","sourceReport","section10","variantIndex","variantLabel","mainMissionId","levelName","category","roleInSection","productionLane","productionStyleFamily","productionChainLanguage","productionDifficultyBand","experienceRole","reviewOnly","plannedWidth","plannedHeight","plannedAspect","plannedCanvasBand","plannedTargetChains","targetChainsMin","targetChainsMax","referenceArrowTiles","referenceMaxChainLength","actualTargetChains","mode","styleHint","profileHint","type","styleFamily","generatorVariant","generatorGrammar","chainLanguage","chainLanguageDetail","chainTags","flowLanguage","flowTags","riskTags","styleRiskBand","specId","levelId","assetPath","path","selected","width","height","sourceCoverage","chains","sourceAvgChain","sourceMaxChain","sourceStraightness","sourceShortChainRate","sourceEdgeHeadRate","sourceOpeners","sourceEdgeHeads","solved","processTier","processTierReason","avgChoices","maxChoices","localPatchRun","nearOuterRun","dependencyFollowRun","directionalRisk","stripeRisk","edgeInwardSweepRun","edgeInwardSweepSide","startSideHint","solveVectorRun","solveTraceQualityScore","solveTraceCollapseRiskScore","solveAxisDriftRate","solveSameAxisRunMax","solveSameDirHeadRunMax","solveRegionEntropy","solveRegionCollapseRunMax","solveFrontWidthAvg","solveFrontWidthNarrowRate","dependencyRegionEntropy","dependencyLocalSameRegionRate","dependencySameAxisHeadRate","dependencySameDirHeadRate","dependencyBraidScore","hardStructureV3Class","sourceStatus"
"TraceOrderKeep","2.77","True","True","True","True","True","True","","56","37","56","Campaign500NormalFullV1:h01r","","6","0","v00","156","Main/Level_Main_56","normal","Peak","StrictMixedChoiceClamp","strict_mixed_choice","choice_clamp_chain_hf1","Peak","Pressure","0","22","30","0.733","S_Peak","96","86","106","734","13","72","","dense","PSG_Normal_dense_VeryHard_Pressure","nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1","dense_weave","unknown_variant","rectangle_peel","curve_chain","woven_medium","short_patchwork;woven_medium;edge_headed;dense_weave_chain","staged_unlock","peel_grammar;multi_region;staged_unlock;peel_visible","","clean","nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1","c5hole_lowchoice_v1_h01r_37_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_37_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_37_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","1","22","30","0.989","64","10.2","21","0.495","0.297","0.094","3","6","True","B","flow or late-campaign only","3.78","7","6","4","3","0.206","0.072","2","R","right-edge inward / starts around right side","3","0.893","0.159","0.476","6","5","0.99","3","2.609","0.453","0.993","0.426","0.607","0.525","0.448","LocalEasy","Style=PressureHard | Score=22250 | TargetInitial=4 | OpeningRatio=0.047 | Straightness=0.495 | EarlyChoices=20.5/42 | LocalRun=5 | Jump=7.4 | NearRate=0.55 | Peel style=PressureHard seed=808784920 fill=653/660(0.989) chains=64 remaining=7 rejectedShort=0 failedPeels=1"
"TraceOrderKeep","2.719","True","True","True","True","True","True","","56","42","56","Campaign500NormalFullV1:h01r","","6","5","v05","156","Main/Level_Main_56","normal","Peak","StrictMixedChoiceClamp","strict_mixed_choice","choice_clamp_chain_hf1","Peak","Pressure","0","22","30","0.733","S_Peak","96","86","106","734","13","72","","dense","PSG_Normal_dense_VeryHard_Pressure","nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1","dense_weave","unknown_variant","rectangle_peel","curve_chain","woven_medium","short_patchwork;edge_headed;dense_weave_chain","staged_unlock","peel_grammar;multi_region;wide_front;staged_unlock;sweep_pressure","same_axis_watch;same_dir_watch","watch","nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1","c5hole_lowchoice_v1_h01r_42_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_42_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_42_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","1","22","30","0.995","74","8.88","21","0.499","0.324","0.095","2","7","True","B","flow or late-campaign only","5.39","8","6","3","3","0.176","0.063","1","R","right-edge inward / starts around right side","3","0.906","0.175","0.438","8","6","0.99","3","3.919","0.108","0.99","0.486","0.542","0.472","0.276","LocalEasy","Style=PressureHard | Score=20413 | TargetInitial=5 | OpeningRatio=0.027 | Straightness=0.499 | EarlyChoices=23.7/52 | LocalRun=6 | Jump=6.4 | NearRate=0.58 | Peel style=PressureHard seed=801709388 fill=657/660(0.995) chains=74 remaining=3 rejectedShort=0 failedPeels=1"
"TraceOrderKeep","2.607","True","False","False","True","True","True","directionalRisk>0.34;localPatchRun>7;nearOuterRun>6","56","47","56","Campaign500NormalFullV1:h01r","","6","4","v04","156","Main/Level_Main_56","normal","Peak","StrictMixedPeak","strict_mixed_dependency","strict_peak_chain_hf1","Peak","Pressure","0","22","30","0.733","S_Peak","96","86","106","734","13","92","","dense","PSG_Normal_dense_VeryHard_Pressure","nutation_strict_mixed_peak_v1_rect_s06_o056_v04_strictmixedpeak_strict_peak_chain_hf1","dense_weave","unknown_variant","rectangle_peel","curve_chain","woven_medium","woven_medium;dense_weave_chain","single_axis_sweep","peel_grammar;multi_region;wide_front;peel_visible;sweep_pressure","directional_sweep;local_patch_run;near_outer_patch;same_axis_watch;same_dir_watch","high_risk","nutation_strict_mixed_peak_v1_rect_s06_o056_v04_strictmixedpeak_strict_peak_chain_hf1","c5hole_lowchoice_v1_h01r_47_nutation_strict_mixed_peak_v1_rect_s06_o056_v04_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_47_nutation_strict_mixed_peak_v1_rect_s06_o056_v04_strictmixedpeak_strict_peak_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_47_nutation_strict_mixed_peak_v1_rect_s06_o056_v04_strictmixedpeak_strict_peak_chain_hf1.asset","1","22","30","0.988","70","9.31","21","0.521","0.271","0.029","2","2","True","B","flow or late-campaign only","4.59","9","8","8","4","0.423","0.089","2","L","left-edge inward / starts around left side","3","0.853","0.239","0.406","7","7","0.991","4","3.657","0.229","0.988","0.485","0.647","0.544","0.229","LocalEasy","Style=PressureHard | Score=12592 | TargetInitial=5 | OpeningRatio=0.029 | Straightness=0.521 | EarlyChoices=22.4/38 | LocalRun=6 | Jump=5.7 | NearRate=0.65 | Peel style=PressureHard seed=2141534537 fill=652/660(0.988) chains=70 remaining=8 rejectedShort=0 failedPeels=1"
"TraceOrderKeep","2.575","True","False","False","True","True","True","localPatchRun>7","56","46","56","Campaign500NormalFullV1:h01r","","6","3","v03","156","Main/Level_Main_56","normal","Peak","StrictMixedPeak","strict_mixed_dependency","strict_peak_chain_hf1","Peak","Pressure","0","22","30","0.733","S_Peak","96","86","106","734","13","92","","dense","PSG_Normal_dense_VeryHard_Pressure","nutation_strict_mixed_peak_v1_rect_s06_o056_v03_strictmixedpeak_strict_peak_chain_hf1","dense_weave","unknown_variant","rectangle_peel","curve_chain","woven_medium","short_patchwork;edge_headed;dense_weave_chain","flow_spread","peel_grammar;multi_region;axis_drift;wide_front;stable_front;peel_visible;sweep_pressure","choice_peak_watch;broad_choice_curve;directional_sweep_watch;local_patch_run;same_axis_watch;same_dir_watch","high_risk","nutation_strict_mixed_peak_v1_rect_s06_o056_v03_strictmixedpeak_strict_peak_chain_hf1","c5hole_lowchoice_v1_h01r_46_nutation_strict_mixed_peak_v1_rect_s06_o056_v03_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_46_nutation_strict_mixed_peak_v1_rect_s06_o056_v03_strictmixedpeak_strict_peak_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_46_nutation_strict_mixed_peak_v1_rect_s06_o056_v03_strictmixedpeak_strict_peak_chain_hf1.asset","1","22","30","0.976","76","8.47","21","0.476","0.368","0.092","5","7","True","B","flow or late-campaign only","7.32","11","8","2","5","0.243","0.07","2","L","left-edge inward / starts around left side","3","0.863","0.197","0.48","8","6","0.992","4","4.908","0.026","0.991","0.493","0.549","0.521","0.326","LocalEasy","Style=PressureHard | Score=-1064 | TargetInitial=5 | OpeningRatio=0.066 | Straightness=0.476 | EarlyChoices=25.1/61 | LocalRun=5 | Jump=7.1 | NearRate=0.58 | Peel style=PressureHard seed=-2141816984 fill=644/660(0.976) chains=76 remaining=16 rejectedShort=0 failedPeels=1 | FlipGate=ops=1 initial=5->5 edgeHeads=8->7 earlyChoices=23.9/61 localRun=4 jump=7.8 near=0.55 targetInitial=3"
"VisualKeep","2.088","True","True","True","True","False","False","solveTraceQuality<0.82;solveTraceCollapseRisk>0.28;sameAxisRun>9;sameDirRun>8","56","41","56","Campaign500NormalFullV1:h01r","","6","4","v04","156","Main/Level_Main_56","normal","Peak","StrictMixedChoiceClamp","strict_mixed_choice","choice_clamp_chain_hf1","Peak","Pressure","0","22","30","0.733","S_Peak","96","86","106","734","13","72","","dense","PSG_Normal_dense_VeryHard_Pressure","nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1","dense_weave","unknown_variant","rectangle_peel","curve_chain","woven_medium","woven_medium;edge_headed;dense_weave_chain","local_collapse","peel_grammar;multi_region;staged_unlock;sweep_pressure;collapse_risk","solve_collapse;same_axis_run;same_dir_run","high_risk","nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1","c5hole_lowchoice_v1_h01r_41_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_41_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_41_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","1","22","30","0.982","66","9.82","21","0.547","0.258","0.091","3","6","True","A","usable process curve","5.02","9","4","3","6","0.079","0.083","1","R","right-edge inward / starts around right side","4","0.788","0.378","0.354","11","11","0.989","4","3.227","0.303","0.986","0.508","0.524","0.46","0.208","LocalEasy","Style=PressureHard | Score=16477 | TargetInitial=5 | OpeningRatio=0.045 | Straightness=0.547 | EarlyChoices=26.9/50 | LocalRun=7 | Jump=6.9 | NearRate=0.61 | Peel style=PressureHard seed=817514259 fill=648/660(0.982) chains=66 remaining=12 rejectedShort=0 failedPeels=1"
"VisualKeep","2.021","True","True","True","True","False","False","solveTraceQuality<0.82","56","39","56","Campaign500NormalFullV1:h01r","","6","2","v02","156","Main/Level_Main_56","normal","Peak","StrictMixedChoiceClamp","strict_mixed_choice","choice_clamp_chain_hf1","Peak","Pressure","0","22","30","0.733","S_Peak","96","86","106","734","13","72","","dense","PSG_Normal_dense_VeryHard_Pressure","nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1","dense_weave","unknown_variant","rectangle_peel","curve_chain","woven_medium","short_patchwork;woven_medium;edge_headed;dense_weave_chain","flow_spread","peel_grammar;multi_region;wide_front;stable_front;sweep_pressure","choice_peak_watch;collapse_watch;same_axis_watch;same_dir_watch","watch","nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1","c5hole_lowchoice_v1_h01r_39_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_39_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_39_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","1","22","30","0.983","67","9.69","21","0.491","0.328","0.104","4","7","True","B","flow or late-campaign only","5.87","10","6","3","3","0.199","0.099","1","L","left-edge inward / starts around left side","3","0.797","0.263","0.379","8","7","0.982","5","4.194","0.03","0.983","0.492","0.635","0.571","0.262","LocalEasy","Style=PressureHard | Score=18290 | TargetInitial=5 | OpeningRatio=0.060 | Straightness=0.491 | EarlyChoices=23.5/38 | LocalRun=7 | Jump=6.2 | NearRate=0.65 | Peel style=PressureHard seed=828701846 fill=649/660(0.983) chains=67 remaining=11 rejectedShort=0 failedPeels=1 | FlipGate=ops=1 initial=4->4 edgeHeads=8->7 earlyChoices=23.5/38 localRun=7 jump=6.2 near=0.65 targetInitial=3"
"Reject","0.569","False","False","False","True","False","False","tier=Drop;maxChoices>11","56","38","56","Campaign500NormalFullV1:h01r","","6","1","v01","156","Main/Level_Main_56","normal","Peak","StrictMixedChoiceClamp","strict_mixed_choice","choice_clamp_chain_hf1","Peak","Pressure","0","22","30","0.733","S_Peak","96","86","106","734","13","72","","dense","PSG_Normal_dense_VeryHard_Pressure","nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1","dense_weave","unknown_variant","rectangle_peel","curve_chain","woven_medium","short_patchwork;woven_medium;edge_headed;dense_weave_chain","single_axis_sweep","peel_grammar;multi_region;wide_front;sweep_pressure","process_reject;high_choices;broad_choice_curve;solve_collapse;same_axis_watch;same_dir_run","high_risk","nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1","c5hole_lowchoice_v1_h01r_38_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_38_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_38_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","1","22","30","0.991","67","9.76","21","0.452","0.299","0.119","3","8","True","Drop","p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","6.27","13","5","4","4","0.157","0.051","1","R","right-edge inward / starts around right side","3","0.843","0.334","0.455","9","9","0.992","4","4.254","0.239","0.993","0.484","0.562","0.5","0.369","LocalEasy","Style=PressureHard | Score=16589 | TargetInitial=5 | OpeningRatio=0.045 | Straightness=0.452 | EarlyChoices=24.8/46 | LocalRun=4 | Jump=6.5 | NearRate=0.58 | Peel style=PressureHard seed=807223193 fill=654/660(0.991) chains=67 remaining=6 rejectedShort=0 failedPeels=1"
"Reject","0.554","False","False","False","True","False","False","tier=Drop;maxChoices>11","56","45","56","Campaign500NormalFullV1:h01r","","6","2","v02","156","Main/Level_Main_56","normal","Peak","StrictMixedPeak","strict_mixed_dependency","strict_peak_chain_hf1","Peak","Pressure","0","22","30","0.733","S_Peak","96","86","106","734","13","92","","dense","PSG_Normal_dense_VeryHard_Pressure","nutation_strict_mixed_peak_v1_rect_s06_o056_v02_strictmixedpeak_strict_peak_chain_hf1","dense_weave","unknown_variant","rectangle_peel","curve_chain","woven_medium","short_patchwork;dense_weave_chain","single_axis_sweep","peel_grammar;multi_region;wide_front;peel_visible;sweep_pressure","process_reject;high_choices;broad_choice_curve;near_outer_watch;same_axis_run","high_risk","nutation_strict_mixed_peak_v1_rect_s06_o056_v02_strictmixedpeak_strict_peak_chain_hf1","c5hole_lowchoice_v1_h01r_45_nutation_strict_mixed_peak_v1_rect_s06_o056_v02_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_45_nutation_strict_mixed_peak_v1_rect_s06_o056_v02_strictmixedpeak_strict_peak_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_45_nutation_strict_mixed_peak_v1_rect_s06_o056_v02_strictmixedpeak_strict_peak_chain_hf1.asset","1","22","30","0.986","73","8.92","21","0.501","0.37","0.041","1","3","True","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","7.36","13","5","5","6","0.187","0.053","2","L","left-edge inward / starts around left side","3","0.874","0.215","0.375","17","5","0.983","3","4.205","0.233","0.983","0.458","0.708","0.583","0.2","LocalEasy","Style=PressureHard | Score=-5298 | TargetInitial=5 | OpeningRatio=0.014 | Straightness=0.501 | EarlyChoices=31.8/64 | LocalRun=5 | Jump=6.4 | NearRate=0.65 | Peel style=PressureHard seed=-2138998445 fill=651/660(0.986) chains=73 remaining=9 rejectedShort=0 failedPeels=1"
"Reject","0.525","False","False","False","True","True","False","maxChoices>11","56","44","56","Campaign500NormalFullV1:h01r","","6","1","v01","156","Main/Level_Main_56","normal","Peak","StrictMixedPeak","strict_mixed_dependency","strict_peak_chain_hf1","Peak","Pressure","0","22","30","0.733","S_Peak","96","86","106","734","13","92","","dense","PSG_Normal_dense_VeryHard_Pressure","nutation_strict_mixed_peak_v1_rect_s06_o056_v01_strictmixedpeak_strict_peak_chain_hf1","dense_weave","unknown_variant","rectangle_peel","curve_chain","woven_medium","short_patchwork;edge_headed;dense_weave_chain","flow_spread","peel_grammar;multi_region;wide_front;peel_visible;sweep_pressure","process_reject;high_choices;broad_choice_curve;directional_sweep_watch;near_outer_watch;same_axis_watch;same_dir_watch","high_risk","nutation_strict_mixed_peak_v1_rect_s06_o056_v01_strictmixedpeak_strict_peak_chain_hf1","c5hole_lowchoice_v1_h01r_44_nutation_strict_mixed_peak_v1_rect_s06_o056_v01_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_44_nutation_strict_mixed_peak_v1_rect_s06_o056_v01_strictmixedpeak_strict_peak_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_44_nutation_strict_mixed_peak_v1_rect_s06_o056_v01_strictmixedpeak_strict_peak_chain_hf1.asset","1","22","30","0.983","79","8.22","21","0.509","0.392","0.101","3","8","True","B","flow or late-campaign only","7.04","12","6","6","5","0.266","0.067","2","L","left-edge inward / starts around left side","2","0.87","0.193","0.423","7","6","0.987","4","4.797","0.114","0.982","0.539","0.605","0.513","0.278","LocalEasy","Style=PressureHard | Score=1856 | TargetInitial=6 | OpeningRatio=0.051 | Straightness=0.509 | EarlyChoices=25.4/56 | LocalRun=7 | Jump=7.1 | NearRate=0.61 | Peel style=PressureHard seed=-2138902860 fill=649/660(0.983) chains=79 remaining=11 rejectedShort=0 failedPeels=1 | FlipGate=ops=1 initial=4->3 edgeHeads=9->8 earlyChoices=25.8/58 localRun=7 jump=7.5 near=0.65 targetInitial=3"
"Reject","0.51","False","False","False","True","False","False","tier=Drop;maxChoices>11","56","43","56","Campaign500NormalFullV1:h01r","","6","0","v00","156","Main/Level_Main_56","normal","Peak","StrictMixedPeak","strict_mixed_dependency","strict_peak_chain_hf1","Peak","Pressure","0","22","30","0.733","S_Peak","96","86","106","734","13","92","","dense","PSG_Normal_dense_VeryHard_Pressure","nutation_strict_mixed_peak_v1_rect_s06_o056_v00_strictmixedpeak_strict_peak_chain_hf1","dense_weave","unknown_variant","rectangle_peel","curve_chain","woven_medium","short_patchwork;dense_weave_chain","local_collapse","peel_grammar;multi_region;wide_front;staged_unlock;sweep_pressure;collapse_risk","process_reject;high_choices;directional_sweep_watch;near_outer_watch;solve_collapse;same_axis_watch;same_dir_run","high_risk","nutation_strict_mixed_peak_v1_rect_s06_o056_v00_strictmixedpeak_strict_peak_chain_hf1","c5hole_lowchoice_v1_h01r_43_nutation_strict_mixed_peak_v1_rect_s06_o056_v00_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_43_nutation_strict_mixed_peak_v1_rect_s06_o056_v00_strictmixedpeak_strict_peak_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_43_nutation_strict_mixed_peak_v1_rect_s06_o056_v00_strictmixedpeak_strict_peak_chain_hf1.asset","1","22","30","0.989","73","8.95","21","0.475","0.329","0.055","1","4","True","Drop","p80 choices high; choice peak high; local patch solve run; near-outer patch solve run; local window burst","5.56","13","6","5","3","0.259","0.109","1","R","right-edge inward / starts around right side","3","0.779","0.38","0.375","9","9","0.991","5","4.027","0.315","0.991","0.514","0.583","0.472","0.176","LocalEasy","Style=PressureHard | Score=4655 | TargetInitial=5 | OpeningRatio=0.014 | Straightness=0.475 | EarlyChoices=23.6/53 | LocalRun=9 | Jump=5.6 | NearRate=0.71 | Peel style=PressureHard seed=-2135979592 fill=653/660(0.989) chains=73 remaining=7 rejectedShort=0 failedPeels=1"
