"strict","score","order","section10","levelId","path","source","solved","sourceCoverage","maxChoices","localPatchSolveRunMax","nearOuterPatchSolveRunMax","solveTraceQualityScore","solveTraceCollapseRiskScore","solveSameAxisRunMax","solveSameDirHeadRunMax"
"True","7450.9","56","6","c5hole_lowchoice_v1_h01r_37_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_37_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h01r_order56_shortroot1_trace_joined.csv","True","0.989","7","6","4","0.893","0.159","6","5"
"True","7357.5","56","6","c5hole_lowchoice_v1_h01r_42_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_42_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h01r_order56_shortroot1_trace_joined.csv","True","0.995","8","6","3","0.906","0.175","8","6"
"False","6358.7","56","6","c5hole_lowchoice_v1_h01r_46_nutation_strict_mixed_peak_v1_rect_s06_o056_v03_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_46_nutation_strict_mixed_peak_v1_rect_s06_o056_v03_strictmixedpeak_strict_peak_chain_hf1.asset","c5hole_lowchoice_v1_h01r_order56_shortroot1_trace_joined.csv","True","0.976","11","8","2","0.863","0.197","8","6"
"False","6249.3","56","6","c5hole_lowchoice_v1_h01r_44_nutation_strict_mixed_peak_v1_rect_s06_o056_v01_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_44_nutation_strict_mixed_peak_v1_rect_s06_o056_v01_strictmixedpeak_strict_peak_chain_hf1.asset","c5hole_lowchoice_v1_h01r_order56_shortroot1_trace_joined.csv","True","0.983","12","6","6","0.87","0.193","7","6"
"False","6097.9","56","6","c5hole_lowchoice_v1_h01r_47_nutation_strict_mixed_peak_v1_rect_s06_o056_v04_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_47_nutation_strict_mixed_peak_v1_rect_s06_o056_v04_strictmixedpeak_strict_peak_chain_hf1.asset","c5hole_lowchoice_v1_h01r_order56_shortroot1_trace_joined.csv","True","0.988","9","8","8","0.853","0.239","7","7"
"False","5851.3","56","6","c5hole_lowchoice_v1_h01r_39_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_39_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h01r_order56_shortroot1_trace_joined.csv","True","0.983","10","6","3","0.797","0.263","8","7"
"False","5837.5","56","6","c5hole_lowchoice_v1_h01r_45_nutation_strict_mixed_peak_v1_rect_s06_o056_v02_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_45_nutation_strict_mixed_peak_v1_rect_s06_o056_v02_strictmixedpeak_strict_peak_chain_hf1.asset","c5hole_lowchoice_v1_h01r_order56_shortroot1_trace_joined.csv","True","0.986","13","5","5","0.874","0.215","17","5"
"False","5715.4","56","6","c5hole_lowchoice_v1_h01r_38_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_38_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h01r_order56_shortroot1_trace_joined.csv","True","0.991","13","5","4","0.843","0.334","9","9"
"False","5646.8","56","6","c5hole_lowchoice_v1_h01r_41_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_41_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h01r_order56_shortroot1_trace_joined.csv","True","0.982","9","4","3","0.788","0.378","11","11"
"False","5223.6","56","6","c5hole_lowchoice_v1_h01r_48_nutation_strict_mixed_peak_v1_rect_s06_o056_v05_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_48_nutation_strict_mixed_peak_v1_rect_s06_o056_v05_strictmixedpeak_strict_peak_chain_hf1.asset","c5hole_lowchoice_v1_h01r_order56_shortroot1_trace_joined.csv","True","0.989","12","7","4","0.796","0.306","10","8"
"False","5157.2","56","6","c5hole_lowchoice_v1_h01r_40_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v03_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_40_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v03_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h01r_order56_shortroot1_trace_joined.csv","True","0.983","12","5","4","0.786","0.362","10","10"
"False","4872","56","6","c5hole_lowchoice_v1_h01r_43_nutation_strict_mixed_peak_v1_rect_s06_o056_v00_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_43_nutation_strict_mixed_peak_v1_rect_s06_o056_v00_strictmixedpeak_strict_peak_chain_hf1.asset","c5hole_lowchoice_v1_h01r_order56_shortroot1_trace_joined.csv","True","0.989","13","6","5","0.779","0.38","9","9"
