"selected","levelId","path","source","order","section10","variantIndex","variantLabel","productionLane","productionChainLanguage","productionDifficultyBand","coverage","chains","portableOpeners","status"
"1","c5hole_lowchoice_v1_h01r_01_nutation_strict_mixed_choiceclamp_v1_rect_s03_o025_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_01_nutation_strict_mixed_choiceclamp_v1_rect_s03_o025_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h01r","25","3","0","v00","StrictMixedChoiceClamp","choice_clamp_chain_hf1","Hard","0.985","72","3","Style=PressureHard | Score=24252 | TargetInitial=5 | OpeningRatio=0.056 | Straightness=0.477 | EarlyChoices=25.4/60 | LocalRun=5 | Jump=10.5 | NearRate=0.48 | Peel style=PressureHard seed=704873083 fill=702/713(0.985) chains=72 remaining=11 rejectedShort=0 failedPeels=1 | FlipGate=ops=1 initial=4->3 edgeHeads=7->6 earlyChoices=24.3/60 localRun=7 jump=8.6 near=0.61 targetInitial=3"
"1","c5hole_lowchoice_v1_h01r_02_nutation_strict_mixed_choiceclamp_v1_rect_s03_o025_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_02_nutation_strict_mixed_choiceclamp_v1_rect_s03_o025_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h01r","25","3","1","v01","StrictMixedChoiceClamp","choice_clamp_chain_hf1","Hard","0.979","76","3","Style=PressureHard | Score=25434 | TargetInitial=5 | OpeningRatio=0.039 | Straightness=0.447 | EarlyChoices=23.4/50 | LocalRun=4 | Jump=7.4 | NearRate=0.58 | Peel style=PressureHard seed=716507210 fill=698/713(0.979) chains=76 remaining=15 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h01r_03_nutation_strict_mixed_choiceclamp_v1_rect_s03_o025_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_03_nutation_strict_mixed_choiceclamp_v1_rect_s03_o025_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h01r","25","3","2","v02","StrictMixedChoiceClamp","choice_clamp_chain_hf1","Hard","0.979","71","1","Style=PressureHard | Score=25513 | TargetInitial=5 | OpeningRatio=0.014 | Straightness=0.504 | EarlyChoices=27.3/58 | LocalRun=5 | Jump=7.3 | NearRate=0.61 | Peel style=PressureHard seed=731806852 fill=698/713(0.979) chains=71 remaining=15 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h01r_04_nutation_strict_mixed_choiceclamp_v1_rect_s03_o025_v03_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_04_nutation_strict_mixed_choiceclamp_v1_rect_s03_o025_v03_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h01r","25","3","3","v03","StrictMixedChoiceClamp","choice_clamp_chain_hf1","Hard","0.989","71","3","Style=PressureHard | Score=32993 | TargetInitial=5 | OpeningRatio=0.042 | Straightness=0.476 | EarlyChoices=22.7/49 | LocalRun=6 | Jump=9.5 | NearRate=0.52 | Peel style=PressureHard seed=706262184 fill=705/713(0.989) chains=71 remaining=8 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h01r_05_nutation_strict_mixed_choiceclamp_v1_rect_s03_o025_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_05_nutation_strict_mixed_choiceclamp_v1_rect_s03_o025_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h01r","25","3","4","v04","StrictMixedChoiceClamp","choice_clamp_chain_hf1","Hard","0.993","75","3","Style=PressureHard | Score=22117 | TargetInitial=5 | OpeningRatio=0.040 | Straightness=0.518 | EarlyChoices=23.3/58 | LocalRun=6 | Jump=6.3 | NearRate=0.71 | Peel style=PressureHard seed=716011189 fill=708/713(0.993) chains=75 remaining=5 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h01r_06_nutation_strict_mixed_choiceclamp_v1_rect_s03_o025_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_06_nutation_strict_mixed_choiceclamp_v1_rect_s03_o025_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h01r","25","3","5","v05","StrictMixedChoiceClamp","choice_clamp_chain_hf1","Hard","0.994","71","1","Style=PressureHard | Score=20532 | TargetInitial=5 | OpeningRatio=0.014 | Straightness=0.506 | EarlyChoices=29.8/54 | LocalRun=8 | Jump=6.7 | NearRate=0.65 | Peel style=PressureHard seed=700729963 fill=709/713(0.994) chains=71 remaining=4 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h01r_07_nutation_strict_mixed_hard_v1_rect_s03_o025_v00_strictmixedhard_strict_hard_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_07_nutation_strict_mixed_hard_v1_rect_s03_o025_v00_strictmixedhard_strict_hard_chain_hf1.asset","c5hole_lowchoice_v1_h01r","25","3","0","v00","StrictMixedHard","strict_hard_chain_hf1","Hard","0.985","77","2","Style=PressureHard | Score=19665 | TargetInitial=5 | OpeningRatio=0.026 | Straightness=0.445 | EarlyChoices=23.2/60 | LocalRun=6 | Jump=6.7 | NearRate=0.61 | Peel style=PressureHard seed=1138819597 fill=702/713(0.985) chains=77 remaining=11 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h01r_08_nutation_strict_mixed_hard_v1_rect_s03_o025_v01_strictmixedhard_strict_hard_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_08_nutation_strict_mixed_hard_v1_rect_s03_o025_v01_strictmixedhard_strict_hard_chain_hf1.asset","c5hole_lowchoice_v1_h01r","25","3","1","v01","StrictMixedHard","strict_hard_chain_hf1","Hard","0.982","77","3","Style=PressureHard | Score=12092 | TargetInitial=5 | OpeningRatio=0.039 | Straightness=0.485 | EarlyChoices=23.9/58 | LocalRun=6 | Jump=9.1 | NearRate=0.58 | Peel style=PressureHard seed=1158622586 fill=700/713(0.982) chains=77 remaining=13 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h01r_09_nutation_strict_mixed_hard_v1_rect_s03_o025_v02_strictmixedhard_strict_hard_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_09_nutation_strict_mixed_hard_v1_rect_s03_o025_v02_strictmixedhard_strict_hard_chain_hf1.asset","c5hole_lowchoice_v1_h01r","25","3","2","v02","StrictMixedHard","strict_hard_chain_hf1","Hard","0.992","78","4","Style=PressureHard | Score=24547 | TargetInitial=5 | OpeningRatio=0.064 | Straightness=0.425 | EarlyChoices=25.3/52 | LocalRun=6 | Jump=11.6 | NearRate=0.58 | Peel style=PressureHard seed=1139990032 fill=707/713(0.992) chains=78 remaining=6 rejectedShort=0 failedPeels=1 | FlipGate=ops=1 initial=5->4 edgeHeads=6->5 earlyChoices=24.6/52 localRun=6 jump=10.8 near=0.61 targetInitial=3"
"1","c5hole_lowchoice_v1_h01r_10_nutation_strict_mixed_hard_v1_rect_s03_o025_v03_strictmixedhard_strict_hard_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_10_nutation_strict_mixed_hard_v1_rect_s03_o025_v03_strictmixedhard_strict_hard_chain_hf1.asset","c5hole_lowchoice_v1_h01r","25","3","3","v03","StrictMixedHard","strict_hard_chain_hf1","Hard","0.989","77","2","Style=PressureHard | Score=18586 | TargetInitial=5 | OpeningRatio=0.026 | Straightness=0.506 | EarlyChoices=24.5/62 | LocalRun=6 | Jump=7.2 | NearRate=0.58 | Peel style=PressureHard seed=1167752425 fill=705/713(0.989) chains=77 remaining=8 rejectedShort=0 failedPeels=1"
