"selected","levelId","path","source","order","section10","variantIndex","variantLabel","productionLane","productionChainLanguage","productionDifficultyBand","coverage","chains","portableOpeners","status"
"1","c5hole_lowchoice_v1_h02r_01_nutation_strict_mixed_choiceclamp_v1_rect_s07_o070_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_01_nutation_strict_mixed_choiceclamp_v1_rect_s07_o070_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h02r_order70","70","7","0","v00","StrictMixedChoiceClamp","choice_clamp_chain_hf1","Hard","0.993","69","2","Style=PressureHard | Score=29527 | TargetInitial=5 | OpeningRatio=0.029 | Straightness=0.500 | EarlyChoices=26.3/46 | LocalRun=5 | Jump=8.9 | NearRate=0.52 | Peel style=PressureHard seed=1845584496 fill=708/713(0.993) chains=69 remaining=5 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h02r_02_nutation_strict_mixed_choiceclamp_v1_rect_s07_o070_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_02_nutation_strict_mixed_choiceclamp_v1_rect_s07_o070_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h02r_order70","70","7","1","v01","StrictMixedChoiceClamp","choice_clamp_chain_hf1","Hard","0.979","72","3","Style=PressureHard | Score=23006 | TargetInitial=5 | OpeningRatio=0.042 | Straightness=0.532 | EarlyChoices=22.2/54 | LocalRun=5 | Jump=7.4 | NearRate=0.55 | Peel style=PressureHard seed=1818887745 fill=698/713(0.979) chains=72 remaining=15 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h02r_03_nutation_strict_mixed_choiceclamp_v1_rect_s07_o070_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_03_nutation_strict_mixed_choiceclamp_v1_rect_s07_o070_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h02r_order70","70","7","2","v02","StrictMixedChoiceClamp","choice_clamp_chain_hf1","Hard","0.986","76","2","Style=PressureHard | Score=18501 | TargetInitial=5 | OpeningRatio=0.026 | Straightness=0.494 | EarlyChoices=26.8/62 | LocalRun=6 | Jump=7.1 | NearRate=0.58 | Peel style=PressureHard seed=1820048908 fill=703/713(0.986) chains=76 remaining=10 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h02r_04_nutation_strict_mixed_choiceclamp_v1_rect_s07_o070_v03_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_04_nutation_strict_mixed_choiceclamp_v1_rect_s07_o070_v03_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h02r_order70","70","7","3","v03","StrictMixedChoiceClamp","choice_clamp_chain_hf1","Hard","0.980","74","2","Style=PressureHard | Score=23685 | TargetInitial=5 | OpeningRatio=0.027 | Straightness=0.499 | EarlyChoices=23.0/39 | LocalRun=11 | Jump=6.6 | NearRate=0.65 | Peel style=PressureHard seed=1843203161 fill=699/713(0.980) chains=74 remaining=14 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h02r_05_nutation_strict_mixed_choiceclamp_v1_rect_s07_o070_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_05_nutation_strict_mixed_choiceclamp_v1_rect_s07_o070_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h02r_order70","70","7","4","v04","StrictMixedChoiceClamp","choice_clamp_chain_hf1","Hard","0.978","74","3","Style=PressureHard | Score=20060 | TargetInitial=5 | OpeningRatio=0.041 | Straightness=0.479 | EarlyChoices=24.5/69 | LocalRun=6 | Jump=6.3 | NearRate=0.71 | Peel style=PressureHard seed=1837661668 fill=697/713(0.978) chains=74 remaining=16 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h02r_06_nutation_strict_mixed_choiceclamp_v1_rect_s07_o070_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_06_nutation_strict_mixed_choiceclamp_v1_rect_s07_o070_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h02r_order70","70","7","5","v05","StrictMixedChoiceClamp","choice_clamp_chain_hf1","Hard","0.986","74","3","Style=PressureHard | Score=18514 | TargetInitial=5 | OpeningRatio=0.041 | Straightness=0.485 | EarlyChoices=24.6/62 | LocalRun=7 | Jump=7.1 | NearRate=0.61 | Peel style=PressureHard seed=1836623522 fill=703/713(0.986) chains=74 remaining=10 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h02r_07_nutation_strict_mixed_hard_v1_rect_s07_o070_v00_strictmixedhard_strict_hard_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_07_nutation_strict_mixed_hard_v1_rect_s07_o070_v00_strictmixedhard_strict_hard_chain_hf1.asset","c5hole_lowchoice_v1_h02r_order70","70","7","0","v00","StrictMixedHard","strict_hard_chain_hf1","Hard","0.980","74","3","Style=PressureHard | Score=17521 | TargetInitial=5 | OpeningRatio=0.054 | Straightness=0.465 | EarlyChoices=23.7/49 | LocalRun=5 | Jump=6.8 | NearRate=0.61 | Peel style=PressureHard seed=1361373445 fill=699/713(0.980) chains=74 remaining=14 rejectedShort=0 failedPeels=1 | FlipGate=ops=1 initial=4->3 edgeHeads=6->5 earlyChoices=23.9/50 localRun=5 jump=7.1 near=0.58 targetInitial=3"
"1","c5hole_lowchoice_v1_h02r_08_nutation_strict_mixed_hard_v1_rect_s07_o070_v01_strictmixedhard_strict_hard_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_08_nutation_strict_mixed_hard_v1_rect_s07_o070_v01_strictmixedhard_strict_hard_chain_hf1.asset","c5hole_lowchoice_v1_h02r_order70","70","7","1","v01","StrictMixedHard","strict_hard_chain_hf1","Hard","0.978","73","2","Style=PressureHard | Score=17375 | TargetInitial=5 | OpeningRatio=0.027 | Straightness=0.466 | EarlyChoices=23.9/48 | LocalRun=7 | Jump=6.8 | NearRate=0.65 | Peel style=PressureHard seed=1376149378 fill=697/713(0.978) chains=73 remaining=16 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h02r_09_nutation_strict_mixed_hard_v1_rect_s07_o070_v02_strictmixedhard_strict_hard_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_09_nutation_strict_mixed_hard_v1_rect_s07_o070_v02_strictmixedhard_strict_hard_chain_hf1.asset","c5hole_lowchoice_v1_h02r_order70","70","7","2","v02","StrictMixedHard","strict_hard_chain_hf1","Hard","0.989","77","4","Style=PressureHard | Score=14910 | TargetInitial=5 | OpeningRatio=0.052 | Straightness=0.481 | EarlyChoices=26.2/72 | LocalRun=3 | Jump=9.7 | NearRate=0.45 | Peel style=PressureHard seed=1397418509 fill=705/713(0.989) chains=77 remaining=8 rejectedShort=0 failedPeels=1 | FlipGate=ops=1 initial=4->4 edgeHeads=7->6 earlyChoices=26.2/72 localRun=3 jump=9.7 near=0.45 targetInitial=3"
"1","c5hole_lowchoice_v1_h02r_10_nutation_strict_mixed_hard_v1_rect_s07_o070_v03_strictmixedhard_strict_hard_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_10_nutation_strict_mixed_hard_v1_rect_s07_o070_v03_strictmixedhard_strict_hard_chain_hf1.asset","c5hole_lowchoice_v1_h02r_order70","70","7","3","v03","StrictMixedHard","strict_hard_chain_hf1","Hard","0.980","73","2","Style=PressureHard | Score=15869 | TargetInitial=5 | OpeningRatio=0.027 | Straightness=0.477 | EarlyChoices=22.3/60 | LocalRun=7 | Jump=7.7 | NearRate=0.68 | Peel style=PressureHard seed=1372711609 fill=699/713(0.980) chains=73 remaining=14 rejectedShort=0 failedPeels=1"
