"rankClass","psgRankScore","processKeep","visualPass","keepCandidate","stsMetricPresent","stsPass","stsKeepCandidate","rejectReasons","slot","sourceIndex","order","sourceBatch","sourceReport","section10","variantIndex","variantLabel","mainMissionId","levelName","category","roleInSection","productionLane","productionStyleFamily","productionChainLanguage","productionDifficultyBand","experienceRole","reviewOnly","plannedWidth","plannedHeight","plannedAspect","plannedCanvasBand","plannedTargetChains","targetChainsMin","targetChainsMax","referenceArrowTiles","referenceMaxChainLength","actualTargetChains","mode","styleHint","profileHint","type","styleFamily","generatorVariant","generatorGrammar","chainLanguage","chainLanguageDetail","chainTags","flowLanguage","flowTags","riskTags","styleRiskBand","specId","levelId","assetPath","path","selected","width","height","sourceCoverage","chains","sourceAvgChain","sourceMaxChain","sourceStraightness","sourceShortChainRate","sourceEdgeHeadRate","sourceOpeners","sourceEdgeHeads","solved","processTier","processTierReason","avgChoices","maxChoices","localPatchRun","nearOuterRun","dependencyFollowRun","directionalRisk","stripeRisk","edgeInwardSweepRun","edgeInwardSweepSide","startSideHint","solveVectorRun","solveTraceQualityScore","solveTraceCollapseRiskScore","solveAxisDriftRate","solveSameAxisRunMax","solveSameDirHeadRunMax","solveRegionEntropy","solveRegionCollapseRunMax","solveFrontWidthAvg","solveFrontWidthNarrowRate","dependencyRegionEntropy","dependencyLocalSameRegionRate","dependencySameAxisHeadRate","dependencySameDirHeadRate","dependencyBraidScore","hardStructureV3Class","sourceStatus"
"TraceOrderKeep","2.744","True","True","True","True","True","True","","148","48","148","Campaign500NormalFullV1:h03r","","15","5","v05","248","Main/Level_Main_148","normal","Hard","StrictMixedHard","strict_mixed_dependency","strict_hard_chain_hf1","Hard","Pressure","0","23","31","0.742","M_PeelMid","111","100","122","851","18","84","","section","PSG_Normal_section_Hard_Pressure","nutation_strict_mixed_hard_v1_rect_s15_o148_v05_strictmixedhard_strict_hard_chain_hf1","section_unlock","unknown_variant","rectangle_peel","curve_chain","short_patchwork","short_patchwork;woven_medium;edge_headed","flow_spread","peel_grammar;multi_region;axis_drift;wide_front;stable_front;peel_visible;sweep_pressure","same_axis_watch;same_dir_watch","watch","nutation_strict_mixed_hard_v1_rect_s15_o148_v05_strictmixedhard_strict_hard_chain_hf1","c5hole_lowchoice_v1_h03r_48_nutation_strict_mixed_hard_v1_rect_s15_o148_v05_strictmixedhard_strict_hard_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_48_nutation_strict_mixed_hard_v1_rect_s15_o148_v05_strictmixedhard_strict_hard_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_48_nutation_strict_mixed_hard_v1_rect_s15_o148_v05_strictmixedhard_strict_hard_chain_hf1.asset","1","23","31","0.979","76","9.18","21","0.458","0.303","0.105","5","8","True","B","flow or late-campaign only","5.41","8","4","4","4","0.109","0.063","2","B","bottom-edge inward / starts around bottom side","3","0.86","0.219","0.48","7","7","0.996","4","3.618","0.092","0.995","0.437","0.549","0.493","0.341","LocalEasy","Style=PressureHard | Score=17120 | TargetInitial=5 | OpeningRatio=0.066 | Straightness=0.458 | EarlyChoices=25.0/54 | LocalRun=5 | Jump=9.8 | NearRate=0.58 | Peel style=PressureHard seed=620570718 fill=698/713(0.979) chains=76 remaining=15 rejectedShort=0 failedPeels=1 | FlipGate=ops=1 initial=5->5 edgeHeads=9->8 earlyChoices=24.9/54 localRun=5 jump=10.2 near=0.55 targetInitial=3"
"TraceOrderKeep","2.715","True","True","True","True","True","True","","148","38","148","Campaign500NormalFullV1:h03r","","15","1","v01","248","Main/Level_Main_148","normal","Hard","StrictMixedChoiceClamp","strict_mixed_choice","choice_clamp_chain_hf1","Hard","Pressure","0","23","31","0.742","M_PeelMid","111","100","122","851","18","72","","section","PSG_Normal_section_Hard_Pressure","nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1","section_unlock","unknown_variant","rectangle_peel","curve_chain","outer_edge_chain","woven_medium;edge_headed","flow_spread","peel_grammar;multi_region;wide_front;stable_front","","clean","nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1","c5hole_lowchoice_v1_h03r_38_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_38_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_38_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","1","23","31","0.99","74","9.54","20","0.48","0.257","0.081","4","6","True","B","flow or late-campaign only","5.77","9","5","4","3","0.157","0.06","1","T","top-edge inward / starts around top side","2","0.888","0.144","0.425","6","5","0.981","4","4.149","0.095","0.976","0.457","0.557","0.5","0.311","LocalEasy","Style=PressureHard | Score=20379 | TargetInitial=5 | OpeningRatio=0.068 | Straightness=0.480 | EarlyChoices=29.3/49 | LocalRun=6 | Jump=8.7 | NearRate=0.61 | Peel style=PressureHard seed=1075525802 fill=706/713(0.990) chains=74 remaining=7 rejectedShort=0 failedPeels=1 | FlipGate=ops=2 initial=5->4 edgeHeads=8->6 earlyChoices=28.8/48 localRun=6 jump=8.6 near=0.65 targetInitial=3"
"TraceOrderKeep","2.678","True","True","True","True","True","True","","148","41","148","Campaign500NormalFullV1:h03r","","15","4","v04","248","Main/Level_Main_148","normal","Hard","StrictMixedChoiceClamp","strict_mixed_choice","choice_clamp_chain_hf1","Hard","Pressure","0","23","31","0.742","M_PeelMid","111","100","122","851","18","72","","section","PSG_Normal_section_Hard_Pressure","nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1","section_unlock","unknown_variant","rectangle_peel","curve_chain","short_patchwork","short_patchwork;woven_medium;edge_headed","staged_unlock","peel_grammar;multi_region;staged_unlock;peel_visible","choice_peak_watch","watch","nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1","c5hole_lowchoice_v1_h03r_41_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_41_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_41_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","1","23","31","0.982","70","10","21","0.459","0.3","0.129","3","9","True","B","flow or late-campaign only","5.41","11","6","2","4","0.169","0.062","2","R","right-edge inward / starts around right side","2","0.843","0.173","0.391","6","4","0.997","5","3.214","0.286","0.996","0.537","0.478","0.418","0.338","LocalEasy","Style=PressureHard | Score=21843 | TargetInitial=5 | OpeningRatio=0.043 | Straightness=0.459 | EarlyChoices=20.1/50 | LocalRun=9 | Jump=6.9 | NearRate=0.65 | Peel style=PressureHard seed=1088330172 fill=700/713(0.982) chains=70 remaining=13 rejectedShort=0 failedPeels=1"
"VisualKeep","2.043","True","True","True","True","False","False","solveTraceCollapseRisk>0.28;sameAxisRun>9;sameDirRun>8","148","46","148","Campaign500NormalFullV1:h03r","","15","3","v03","248","Main/Level_Main_148","normal","Hard","StrictMixedHard","strict_mixed_dependency","strict_hard_chain_hf1","Hard","Pressure","0","23","31","0.742","M_PeelMid","111","100","122","851","18","84","","section","PSG_Normal_section_Hard_Pressure","nutation_strict_mixed_hard_v1_rect_s15_o148_v03_strictmixedhard_strict_hard_chain_hf1","section_unlock","unknown_variant","rectangle_peel","patch_chain","short_patchwork","short_patchwork;edge_headed","single_axis_sweep","peel_grammar;multi_region;wide_front;staged_unlock;peel_visible;sweep_pressure","choice_peak_watch;stripe_watch;solve_collapse;same_axis_run;same_dir_run","high_risk","nutation_strict_mixed_hard_v1_rect_s15_o148_v03_strictmixedhard_strict_hard_chain_hf1","c5hole_lowchoice_v1_h03r_46_nutation_strict_mixed_hard_v1_rect_s15_o148_v03_strictmixedhard_strict_hard_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_46_nutation_strict_mixed_hard_v1_rect_s15_o148_v03_strictmixedhard_strict_hard_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_46_nutation_strict_mixed_hard_v1_rect_s15_o148_v03_strictmixedhard_strict_hard_chain_hf1.asset","1","23","31","0.985","81","8.67","21","0.476","0.358","0.123","3","10","True","B","flow or late-campaign only","5.12","10","5","3","4","0.127","0.12","1","T","top-edge inward / starts around top side","2","0.865","0.321","0.425","13","13","0.997","3","4.099","0.148","0.996","0.526","0.615","0.538","0.345","LocalEasy","Style=PressureHard | Score=19378 | TargetInitial=6 | OpeningRatio=0.037 | Straightness=0.476 | EarlyChoices=24.6/52 | LocalRun=5 | Jump=7.8 | NearRate=0.58 | Peel style=PressureHard seed=645268474 fill=702/713(0.985) chains=81 remaining=11 rejectedShort=0 failedPeels=1"
"VisualKeep","1.993","True","True","True","True","False","False","solveTraceQuality<0.82;solveTraceCollapseRisk>0.28;sameAxisRun>9;sameDirRun>8","148","40","148","Campaign500NormalFullV1:h03r","","15","3","v03","248","Main/Level_Main_148","normal","Hard","StrictMixedChoiceClamp","strict_mixed_choice","choice_clamp_chain_hf1","Hard","Pressure","0","23","31","0.742","M_PeelMid","111","100","122","851","18","72","","section","PSG_Normal_section_Hard_Pressure","nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v03_strictmixedchoiceclamp_choice_clamp_chain_hf1","section_unlock","unknown_variant","rectangle_peel","curve_chain","short_patchwork","short_patchwork;woven_medium;edge_headed","local_collapse","peel_grammar;multi_region;staged_unlock;peel_visible;sweep_pressure;collapse_risk","choice_peak_watch;near_outer_watch;solve_collapse;same_axis_run;same_dir_run;dependency_local_watch","high_risk","nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v03_strictmixedchoiceclamp_choice_clamp_chain_hf1","c5hole_lowchoice_v1_h03r_40_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v03_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_40_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v03_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_40_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v03_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","1","23","31","0.982","76","9.21","21","0.471","0.303","0.105","1","8","True","B","flow or late-campaign only","5.2","10","5","5","5","0.187","0.089","2","T","top-edge inward / starts around top side","4","0.806","0.378","0.4","14","14","0.988","4","3.224","0.303","0.988","0.573","0.64","0.493","0.198","LocalEasy","Style=PressureHard | Score=21878 | TargetInitial=5 | OpeningRatio=0.013 | Straightness=0.471 | EarlyChoices=22.3/51 | LocalRun=7 | Jump=5.5 | NearRate=0.68 | Peel style=PressureHard seed=1071040743 fill=700/713(0.982) chains=76 remaining=13 rejectedShort=0 failedPeels=1"
"VisualKeep","1.984","True","True","True","True","False","False","solveTraceQuality<0.82;solveTraceCollapseRisk>0.28;sameAxisRun>9;sameDirRun>8","148","47","148","Campaign500NormalFullV1:h03r","","15","4","v04","248","Main/Level_Main_148","normal","Hard","StrictMixedHard","strict_mixed_dependency","strict_hard_chain_hf1","Hard","Pressure","0","23","31","0.742","M_PeelMid","111","100","122","851","18","84","","section","PSG_Normal_section_Hard_Pressure","nutation_strict_mixed_hard_v1_rect_s15_o148_v04_strictmixedhard_strict_hard_chain_hf1","section_unlock","unknown_variant","rectangle_peel","curve_chain","short_patchwork","short_patchwork;woven_medium;edge_headed","single_axis_sweep","peel_grammar;multi_region;wide_front;stable_front;staged_unlock;peel_visible;sweep_pressure","choice_peak_watch;broad_choice_curve;solve_collapse;same_axis_run;same_dir_run","high_risk","nutation_strict_mixed_hard_v1_rect_s15_o148_v04_strictmixedhard_strict_hard_chain_hf1","c5hole_lowchoice_v1_h03r_47_nutation_strict_mixed_hard_v1_rect_s15_o148_v04_strictmixedhard_strict_hard_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_47_nutation_strict_mixed_hard_v1_rect_s15_o148_v04_strictmixedhard_strict_hard_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_47_nutation_strict_mixed_hard_v1_rect_s15_o148_v04_strictmixedhard_strict_hard_chain_hf1.asset","1","23","31","0.986","78","9.01","20","0.442","0.295","0.09","3","7","True","B","flow or late-campaign only","6.18","11","6","3","5","0.176","0.027","2","T","top-edge inward / starts around top side","4","0.814","0.321","0.39","10","10","0.995","4","4.692","0.026","0.997","0.533","0.613","0.507","0.32","LocalEasy","Style=PressureHard | Score=14886 | TargetInitial=5 | OpeningRatio=0.064 | Straightness=0.442 | EarlyChoices=28.4/61 | LocalRun=5 | Jump=7.5 | NearRate=0.58 | Peel style=PressureHard seed=635537821 fill=703/713(0.986) chains=78 remaining=10 rejectedShort=0 failedPeels=1 | FlipGate=ops=2 initial=5->3 edgeHeads=8->7 earlyChoices=26.3/54 localRun=5 jump=7.5 near=0.61 targetInitial=3"
"VisualKeep","1.885","True","True","True","True","False","False","solveTraceQuality<0.82;solveTraceCollapseRisk>0.28;sameAxisRun>9;sameDirRun>8","148","45","148","Campaign500NormalFullV1:h03r","","15","2","v02","248","Main/Level_Main_148","normal","Hard","StrictMixedHard","strict_mixed_dependency","strict_hard_chain_hf1","Hard","Pressure","0","23","31","0.742","M_PeelMid","111","100","122","851","18","84","","section","PSG_Normal_section_Hard_Pressure","nutation_strict_mixed_hard_v1_rect_s15_o148_v02_strictmixedhard_strict_hard_chain_hf1","section_unlock","unknown_variant","rectangle_peel","curve_chain","short_patchwork","short_patchwork;woven_medium;edge_headed","local_collapse","peel_grammar;multi_region;staged_unlock;peel_visible;sweep_pressure;collapse_risk","choice_peak_watch;directional_sweep_watch;stripe_watch;local_patch_watch;near_outer_watch;solve_collapse;same_axis_run;same_dir_run","high_risk","nutation_strict_mixed_hard_v1_rect_s15_o148_v02_strictmixedhard_strict_hard_chain_hf1","c5hole_lowchoice_v1_h03r_45_nutation_strict_mixed_hard_v1_rect_s15_o148_v02_strictmixedhard_strict_hard_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_45_nutation_strict_mixed_hard_v1_rect_s15_o148_v02_strictmixedhard_strict_hard_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_45_nutation_strict_mixed_hard_v1_rect_s15_o148_v02_strictmixedhard_strict_hard_chain_hf1.asset","1","23","31","0.989","75","9.4","21","0.501","0.32","0.107","1","8","True","B","flow or late-campaign only","5.73","11","7","5","4","0.284","0.174","1","L","left-edge inward / starts around left side","3","0.795","0.378","0.351","18","15","0.994","4","3.413","0.307","0.994","0.5","0.541","0.459","0.415","LocalEasy","Style=PressureHard | Score=14315 | TargetInitial=5 | OpeningRatio=0.013 | Straightness=0.501 | EarlyChoices=26.3/58 | LocalRun=4 | Jump=8.1 | NearRate=0.48 | Peel style=PressureHard seed=627979045 fill=705/713(0.989) chains=75 remaining=8 rejectedShort=0 failedPeels=1"
"ProcessKeep","1.251","True","False","False","True","False","False","solveTraceQuality<0.82;sameAxisRun>9","148","39","148","Campaign500NormalFullV1:h03r","","15","2","v02","248","Main/Level_Main_148","normal","Hard","StrictMixedChoiceClamp","strict_mixed_choice","choice_clamp_chain_hf1","Hard","Pressure","0","23","31","0.742","M_PeelMid","111","100","122","851","18","72","","section","PSG_Normal_section_Hard_Pressure","nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1","section_unlock","unknown_variant","rectangle_peel","curve_chain","short_patchwork","short_patchwork;woven_medium;edge_headed","local_collapse","peel_grammar;multi_region;wide_front;staged_unlock;peel_visible;sweep_pressure;collapse_risk","directional_sweep;stripe_watch;local_patch_run;near_outer_watch;collapse_watch;same_axis_run;same_dir_watch","high_risk","nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1","c5hole_lowchoice_v1_h03r_39_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_39_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_39_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","1","23","31","0.985","75","9.36","20","0.493","0.293","0.093","1","7","True","B","flow or late-campaign only","5.29","9","9","6","4","0.435","0.148","2","L","left-edge inward / starts around left side","3","0.785","0.279","0.351","10","6","0.994","5","4.12","0.12","0.994","0.514","0.622","0.541","0.178","LocalEasy","Style=PressureHard | Score=30127 | TargetInitial=5 | OpeningRatio=0.013 | Straightness=0.493 | EarlyChoices=20.8/45 | LocalRun=5 | Jump=6.2 | NearRate=0.61 | Peel style=PressureHard seed=1076268049 fill=702/713(0.985) chains=75 remaining=11 rejectedShort=0 failedPeels=1"
"Reject","0.643","False","False","False","True","True","False","maxChoices>11","148","44","148","Campaign500NormalFullV1:h03r","","15","1","v01","248","Main/Level_Main_148","normal","Hard","StrictMixedHard","strict_mixed_dependency","strict_hard_chain_hf1","Hard","Pressure","0","23","31","0.742","M_PeelMid","111","100","122","851","18","84","","section","PSG_Normal_section_Hard_Pressure","nutation_strict_mixed_hard_v1_rect_s15_o148_v01_strictmixedhard_strict_hard_chain_hf1","section_unlock","unknown_variant","rectangle_peel","curve_chain","short_patchwork","short_patchwork;woven_medium;edge_headed","staged_unlock","peel_grammar;multi_region;axis_drift;wide_front;staged_unlock;peel_visible;sweep_pressure","process_reject;high_choices;same_axis_watch","high_risk","nutation_strict_mixed_hard_v1_rect_s15_o148_v01_strictmixedhard_strict_hard_chain_hf1","c5hole_lowchoice_v1_h03r_44_nutation_strict_mixed_hard_v1_rect_s15_o148_v01_strictmixedhard_strict_hard_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_44_nutation_strict_mixed_hard_v1_rect_s15_o148_v01_strictmixedhard_strict_hard_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_44_nutation_strict_mixed_hard_v1_rect_s15_o148_v01_strictmixedhard_strict_hard_chain_hf1.asset","1","23","31","0.979","75","9.31","21","0.465","0.36","0.107","4","8","True","B","flow or late-campaign only","5.33","12","5","4","6","0.157","0.059","2","L","left-edge inward / starts around left side","3","0.857","0.173","0.541","7","5","0.992","4","4.027","0.187","0.986","0.521","0.493","0.437","0.342","LocalEasy","Style=PressureHard | Score=14599 | TargetInitial=5 | OpeningRatio=0.053 | Straightness=0.465 | EarlyChoices=24.5/51 | LocalRun=5 | Jump=6.4 | NearRate=0.65 | Peel style=PressureHard seed=623676012 fill=698/713(0.979) chains=75 remaining=15 rejectedShort=0 failedPeels=1"
"Reject","0.518","False","False","False","True","False","False","maxChoices>11","148","42","148","Campaign500NormalFullV1:h03r","","15","5","v05","248","Main/Level_Main_148","normal","Hard","StrictMixedChoiceClamp","strict_mixed_choice","choice_clamp_chain_hf1","Hard","Pressure","0","23","31","0.742","M_PeelMid","111","100","122","851","18","72","","section","PSG_Normal_section_Hard_Pressure","nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1","section_unlock","unknown_variant","rectangle_peel","curve_chain","short_patchwork","short_patchwork;woven_medium;edge_headed","local_collapse","peel_grammar;multi_region;wide_front;staged_unlock;peel_visible;sweep_pressure;collapse_risk","process_reject;high_choices;directional_sweep_watch;near_outer_watch;solve_collapse;same_axis_run;same_dir_run;dependency_local_watch","high_risk","nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1","c5hole_lowchoice_v1_h03r_42_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_42_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_42_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","1","23","31","0.979","75","9.31","21","0.487","0.333","0.08","1","6","True","B","flow or late-campaign only","5.96","12","6","5","4","0.236","0.054","2","T","top-edge inward / starts around top side","3","0.837","0.365","0.446","11","11","0.995","4","4.24","0.213","0.996","0.595","0.5","0.459","0.163","LocalEasy","Style=PressureHard | Score=18093 | TargetInitial=5 | OpeningRatio=0.013 | Straightness=0.487 | EarlyChoices=26.2/60 | LocalRun=7 | Jump=7.3 | NearRate=0.68 | Peel style=PressureHard seed=1065822581 fill=698/713(0.979) chains=75 remaining=15 rejectedShort=0 failedPeels=1"
