"strict","score","order","section10","levelId","path","source","solved","sourceCoverage","maxChoices","localPatchSolveRunMax","nearOuterPatchSolveRunMax","solveTraceQualityScore","solveTraceCollapseRiskScore","solveSameAxisRunMax","solveSameDirHeadRunMax"
"False","6920.5","105","11","c5hole_lowchoice_v1_h02r_47_nutation_strict_mixed_localbreak_v1_rect_s11_o105_v04_strictmixedlocalbreak_local_break_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_47_nutation_strict_mixed_localbreak_v1_rect_s11_o105_v04_strictmixedlocalbreak_local_break_chain_hf1.asset","c5hole_lowchoice_v1_h02r_order105_shortroot1_trace_joined.csv","True","0.985","12","5","4","0.892","0.105","6","4"
"True","6600.4","105","11","c5hole_lowchoice_v1_h02r_38_nutation_strict_mixed_axisbreak_v1_rect_s11_o105_v01_strictmixedaxisbreak_axis_break_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_38_nutation_strict_mixed_axisbreak_v1_rect_s11_o105_v01_strictmixedaxisbreak_axis_break_chain_hf1.asset","c5hole_lowchoice_v1_h02r_order105_shortroot1_trace_joined.csv","True","0.983","10","6","4","0.87","0.214","8","6"
"False","6442","105","11","c5hole_lowchoice_v1_h02r_43_nutation_strict_mixed_localbreak_v1_rect_s11_o105_v00_strictmixedlocalbreak_local_break_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_43_nutation_strict_mixed_localbreak_v1_rect_s11_o105_v00_strictmixedlocalbreak_local_break_chain_hf1.asset","c5hole_lowchoice_v1_h02r_order105_shortroot1_trace_joined.csv","True","0.987","13","5","4","0.885","0.2","7","7"
"True","6402.1","105","11","c5hole_lowchoice_v1_h02r_48_nutation_strict_mixed_localbreak_v1_rect_s11_o105_v05_strictmixedlocalbreak_local_break_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_48_nutation_strict_mixed_localbreak_v1_rect_s11_o105_v05_strictmixedlocalbreak_local_break_chain_hf1.asset","c5hole_lowchoice_v1_h02r_order105_shortroot1_trace_joined.csv","True","0.976","11","7","3","0.881","0.271","8","8"
"True","6305.2","105","11","c5hole_lowchoice_v1_h02r_39_nutation_strict_mixed_axisbreak_v1_rect_s11_o105_v02_strictmixedaxisbreak_axis_break_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_39_nutation_strict_mixed_axisbreak_v1_rect_s11_o105_v02_strictmixedaxisbreak_axis_break_chain_hf1.asset","c5hole_lowchoice_v1_h02r_order105_shortroot1_trace_joined.csv","True","0.983","10","6","3","0.836","0.242","8","6"
"True","6150.4","105","11","c5hole_lowchoice_v1_h02r_41_nutation_strict_mixed_axisbreak_v1_rect_s11_o105_v04_strictmixedaxisbreak_axis_break_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_41_nutation_strict_mixed_axisbreak_v1_rect_s11_o105_v04_strictmixedaxisbreak_axis_break_chain_hf1.asset","c5hole_lowchoice_v1_h02r_order105_shortroot1_trace_joined.csv","True","0.993","10","5","5","0.826","0.264","7","7"
"False","6111.5","105","11","c5hole_lowchoice_v1_h02r_37_nutation_strict_mixed_axisbreak_v1_rect_s11_o105_v00_strictmixedaxisbreak_axis_break_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_37_nutation_strict_mixed_axisbreak_v1_rect_s11_o105_v00_strictmixedaxisbreak_axis_break_chain_hf1.asset","c5hole_lowchoice_v1_h02r_order105_shortroot1_trace_joined.csv","True","0.994","10","5","5","0.856","0.325","10","10"
"False","6029.1","105","11","c5hole_lowchoice_v1_h02r_42_nutation_strict_mixed_axisbreak_v1_rect_s11_o105_v05_strictmixedaxisbreak_axis_break_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_42_nutation_strict_mixed_axisbreak_v1_rect_s11_o105_v05_strictmixedaxisbreak_axis_break_chain_hf1.asset","c5hole_lowchoice_v1_h02r_order105_shortroot1_trace_joined.csv","True","0.987","8","6","3","0.783","0.281","7","7"
"False","5930.3","105","11","c5hole_lowchoice_v1_h02r_45_nutation_strict_mixed_localbreak_v1_rect_s11_o105_v02_strictmixedlocalbreak_local_break_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_45_nutation_strict_mixed_localbreak_v1_rect_s11_o105_v02_strictmixedlocalbreak_local_break_chain_hf1.asset","c5hole_lowchoice_v1_h02r_order105_shortroot1_trace_joined.csv","True","0.992","10","8","8","0.838","0.213","6","6"
"False","5740.8","105","11","c5hole_lowchoice_v1_h02r_46_nutation_strict_mixed_localbreak_v1_rect_s11_o105_v03_strictmixedlocalbreak_local_break_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_46_nutation_strict_mixed_localbreak_v1_rect_s11_o105_v03_strictmixedlocalbreak_local_break_chain_hf1.asset","c5hole_lowchoice_v1_h02r_order105_shortroot1_trace_joined.csv","True","0.986","12","5","3","0.815","0.328","8","8"
