"strict","score","order","section10","levelId","path","source","solved","sourceCoverage","maxChoices","localPatchSolveRunMax","nearOuterPatchSolveRunMax","solveTraceQualityScore","solveTraceCollapseRiskScore","solveSameAxisRunMax","solveSameDirHeadRunMax"
"True","7225.4","148","15","c5hole_lowchoice_v1_h03r_38_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_38_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h03r_order148_shortroot1_trace_joined.csv","True","0.99","9","5","4","0.888","0.144","6","5"
"True","6956.9","148","15","c5hole_lowchoice_v1_h03r_48_nutation_strict_mixed_hard_v1_rect_s15_o148_v05_strictmixedhard_strict_hard_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_48_nutation_strict_mixed_hard_v1_rect_s15_o148_v05_strictmixedhard_strict_hard_chain_hf1.asset","c5hole_lowchoice_v1_h03r_order148_shortroot1_trace_joined.csv","True","0.979","8","4","4","0.86","0.219","7","7"
"True","6556.3","148","15","c5hole_lowchoice_v1_h03r_41_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_41_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h03r_order148_shortroot1_trace_joined.csv","True","0.982","11","6","2","0.843","0.173","6","4"
"False","6408.3","148","15","c5hole_lowchoice_v1_h03r_44_nutation_strict_mixed_hard_v1_rect_s15_o148_v01_strictmixedhard_strict_hard_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_44_nutation_strict_mixed_hard_v1_rect_s15_o148_v01_strictmixedhard_strict_hard_chain_hf1.asset","c5hole_lowchoice_v1_h03r_order148_shortroot1_trace_joined.csv","True","0.979","12","5","4","0.857","0.173","7","5"
"False","6051.1","148","15","c5hole_lowchoice_v1_h03r_46_nutation_strict_mixed_hard_v1_rect_s15_o148_v03_strictmixedhard_strict_hard_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_46_nutation_strict_mixed_hard_v1_rect_s15_o148_v03_strictmixedhard_strict_hard_chain_hf1.asset","c5hole_lowchoice_v1_h03r_order148_shortroot1_trace_joined.csv","True","0.985","10","5","3","0.865","0.321","13","13"
"False","5597.1","148","15","c5hole_lowchoice_v1_h03r_47_nutation_strict_mixed_hard_v1_rect_s15_o148_v04_strictmixedhard_strict_hard_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_47_nutation_strict_mixed_hard_v1_rect_s15_o148_v04_strictmixedhard_strict_hard_chain_hf1.asset","c5hole_lowchoice_v1_h03r_order148_shortroot1_trace_joined.csv","True","0.986","11","6","3","0.814","0.321","10","10"
"False","5405.5","148","15","c5hole_lowchoice_v1_h03r_42_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_42_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h03r_order148_shortroot1_trace_joined.csv","True","0.979","12","6","5","0.837","0.365","11","11"
"False","5323.9","148","15","c5hole_lowchoice_v1_h03r_39_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_39_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h03r_order148_shortroot1_trace_joined.csv","True","0.985","9","9","6","0.785","0.279","10","6"
"False","5284.9","148","15","c5hole_lowchoice_v1_h03r_43_nutation_strict_mixed_hard_v1_rect_s15_o148_v00_strictmixedhard_strict_hard_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_43_nutation_strict_mixed_hard_v1_rect_s15_o148_v00_strictmixedhard_strict_hard_chain_hf1.asset","c5hole_lowchoice_v1_h03r_order148_shortroot1_trace_joined.csv","True","0.98","16","7","7","0.836","0.189","6","5"
"False","5171.8","148","15","c5hole_lowchoice_v1_h03r_40_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v03_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_40_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v03_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h03r_order148_shortroot1_trace_joined.csv","True","0.982","10","5","5","0.806","0.378","14","14"
