"strict","score","order","section10","levelId","path","source","solved","sourceCoverage","maxChoices","localPatchSolveRunMax","nearOuterPatchSolveRunMax","solveTraceQualityScore","solveTraceCollapseRiskScore","solveSameAxisRunMax","solveSameDirHeadRunMax"
"True","7690.6","89","9","c5hole_lowchoice_v1_h02r_34_nutation_strict_mixed_peak_v1_rect_s09_o089_v03_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_34_nutation_strict_mixed_peak_v1_rect_s09_o089_v03_strictmixedpeak_strict_peak_chain_hf1.asset","c5hole_lowchoice_v1_h02r_order89_shortroot1_trace_joined.csv","True","0.989","9","6","3","0.926","0.076","6","4"
"True","7050.9","89","9","c5hole_lowchoice_v1_h02r_36_nutation_strict_mixed_peak_v1_rect_s09_o089_v05_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_36_nutation_strict_mixed_peak_v1_rect_s09_o089_v05_strictmixedpeak_strict_peak_chain_hf1.asset","c5hole_lowchoice_v1_h02r_order89_shortroot1_trace_joined.csv","True","0.992","9","4","4","0.869","0.179","6","6"
"True","6476.3","89","9","c5hole_lowchoice_v1_h02r_33_nutation_strict_mixed_peak_v1_rect_s09_o089_v02_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_33_nutation_strict_mixed_peak_v1_rect_s09_o089_v02_strictmixedpeak_strict_peak_chain_hf1.asset","c5hole_lowchoice_v1_h02r_order89_shortroot1_trace_joined.csv","True","0.992","9","6","3","0.836","0.223","7","7"
"False","6185.7","89","9","c5hole_lowchoice_v1_h02r_32_nutation_strict_mixed_peak_v1_rect_s09_o089_v01_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_32_nutation_strict_mixed_peak_v1_rect_s09_o089_v01_strictmixedpeak_strict_peak_chain_hf1.asset","c5hole_lowchoice_v1_h02r_order89_shortroot1_trace_joined.csv","True","0.991","9","4","4","0.814","0.317","8","8"
"False","5980.6","89","9","c5hole_lowchoice_v1_h02r_35_nutation_strict_mixed_peak_v1_rect_s09_o089_v04_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_35_nutation_strict_mixed_peak_v1_rect_s09_o089_v04_strictmixedpeak_strict_peak_chain_hf1.asset","c5hole_lowchoice_v1_h02r_order89_shortroot1_trace_joined.csv","True","0.991","11","4","2","0.835","0.306","11","11"
"False","5663.7","89","9","c5hole_lowchoice_v1_h02r_26_nutation_strict_mixed_choiceclamp_v1_rect_s09_o089_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_26_nutation_strict_mixed_choiceclamp_v1_rect_s09_o089_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h02r_order89_shortroot1_trace_joined.csv","True","0.985","11","7","2","0.812","0.307","9","9"
"False","5607.8","89","9","c5hole_lowchoice_v1_h02r_29_nutation_strict_mixed_choiceclamp_v1_rect_s09_o089_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_29_nutation_strict_mixed_choiceclamp_v1_rect_s09_o089_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h02r_order89_shortroot1_trace_joined.csv","True","0.985","11","5","5","0.811","0.308","12","6"
"False","5601.4","89","9","c5hole_lowchoice_v1_h02r_31_nutation_strict_mixed_peak_v1_rect_s09_o089_v00_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_31_nutation_strict_mixed_peak_v1_rect_s09_o089_v00_strictmixedpeak_strict_peak_chain_hf1.asset","c5hole_lowchoice_v1_h02r_order89_shortroot1_trace_joined.csv","True","0.985","11","9","5","0.873","0.304","12","12"
"False","5487.9","89","9","c5hole_lowchoice_v1_h02r_28_nutation_strict_mixed_choiceclamp_v1_rect_s09_o089_v03_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_28_nutation_strict_mixed_choiceclamp_v1_rect_s09_o089_v03_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h02r_order89_shortroot1_trace_joined.csv","True","0.983","9","5","5","0.796","0.389","11","11"
"False","5100.8","89","9","c5hole_lowchoice_v1_h02r_27_nutation_strict_mixed_choiceclamp_v1_rect_s09_o089_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_27_nutation_strict_mixed_choiceclamp_v1_rect_s09_o089_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h02r_order89_shortroot1_trace_joined.csv","True","0.98","8","5","4","0.708","0.388","8","8"
"False","5022.3","89","9","c5hole_lowchoice_v1_h02r_25_nutation_strict_mixed_choiceclamp_v1_rect_s09_o089_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_25_nutation_strict_mixed_choiceclamp_v1_rect_s09_o089_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h02r_order89_shortroot1_trace_joined.csv","True","0.982","11","7","4","0.755","0.333","8","8"
"False","4959.7","89","9","c5hole_lowchoice_v1_h02r_30_nutation_strict_mixed_choiceclamp_v1_rect_s09_o089_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_30_nutation_strict_mixed_choiceclamp_v1_rect_s09_o089_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h02r_order89_shortroot1_trace_joined.csv","True","0.995","14","5","5","0.777","0.317","8","8"
