"strict","score","order","section10","levelId","path","source","solved","sourceCoverage","maxChoices","localPatchSolveRunMax","nearOuterPatchSolveRunMax","solveTraceQualityScore","solveTraceCollapseRiskScore","solveSameAxisRunMax","solveSameDirHeadRunMax"
"False","6363.8","196","20","c5hole_lowchoice_v1_h05r_09_nutation_strict_mixed_peak_v1_rect_s20_o196_v02_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_09_nutation_strict_mixed_peak_v1_rect_s20_o196_v02_strictmixedpeak_strict_peak_chain_hf1.asset","c5hole_lowchoice_v1_h05r_order196_shortroot1_trace_joined.csv","True","0.99","10","3","3","0.849","0.318","10","10"
"True","6159","196","20","c5hole_lowchoice_v1_h05r_05_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_05_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h05r_order196_shortroot1_trace_joined.csv","True","0.982","11","7","3","0.842","0.22","7","7"
"False","6099.2","196","20","c5hole_lowchoice_v1_h05r_03_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_03_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h05r_order196_shortroot1_trace_joined.csv","True","0.98","10","5","4","0.854","0.312","13","8"
"False","6058.3","196","20","c5hole_lowchoice_v1_h05r_07_nutation_strict_mixed_peak_v1_rect_s20_o196_v00_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_07_nutation_strict_mixed_peak_v1_rect_s20_o196_v00_strictmixedpeak_strict_peak_chain_hf1.asset","c5hole_lowchoice_v1_h05r_order196_shortroot1_trace_joined.csv","True","0.988","11","4","4","0.808","0.233","7","6"
"False","5927.6","196","20","c5hole_lowchoice_v1_h05r_01_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_01_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h05r_order196_shortroot1_trace_joined.csv","True","0.991","10","6","6","0.807","0.226","6","6"
"False","5919.8","196","20","c5hole_lowchoice_v1_h05r_10_nutation_strict_mixed_peak_v1_rect_s20_o196_v03_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_10_nutation_strict_mixed_peak_v1_rect_s20_o196_v03_strictmixedpeak_strict_peak_chain_hf1.asset","c5hole_lowchoice_v1_h05r_order196_shortroot1_trace_joined.csv","True","0.986","10","6","3","0.813","0.318","8","8"
"False","5566.1","196","20","c5hole_lowchoice_v1_h05r_11_nutation_strict_mixed_peak_v1_rect_s20_o196_v04_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_11_nutation_strict_mixed_peak_v1_rect_s20_o196_v04_strictmixedpeak_strict_peak_chain_hf1.asset","c5hole_lowchoice_v1_h05r_order196_shortroot1_trace_joined.csv","True","0.982","12","4","3","0.81","0.351","10","10"
"False","5170.1","196","20","c5hole_lowchoice_v1_h05r_08_nutation_strict_mixed_peak_v1_rect_s20_o196_v01_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_08_nutation_strict_mixed_peak_v1_rect_s20_o196_v01_strictmixedpeak_strict_peak_chain_hf1.asset","c5hole_lowchoice_v1_h05r_order196_shortroot1_trace_joined.csv","True","0.991","15","5","4","0.837","0.351","11","11"
"False","5116.6","196","20","c5hole_lowchoice_v1_h05r_06_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_06_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h05r_order196_shortroot1_trace_joined.csv","True","0.983","9","13","7","0.814","0.296","11","6"
"False","5045.6","196","20","c5hole_lowchoice_v1_h05r_04_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v03_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_04_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v03_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h05r_order196_shortroot1_trace_joined.csv","True","0.984","13","6","6","0.818","0.326","11","11"
