"selected","levelId","path","source","order","section10","variantIndex","variantLabel","productionLane","productionChainLanguage","productionDifficultyBand","coverage","chains","portableOpeners","status"
"1","c5hole_lowchoice_v1_h03r_37_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_37_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h03r_order148_shortroot1","148","15","0","v00","StrictMixedChoiceClamp","choice_clamp_chain_hf1","Hard","0.980","73","3","Style=PressureHard | Score=26006 | TargetInitial=5 | OpeningRatio=0.041 | Straightness=0.472 | EarlyChoices=22.2/50 | LocalRun=5 | Jump=9.5 | NearRate=0.55 | Peel style=PressureHard seed=1083790249 fill=699/713(0.980) chains=73 remaining=14 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h03r_38_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_38_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h03r_order148_shortroot1","148","15","1","v01","StrictMixedChoiceClamp","choice_clamp_chain_hf1","Hard","0.990","74","4","Style=PressureHard | Score=20379 | TargetInitial=5 | OpeningRatio=0.068 | Straightness=0.480 | EarlyChoices=29.3/49 | LocalRun=6 | Jump=8.7 | NearRate=0.61 | Peel style=PressureHard seed=1075525802 fill=706/713(0.990) chains=74 remaining=7 rejectedShort=0 failedPeels=1 | FlipGate=ops=2 initial=5->4 edgeHeads=8->6 earlyChoices=28.8/48 localRun=6 jump=8.6 near=0.65 targetInitial=3"
"1","c5hole_lowchoice_v1_h03r_39_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_39_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h03r_order148_shortroot1","148","15","2","v02","StrictMixedChoiceClamp","choice_clamp_chain_hf1","Hard","0.985","75","1","Style=PressureHard | Score=30127 | TargetInitial=5 | OpeningRatio=0.013 | Straightness=0.493 | EarlyChoices=20.8/45 | LocalRun=5 | Jump=6.2 | NearRate=0.61 | Peel style=PressureHard seed=1076268049 fill=702/713(0.985) chains=75 remaining=11 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h03r_40_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v03_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_40_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v03_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h03r_order148_shortroot1","148","15","3","v03","StrictMixedChoiceClamp","choice_clamp_chain_hf1","Hard","0.982","76","1","Style=PressureHard | Score=21878 | TargetInitial=5 | OpeningRatio=0.013 | Straightness=0.471 | EarlyChoices=22.3/51 | LocalRun=7 | Jump=5.5 | NearRate=0.68 | Peel style=PressureHard seed=1071040743 fill=700/713(0.982) chains=76 remaining=13 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h03r_41_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_41_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h03r_order148_shortroot1","148","15","4","v04","StrictMixedChoiceClamp","choice_clamp_chain_hf1","Hard","0.982","70","3","Style=PressureHard | Score=21843 | TargetInitial=5 | OpeningRatio=0.043 | Straightness=0.459 | EarlyChoices=20.1/50 | LocalRun=9 | Jump=6.9 | NearRate=0.65 | Peel style=PressureHard seed=1088330172 fill=700/713(0.982) chains=70 remaining=13 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h03r_42_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_42_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h03r_order148_shortroot1","148","15","5","v05","StrictMixedChoiceClamp","choice_clamp_chain_hf1","Hard","0.979","75","1","Style=PressureHard | Score=18093 | TargetInitial=5 | OpeningRatio=0.013 | Straightness=0.487 | EarlyChoices=26.2/60 | LocalRun=7 | Jump=7.3 | NearRate=0.68 | Peel style=PressureHard seed=1065822581 fill=698/713(0.979) chains=75 remaining=15 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h03r_43_nutation_strict_mixed_hard_v1_rect_s15_o148_v00_strictmixedhard_strict_hard_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_43_nutation_strict_mixed_hard_v1_rect_s15_o148_v00_strictmixedhard_strict_hard_chain_hf1.asset","c5hole_lowchoice_v1_h03r_order148_shortroot1","148","15","0","v00","StrictMixedHard","strict_hard_chain_hf1","Hard","0.980","81","2","Style=PressureHard | Score=17081 | TargetInitial=6 | OpeningRatio=0.025 | Straightness=0.490 | EarlyChoices=20.2/51 | LocalRun=8 | Jump=6.2 | NearRate=0.71 | Peel style=PressureHard seed=644926855 fill=699/713(0.980) chains=81 remaining=14 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h03r_44_nutation_strict_mixed_hard_v1_rect_s15_o148_v01_strictmixedhard_strict_hard_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_44_nutation_strict_mixed_hard_v1_rect_s15_o148_v01_strictmixedhard_strict_hard_chain_hf1.asset","c5hole_lowchoice_v1_h03r_order148_shortroot1","148","15","1","v01","StrictMixedHard","strict_hard_chain_hf1","Hard","0.979","75","4","Style=PressureHard | Score=14599 | TargetInitial=5 | OpeningRatio=0.053 | Straightness=0.465 | EarlyChoices=24.5/51 | LocalRun=5 | Jump=6.4 | NearRate=0.65 | Peel style=PressureHard seed=623676012 fill=698/713(0.979) chains=75 remaining=15 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h03r_45_nutation_strict_mixed_hard_v1_rect_s15_o148_v02_strictmixedhard_strict_hard_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_45_nutation_strict_mixed_hard_v1_rect_s15_o148_v02_strictmixedhard_strict_hard_chain_hf1.asset","c5hole_lowchoice_v1_h03r_order148_shortroot1","148","15","2","v02","StrictMixedHard","strict_hard_chain_hf1","Hard","0.989","75","1","Style=PressureHard | Score=14315 | TargetInitial=5 | OpeningRatio=0.013 | Straightness=0.501 | EarlyChoices=26.3/58 | LocalRun=4 | Jump=8.1 | NearRate=0.48 | Peel style=PressureHard seed=627979045 fill=705/713(0.989) chains=75 remaining=8 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h03r_46_nutation_strict_mixed_hard_v1_rect_s15_o148_v03_strictmixedhard_strict_hard_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_46_nutation_strict_mixed_hard_v1_rect_s15_o148_v03_strictmixedhard_strict_hard_chain_hf1.asset","c5hole_lowchoice_v1_h03r_order148_shortroot1","148","15","3","v03","StrictMixedHard","strict_hard_chain_hf1","Hard","0.985","81","3","Style=PressureHard | Score=19378 | TargetInitial=6 | OpeningRatio=0.037 | Straightness=0.476 | EarlyChoices=24.6/52 | LocalRun=5 | Jump=7.8 | NearRate=0.58 | Peel style=PressureHard seed=645268474 fill=702/713(0.985) chains=81 remaining=11 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h03r_47_nutation_strict_mixed_hard_v1_rect_s15_o148_v04_strictmixedhard_strict_hard_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_47_nutation_strict_mixed_hard_v1_rect_s15_o148_v04_strictmixedhard_strict_hard_chain_hf1.asset","c5hole_lowchoice_v1_h03r_order148_shortroot1","148","15","4","v04","StrictMixedHard","strict_hard_chain_hf1","Hard","0.986","78","3","Style=PressureHard | Score=14886 | TargetInitial=5 | OpeningRatio=0.064 | Straightness=0.442 | EarlyChoices=28.4/61 | LocalRun=5 | Jump=7.5 | NearRate=0.58 | Peel style=PressureHard seed=635537821 fill=703/713(0.986) chains=78 remaining=10 rejectedShort=0 failedPeels=1 | FlipGate=ops=2 initial=5->3 edgeHeads=8->7 earlyChoices=26.3/54 localRun=5 jump=7.5 near=0.61 targetInitial=3"
