"selected","levelId","path","source","coverage","chains","maxChain","order","section10","replacementRole","productionDifficultyBand","plannedWidth","plannedHeight","plannedTargetChains","styleHint","profile","sourceReport","sourceIndex","openers","avgChoices","maxChoices","rhythmScore","rhythmClass","choicePressure","pseudoDepthRisk"
"1","campaign500_normal_full_v1_s39_s50_10_nutation_pressure_peak_v1_rect_s39_o389_v00_pressurepeak_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_10_nutation_pressure_peak_v1_rect_s39_o389_v00_pressurepeak_mixed_chain.asset","Campaign500Missing48RawCandidatesV1","0.988","91","21","389","39","Peak","Peak","26","34","181","lock","PSG_Normal_lock_Extreme_Peak","campaign500_normal_full_v1_report.csv","10","4","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s39_s50_11_nutation_pressure_peak_v1_rect_s39_o389_v01_pressurepeak_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_11_nutation_pressure_peak_v1_rect_s39_o389_v01_pressurepeak_mixed_chain.asset","Campaign500Missing48RawCandidatesV1","0.989","93","21","389","39","Peak","Peak","26","34","181","lock","PSG_Normal_lock_Extreme_Peak","campaign500_normal_full_v1_report.csv","11","3","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s39_s50_12_nutation_pressure_peak_v1_rect_s39_o389_v02_pressurepeak_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_12_nutation_pressure_peak_v1_rect_s39_o389_v02_pressurepeak_mixed_chain.asset","Campaign500Missing48RawCandidatesV1","0.992","91","20","389","39","Peak","Peak","26","34","181","lock","PSG_Normal_lock_Extreme_Peak","campaign500_normal_full_v1_report.csv","12","2","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s39_s50_13_nutation_mixed_neutral_v1_rect_s40_o397_v00_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_13_nutation_mixed_neutral_v1_rect_s40_o397_v00_neutralmixed_mixed_chain.asset","Campaign500Missing48RawCandidatesV1","0.980","69","21","397","40","NormalA_FlowOrNeutral","NormalNeutral","22","30","105","sweep","PSG_Normal_sweep_NormalOrRecovery_Recovery","campaign500_normal_full_v1_report.csv","13","3","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s39_s50_14_nutation_mixed_neutral_v1_rect_s40_o397_v01_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_14_nutation_mixed_neutral_v1_rect_s40_o397_v01_neutralmixed_mixed_chain.asset","Campaign500Missing48RawCandidatesV1","0.992","73","21","397","40","NormalA_FlowOrNeutral","NormalNeutral","22","30","105","sweep","PSG_Normal_sweep_NormalOrRecovery_Recovery","campaign500_normal_full_v1_report.csv","14","3","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s39_s50_15_nutation_mixed_neutral_v1_rect_s40_o397_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_15_nutation_mixed_neutral_v1_rect_s40_o397_v02_neutralmixed_mixed_chain.asset","Campaign500Missing48RawCandidatesV1","0.991","72","21","397","40","NormalA_FlowOrNeutral","NormalNeutral","22","30","105","sweep","PSG_Normal_sweep_NormalOrRecovery_Recovery","campaign500_normal_full_v1_report.csv","15","3","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s39_s50_tail_04_nutation_peel_v2_rect_s41_o407_v00_peelhard_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_04_nutation_peel_v2_rect_s41_o407_v00_peelhard_curve_chain.asset","Campaign500Missing48RawCandidatesV1","0.975","94","21","407","41","Peak","PeakReview","26","34","196","lock","longchain_replacement_peelhard","campaign500_normal_full_v1_report.csv","4","5","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s39_s50_tail_05_nutation_peel_v2_rect_s41_o407_v01_peelhard_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_05_nutation_peel_v2_rect_s41_o407_v01_peelhard_curve_chain.asset","Campaign500Missing48RawCandidatesV1","0.979","97","20","407","41","Peak","PeakReview","26","34","196","lock","longchain_replacement_peelhard","campaign500_normal_full_v1_report.csv","5","8","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s39_s50_tail_06_nutation_peel_v2_rect_s41_o407_v02_peelhard_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_06_nutation_peel_v2_rect_s41_o407_v02_peelhard_curve_chain.asset","Campaign500Missing48RawCandidatesV1","0.975","92","21","407","41","Peak","PeakReview","26","34","196","lock","longchain_replacement_peelhard","campaign500_normal_full_v1_report.csv","6","8","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s39_s50_tail_16_nutation_peel_rail_v1_rect_s42_o419_v00_peelhard_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_16_nutation_peel_rail_v1_rect_s42_o419_v00_peelhard_rail_chain.asset","Campaign500Missing48RawCandidatesV1","0.995","87","20","419","42","Peak","PeakReview","26","34","203","section","longchain_replacement_peelhard","campaign500_normal_full_v1_report.csv","16","11","0","0","0","RawCandidate","Unknown","Unknown"
