"part","order","section10","roleInSection","productionDifficultyBand","levelId","path","sourceReport","sourceIndex","sourceCoverage","chains","maxChain","solved","steps","avgChoices","choiceP80","maxChoices","localPatchSolveRunMax","nearOuterPatchSolveRunMax","solveTraceQualityScore","solveTraceCollapseRiskScore","solveSameAxisRunMax","solveSameDirHeadRunMax","solveRegionEntropy","dependencyRegionEntropy","processTier","processTierReason","tightProcessTier","tightProcessTierReason"
"3","341","35","Hard","Hard","campaign500_normal_full_v1_s27_s38_103_nutation_peel_v2_rect_s35_o341_v00_peelmid_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_103_nutation_peel_v2_rect_s35_o341_v00_peelmid_curve_chain.asset","campaign500_normal_full_v1_report.csv","103","0.967","82","21","True","82","9.3","12","13","8","4","0.763","0.22","5","5","0.992","0.99","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"3","331","34","Hard","Hard","campaign500_normal_full_v1_s27_s38_93_nutation_peel_v2_rect_s34_o331_v02_peelmid_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_93_nutation_peel_v2_rect_s34_o331_v02_peelmid_curve_chain.asset","campaign500_normal_full_v1_report.csv","93","0.976","85","21","True","85","10.59","13","15","7","3","0.773","0.346","12","8","0.995","0.998","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"3","341","35","Hard","Hard","campaign500_normal_full_v1_s27_s38_105_nutation_peel_v2_rect_s35_o341_v02_peelmid_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_105_nutation_peel_v2_rect_s35_o341_v02_peelmid_curve_chain.asset","campaign500_normal_full_v1_report.csv","105","0.975","88","21","True","88","10.38","14","16","5","3","0.803","0.295","8","8","0.99","0.984","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"3","341","35","Hard","Hard","campaign500_normal_full_v1_s27_s38_104_nutation_peel_v2_rect_s35_o341_v01_peelmid_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_104_nutation_peel_v2_rect_s35_o341_v01_peelmid_curve_chain.asset","campaign500_normal_full_v1_report.csv","104","0.985","82","20","True","82","7.85","10","13","5","3","0.828","0.139","4","4","0.995","0.996","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"3","331","34","Hard","Hard","campaign500_normal_full_v1_s27_s38_92_nutation_peel_v2_rect_s34_o331_v01_peelmid_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_92_nutation_peel_v2_rect_s34_o331_v01_peelmid_curve_chain.asset","campaign500_normal_full_v1_report.csv","92","0.976","90","21","True","90","8.06","10","12","6","3","0.855","0.15","5","5","0.993","0.991","Drop","avg choices high; p80 choices high; choice peak high; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"3","326","33","NormalB_NeutralOrPeelLight","NormalNeutral","campaign500_normal_full_v1_s27_s38_77_nutation_mixed_neutral_v1_rect_s33_o326_v01_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_77_nutation_mixed_neutral_v1_rect_s33_o326_v01_neutralmixed_mixed_chain.asset","campaign500_normal_full_v1_report.csv","77","0.994","73","20","True","73","5.63","7","12","4","4","0.788","0.355","10","8","0.99","0.992","B","flow or late-campaign only","Drop","avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"3","326","33","NormalB_NeutralOrPeelLight","NormalNeutral","campaign500_normal_full_v1_s27_s38_76_nutation_mixed_neutral_v1_rect_s33_o326_v00_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_76_nutation_mixed_neutral_v1_rect_s33_o326_v00_neutralmixed_mixed_chain.asset","campaign500_normal_full_v1_report.csv","76","0.983","69","21","True","69","4.22","5","8","6","3","0.786","0.372","11","9","0.992","0.989","B","flow or late-campaign only","B","closest current-pool curve"
"3","331","34","Hard","Hard","campaign500_normal_full_v1_s27_s38_91_nutation_peel_v2_rect_s34_o331_v00_peelmid_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_91_nutation_peel_v2_rect_s34_o331_v00_peelmid_curve_chain.asset","campaign500_normal_full_v1_report.csv","91","0.983","95","20","True","95","12.09","15","20","6","2","0.936","0.081","5","5","0.99","0.99","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; local window burst"
"3","326","33","NormalB_NeutralOrPeelLight","NormalNeutral","campaign500_normal_full_v1_s27_s38_78_nutation_mixed_neutral_v1_rect_s33_o326_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_78_nutation_mixed_neutral_v1_rect_s33_o326_v02_neutralmixed_mixed_chain.asset","campaign500_normal_full_v1_report.csv","78","0.989","72","20","True","72","4.68","6","8","4","4","0.776","0.382","10","10","0.989","0.989","B","flow or late-campaign only","B","closest current-pool curve"
"3","372","38","Hard","Hard","campaign500_normal_full_v1_s27_s38_139_nutation_peel_v2_rect_s38_o372_v00_peelmid_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_139_nutation_peel_v2_rect_s38_o372_v00_peelmid_curve_chain.asset","campaign500_normal_full_v1_report.csv","139","0.978","89","21","True","89","10.75","13","17","5","3","0.826","0.344","13","13","0.987","0.988","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"3","362","37","NormalA_FlowOrNeutral","NormalNeutral","campaign500_normal_full_v1_s27_s38_123_nutation_mixed_neutral_v1_rect_s37_o362_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_123_nutation_mixed_neutral_v1_rect_s37_o362_v02_neutralmixed_mixed_chain.asset","campaign500_normal_full_v1_report.csv","123","0.986","74","21","True","74","6.39","10","11","5","5","0.827","0.358","11","9","0.992","0.991","Drop","p80 choices high; local patch solve run; near-outer patch solve run; local window burst","Drop","avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"3","372","38","Hard","Hard","campaign500_normal_full_v1_s27_s38_141_nutation_peel_v2_rect_s38_o372_v02_peelmid_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_141_nutation_peel_v2_rect_s38_o372_v02_peelmid_curve_chain.asset","campaign500_normal_full_v1_report.csv","141","0.975","92","21","True","92","8.47","11","13","7","5","0.729","0.396","10","8","0.989","0.988","Drop","too many openers; avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"3","372","38","Hard","Hard","campaign500_normal_full_v1_s27_s38_140_nutation_peel_v2_rect_s38_o372_v01_peelmid_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_140_nutation_peel_v2_rect_s38_o372_v01_peelmid_curve_chain.asset","campaign500_normal_full_v1_report.csv","140","0.973","86","21","True","86","10.3","14","16","5","4","0.758","0.374","12","11","0.993","0.993","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"3","362","37","NormalA_FlowOrNeutral","NormalNeutral","campaign500_normal_full_v1_s27_s38_122_nutation_mixed_neutral_v1_rect_s37_o362_v01_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_122_nutation_mixed_neutral_v1_rect_s37_o362_v01_neutralmixed_mixed_chain.asset","campaign500_normal_full_v1_report.csv","122","0.986","71","21","True","71","6.73","10","13","5","3","0.844","0.212","6","6","0.988","0.989","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"3","359","36","Peak","Peak","campaign500_normal_full_v1_s27_s38_119_nutation_pressure_peak_v1_rect_s36_o359_v01_pressurepeak_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_119_nutation_pressure_peak_v1_rect_s36_o359_v01_pressurepeak_mixed_chain.asset","campaign500_normal_full_v1_report.csv","119","0.988","91","21","True","91","8.58","11","13","8","5","0.886","0.171","6","6","0.985","0.981","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"3","359","36","Peak","Peak","campaign500_normal_full_v1_s27_s38_118_nutation_pressure_peak_v1_rect_s36_o359_v00_pressurepeak_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_118_nutation_pressure_peak_v1_rect_s36_o359_v00_pressurepeak_mixed_chain.asset","campaign500_normal_full_v1_report.csv","118","0.986","96","21","True","96","6.69","10","12","7","3","0.882","0.242","8","8","0.996","0.996","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"3","362","37","NormalA_FlowOrNeutral","NormalNeutral","campaign500_normal_full_v1_s27_s38_121_nutation_mixed_neutral_v1_rect_s37_o362_v00_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_121_nutation_mixed_neutral_v1_rect_s37_o362_v00_neutralmixed_mixed_chain.asset","campaign500_normal_full_v1_report.csv","121","0.991","72","21","True","72","5.22","6","8","3","2","0.835","0.264","8","8","0.992","0.991","A","usable process curve","Drop","avg > 4; p80 > 5; max > 7; local window burst"
"3","359","36","Peak","Peak","campaign500_normal_full_v1_s27_s38_120_nutation_pressure_peak_v1_rect_s36_o359_v02_pressurepeak_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_120_nutation_pressure_peak_v1_rect_s36_o359_v02_pressurepeak_mixed_chain.asset","campaign500_normal_full_v1_report.csv","120","0.983","92","21","True","92","7.17","12","13","6","6","0.728","0.338","8","8","0.992","0.992","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local conveyor run; local patch solve run; near-outer patch solve run; local window burst","Drop","avg > 4; p80 > 5; max > 7; over8 too frequent; nearby solve run; local patch solve run; near-outer patch solve run; local window burst"
"3","289","29","Hard","Hard","campaign500_normal_full_v1_s27_s38_31_nutation_peel_v2_rect_s29_o289_v00_peelmid_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_31_nutation_peel_v2_rect_s29_o289_v00_peelmid_curve_chain.asset","campaign500_normal_full_v1_report.csv","31","0.976","71","19","True","71","7.65","10","12","7","3","0.771","0.285","11","6","0.998","0.996","Drop","avg choices high; p80 choices high; choice peak high; local patch solve run; near-outer patch solve run; local window burst","Drop","avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"3","274","28","Hard","Hard","campaign500_normal_full_v1_s27_s38_21_nutation_peel_v2_rect_s28_o274_v02_peelmid_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_21_nutation_peel_v2_rect_s28_o274_v02_peelmid_curve_chain.asset","campaign500_normal_full_v1_report.csv","21","0.972","75","19","True","75","8.39","11","12","5","4","0.851","0.167","6","5","0.995","0.994","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"3","289","29","Hard","Hard","campaign500_normal_full_v1_s27_s38_33_nutation_peel_v2_rect_s29_o289_v02_peelmid_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_33_nutation_peel_v2_rect_s29_o289_v02_peelmid_curve_chain.asset","campaign500_normal_full_v1_report.csv","33","0.966","82","21","True","82","7.39","9","11","3","3","0.875","0.182","7","6","0.993","0.99","B","flow or late-campaign only","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; near-outer patch solve run; local window burst"
"3","289","29","Hard","Hard","campaign500_normal_full_v1_s27_s38_32_nutation_peel_v2_rect_s29_o289_v01_peelmid_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_32_nutation_peel_v2_rect_s29_o289_v01_peelmid_curve_chain.asset","campaign500_normal_full_v1_report.csv","32","0.975","78","21","True","78","10.03","13","15","12","9","0.71","0.446","13","11","0.989","0.985","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local conveyor run; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"3","274","28","Hard","Hard","campaign500_normal_full_v1_s27_s38_20_nutation_peel_v2_rect_s28_o274_v01_peelmid_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_20_nutation_peel_v2_rect_s28_o274_v01_peelmid_curve_chain.asset","campaign500_normal_full_v1_report.csv","20","0.972","74","21","True","74","7.61","9","11","5","5","0.813","0.177","6","4","0.997","0.995","B","flow or late-campaign only","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
