"selected","levelId","path","source","order","section10","variantIndex","variantLabel","productionLane","productionChainLanguage","productionDifficultyBand","coverage","chains","portableOpeners","status"
"1","c5hole_lowchoice_v1_h02r_25_nutation_strict_mixed_choiceclamp_v1_rect_s09_o089_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_25_nutation_strict_mixed_choiceclamp_v1_rect_s09_o089_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h02r_order89_shortroot1","89","9","0","v00","StrictMixedChoiceClamp","choice_clamp_chain_hf1","Peak","0.982","73","5","Style=PressureHard | Score=20984 | TargetInitial=5 | OpeningRatio=0.068 | Straightness=0.486 | EarlyChoices=22.1/46 | LocalRun=7 | Jump=7.4 | NearRate=0.52 | Peel style=PressureHard seed=771559144 fill=648/660(0.982) chains=73 remaining=12 rejectedShort=0 failedPeels=1 | FlipGate=ops=2 initial=5->5 edgeHeads=7->7 earlyChoices=20.6/44 localRun=7 jump=8.3 near=0.48 targetInitial=3"
"1","c5hole_lowchoice_v1_h02r_26_nutation_strict_mixed_choiceclamp_v1_rect_s09_o089_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_26_nutation_strict_mixed_choiceclamp_v1_rect_s09_o089_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h02r_order89_shortroot1","89","9","1","v01","StrictMixedChoiceClamp","choice_clamp_chain_hf1","Peak","0.985","69","3","Style=PressureHard | Score=19108 | TargetInitial=5 | OpeningRatio=0.058 | Straightness=0.451 | EarlyChoices=25.2/54 | LocalRun=5 | Jump=7.1 | NearRate=0.48 | Peel style=PressureHard seed=773243952 fill=650/660(0.985) chains=69 remaining=10 rejectedShort=0 failedPeels=1 | FlipGate=ops=1 initial=4->3 edgeHeads=6->5 earlyChoices=24.8/41 localRun=5 jump=7.1 near=0.48 targetInitial=3"
"1","c5hole_lowchoice_v1_h02r_27_nutation_strict_mixed_choiceclamp_v1_rect_s09_o089_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_27_nutation_strict_mixed_choiceclamp_v1_rect_s09_o089_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h02r_order89_shortroot1","89","9","2","v02","StrictMixedChoiceClamp","choice_clamp_chain_hf1","Peak","0.980","71","3","Style=PressureHard | Score=19575 | TargetInitial=5 | OpeningRatio=0.042 | Straightness=0.505 | EarlyChoices=24.4/46 | LocalRun=9 | Jump=7.6 | NearRate=0.48 | Peel style=PressureHard seed=784773286 fill=647/660(0.980) chains=71 remaining=13 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h02r_28_nutation_strict_mixed_choiceclamp_v1_rect_s09_o089_v03_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_28_nutation_strict_mixed_choiceclamp_v1_rect_s09_o089_v03_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h02r_order89_shortroot1","89","9","3","v03","StrictMixedChoiceClamp","choice_clamp_chain_hf1","Peak","0.983","70","1","Style=PressureHard | Score=22364 | TargetInitial=5 | OpeningRatio=0.014 | Straightness=0.491 | EarlyChoices=24.2/50 | LocalRun=5 | Jump=6.3 | NearRate=0.55 | Peel style=PressureHard seed=759542741 fill=649/660(0.983) chains=70 remaining=11 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h02r_29_nutation_strict_mixed_choiceclamp_v1_rect_s09_o089_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_29_nutation_strict_mixed_choiceclamp_v1_rect_s09_o089_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h02r_order89_shortroot1","89","9","4","v04","StrictMixedChoiceClamp","choice_clamp_chain_hf1","Peak","0.985","67","1","Style=PressureHard | Score=15777 | TargetInitial=5 | OpeningRatio=0.015 | Straightness=0.508 | EarlyChoices=25.0/55 | LocalRun=5 | Jump=6.9 | NearRate=0.48 | Peel style=PressureHard seed=753058687 fill=650/660(0.985) chains=67 remaining=10 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h02r_30_nutation_strict_mixed_choiceclamp_v1_rect_s09_o089_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_30_nutation_strict_mixed_choiceclamp_v1_rect_s09_o089_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h02r_order89_shortroot1","89","9","5","v05","StrictMixedChoiceClamp","choice_clamp_chain_hf1","Peak","0.995","70","1","Style=PressureHard | Score=16685 | TargetInitial=5 | OpeningRatio=0.014 | Straightness=0.478 | EarlyChoices=28.5/53 | LocalRun=5 | Jump=6.6 | NearRate=0.55 | Peel style=PressureHard seed=746155717 fill=657/660(0.995) chains=70 remaining=3 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h02r_31_nutation_strict_mixed_peak_v1_rect_s09_o089_v00_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_31_nutation_strict_mixed_peak_v1_rect_s09_o089_v00_strictmixedpeak_strict_peak_chain_hf1.asset","c5hole_lowchoice_v1_h02r_order89_shortroot1","89","9","0","v00","StrictMixedPeak","strict_peak_chain_hf1","Peak","0.985","75","3","Style=PressureHard | Score=2124 | TargetInitial=5 | OpeningRatio=0.040 | Straightness=0.444 | EarlyChoices=26.1/53 | LocalRun=6 | Jump=5.9 | NearRate=0.61 | Peel style=PressureHard seed=670787706 fill=650/660(0.985) chains=75 remaining=10 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h02r_32_nutation_strict_mixed_peak_v1_rect_s09_o089_v01_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_32_nutation_strict_mixed_peak_v1_rect_s09_o089_v01_strictmixedpeak_strict_peak_chain_hf1.asset","c5hole_lowchoice_v1_h02r_order89_shortroot1","89","9","1","v01","StrictMixedPeak","strict_peak_chain_hf1","Peak","0.991","73","1","Style=PressureHard | Score=3412 | TargetInitial=5 | OpeningRatio=0.014 | Straightness=0.522 | EarlyChoices=22.6/47 | LocalRun=6 | Jump=5.9 | NearRate=0.65 | Peel style=PressureHard seed=628905314 fill=654/660(0.991) chains=73 remaining=6 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h02r_33_nutation_strict_mixed_peak_v1_rect_s09_o089_v02_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_33_nutation_strict_mixed_peak_v1_rect_s09_o089_v02_strictmixedpeak_strict_peak_chain_hf1.asset","c5hole_lowchoice_v1_h02r_order89_shortroot1","89","9","2","v02","StrictMixedPeak","strict_peak_chain_hf1","Peak","0.992","70","2","Style=PressureHard | Score=8106 | TargetInitial=5 | OpeningRatio=0.029 | Straightness=0.482 | EarlyChoices=23.9/50 | LocalRun=4 | Jump=8.3 | NearRate=0.42 | Peel style=PressureHard seed=654363669 fill=655/660(0.992) chains=70 remaining=5 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h02r_34_nutation_strict_mixed_peak_v1_rect_s09_o089_v03_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_34_nutation_strict_mixed_peak_v1_rect_s09_o089_v03_strictmixedpeak_strict_peak_chain_hf1.asset","c5hole_lowchoice_v1_h02r_order89_shortroot1","89","9","3","v03","StrictMixedPeak","strict_peak_chain_hf1","Peak","0.989","71","3","Style=PressureHard | Score=-1060 | TargetInitial=5 | OpeningRatio=0.042 | Straightness=0.501 | EarlyChoices=28.5/55 | LocalRun=5 | Jump=7.6 | NearRate=0.48 | Peel style=PressureHard seed=664531590 fill=653/660(0.989) chains=71 remaining=7 rejectedShort=0 failedPeels=1"
