"selected","levelId","path","source","order","section10","variantIndex","variantLabel","productionLane","productionChainLanguage","productionDifficultyBand","coverage","chains","portableOpeners","status"
"1","c5hole_lowchoice_v1_h01r_13_nutation_strict_mixed_choiceclamp_v1_rect_s04_o039_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_13_nutation_strict_mixed_choiceclamp_v1_rect_s04_o039_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h01r_order39","39","4","0","v00","StrictMixedChoiceClamp","choice_clamp_chain_hf1","Peak","0.980","69","3","Style=PressureHard | Score=15201 | TargetInitial=5 | OpeningRatio=0.043 | Straightness=0.493 | EarlyChoices=26.8/62 | LocalRun=5 | Jump=8.5 | NearRate=0.55 | Peel style=PressureHard seed=1989105830 fill=647/660(0.980) chains=69 remaining=13 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h01r_14_nutation_strict_mixed_choiceclamp_v1_rect_s04_o039_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_14_nutation_strict_mixed_choiceclamp_v1_rect_s04_o039_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h01r_order39","39","4","1","v01","StrictMixedChoiceClamp","choice_clamp_chain_hf1","Peak","0.986","74","2","Style=PressureHard | Score=21346 | TargetInitial=5 | OpeningRatio=0.027 | Straightness=0.493 | EarlyChoices=24.0/47 | LocalRun=5 | Jump=7.4 | NearRate=0.55 | Peel style=PressureHard seed=1998435919 fill=651/660(0.986) chains=74 remaining=9 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h01r_15_nutation_strict_mixed_choiceclamp_v1_rect_s04_o039_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_15_nutation_strict_mixed_choiceclamp_v1_rect_s04_o039_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h01r_order39","39","4","2","v02","StrictMixedChoiceClamp","choice_clamp_chain_hf1","Peak","0.976","72","1","Style=PressureHard | Score=17621 | TargetInitial=5 | OpeningRatio=0.014 | Straightness=0.484 | EarlyChoices=26.6/56 | LocalRun=6 | Jump=6.0 | NearRate=0.71 | Peel style=PressureHard seed=1991009368 fill=644/660(0.976) chains=72 remaining=16 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h01r_16_nutation_strict_mixed_choiceclamp_v1_rect_s04_o039_v03_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_16_nutation_strict_mixed_choiceclamp_v1_rect_s04_o039_v03_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h01r_order39","39","4","3","v03","StrictMixedChoiceClamp","choice_clamp_chain_hf1","Peak","0.983","66","2","Style=PressureHard | Score=19068 | TargetInitial=5 | OpeningRatio=0.030 | Straightness=0.526 | EarlyChoices=26.9/50 | LocalRun=6 | Jump=8.5 | NearRate=0.45 | Peel style=PressureHard seed=2022123089 fill=649/660(0.983) chains=66 remaining=11 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h01r_17_nutation_strict_mixed_choiceclamp_v1_rect_s04_o039_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_17_nutation_strict_mixed_choiceclamp_v1_rect_s04_o039_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h01r_order39","39","4","4","v04","StrictMixedChoiceClamp","choice_clamp_chain_hf1","Peak","0.989","69","1","Style=PressureHard | Score=20015 | TargetInitial=5 | OpeningRatio=0.014 | Straightness=0.478 | EarlyChoices=21.9/53 | LocalRun=5 | Jump=6.5 | NearRate=0.52 | Peel style=PressureHard seed=2017838408 fill=653/660(0.989) chains=69 remaining=7 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h01r_18_nutation_strict_mixed_choiceclamp_v1_rect_s04_o039_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_18_nutation_strict_mixed_choiceclamp_v1_rect_s04_o039_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","c5hole_lowchoice_v1_h01r_order39","39","4","5","v05","StrictMixedChoiceClamp","choice_clamp_chain_hf1","Peak","0.994","72","4","Style=PressureHard | Score=16726 | TargetInitial=5 | OpeningRatio=0.056 | Straightness=0.459 | EarlyChoices=31.8/46 | LocalRun=5 | Jump=8.0 | NearRate=0.55 | Peel style=PressureHard seed=1981401924 fill=656/660(0.994) chains=72 remaining=4 rejectedShort=0 failedPeels=1 | FlipGate=ops=1 initial=4->4 edgeHeads=8->7 earlyChoices=31.8/46 localRun=5 jump=8.0 near=0.55 targetInitial=3"
"1","c5hole_lowchoice_v1_h01r_19_nutation_strict_mixed_peak_v1_rect_s04_o039_v00_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_19_nutation_strict_mixed_peak_v1_rect_s04_o039_v00_strictmixedpeak_strict_peak_chain_hf1.asset","c5hole_lowchoice_v1_h01r_order39","39","4","0","v00","StrictMixedPeak","strict_peak_chain_hf1","Peak","0.980","73","3","Style=PressureHard | Score=-319 | TargetInitial=5 | OpeningRatio=0.041 | Straightness=0.471 | EarlyChoices=22.5/52 | LocalRun=8 | Jump=7.9 | NearRate=0.55 | Peel style=PressureHard seed=949216413 fill=647/660(0.980) chains=73 remaining=13 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h01r_20_nutation_strict_mixed_peak_v1_rect_s04_o039_v01_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_20_nutation_strict_mixed_peak_v1_rect_s04_o039_v01_strictmixedpeak_strict_peak_chain_hf1.asset","c5hole_lowchoice_v1_h01r_order39","39","4","1","v01","StrictMixedPeak","strict_peak_chain_hf1","Peak","0.989","70","5","Style=PressureHard | Score=-7906 | TargetInitial=5 | OpeningRatio=0.071 | Straightness=0.481 | EarlyChoices=30.0/52 | LocalRun=4 | Jump=7.9 | NearRate=0.42 | Peel style=PressureHard seed=983890856 fill=653/660(0.989) chains=70 remaining=7 rejectedShort=0 failedPeels=1 | FlipGate=ops=1 initial=5->5 edgeHeads=9->8 earlyChoices=28.9/50 localRun=4 jump=8.1 near=0.42 targetInitial=3"
"1","c5hole_lowchoice_v1_h01r_21_nutation_strict_mixed_peak_v1_rect_s04_o039_v02_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_21_nutation_strict_mixed_peak_v1_rect_s04_o039_v02_strictmixedpeak_strict_peak_chain_hf1.asset","c5hole_lowchoice_v1_h01r_order39","39","4","2","v02","StrictMixedPeak","strict_peak_chain_hf1","Peak","0.980","70","3","Style=PressureHard | Score=469 | TargetInitial=5 | OpeningRatio=0.043 | Straightness=0.444 | EarlyChoices=24.1/57 | LocalRun=5 | Jump=8.1 | NearRate=0.48 | Peel style=PressureHard seed=967248089 fill=647/660(0.980) chains=70 remaining=13 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h01r_22_nutation_strict_mixed_peak_v1_rect_s04_o039_v03_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_22_nutation_strict_mixed_peak_v1_rect_s04_o039_v03_strictmixedpeak_strict_peak_chain_hf1.asset","c5hole_lowchoice_v1_h01r_order39","39","4","3","v03","StrictMixedPeak","strict_peak_chain_hf1","Peak","0.986","72","3","Style=PressureHard | Score=7159 | TargetInitial=5 | OpeningRatio=0.042 | Straightness=0.527 | EarlyChoices=22.5/50 | LocalRun=4 | Jump=9.4 | NearRate=0.39 | Peel style=PressureHard seed=956260688 fill=651/660(0.986) chains=72 remaining=9 rejectedShort=0 failedPeels=1"
