"rankClass","psgRankScore","processKeep","visualPass","keepCandidate","stsMetricPresent","stsPass","stsKeepCandidate","rejectReasons","slot","sourceIndex","order","sourceBatch","sourceReport","section10","variantIndex","variantLabel","mainMissionId","levelName","category","roleInSection","productionLane","productionStyleFamily","productionChainLanguage","productionDifficultyBand","experienceRole","reviewOnly","plannedWidth","plannedHeight","plannedAspect","plannedCanvasBand","plannedTargetChains","targetChainsMin","targetChainsMax","referenceArrowTiles","referenceMaxChainLength","actualTargetChains","mode","styleHint","profileHint","type","styleFamily","generatorVariant","generatorGrammar","chainLanguage","chainLanguageDetail","chainTags","flowLanguage","flowTags","riskTags","styleRiskBand","specId","levelId","assetPath","path","selected","width","height","sourceCoverage","chains","sourceAvgChain","sourceMaxChain","sourceStraightness","sourceShortChainRate","sourceEdgeHeadRate","sourceOpeners","sourceEdgeHeads","solved","processTier","processTierReason","avgChoices","maxChoices","localPatchRun","nearOuterRun","dependencyFollowRun","directionalRisk","stripeRisk","edgeInwardSweepRun","edgeInwardSweepSide","startSideHint","solveVectorRun","solveTraceQualityScore","solveTraceCollapseRiskScore","solveAxisDriftRate","solveSameAxisRunMax","solveSameDirHeadRunMax","solveRegionEntropy","solveRegionCollapseRunMax","solveFrontWidthAvg","solveFrontWidthNarrowRate","dependencyRegionEntropy","dependencyLocalSameRegionRate","dependencySameAxisHeadRate","dependencySameDirHeadRate","dependencyBraidScore","hardStructureV3Class","sourceStatus"
"TraceOrderKeep","2.563","True","True","True","True","True","True","","196","5","196","Campaign500NormalFullV1:h05r","","20","4","v04","296","Main/Level_Main_196","normal","Peak","StrictMixedChoiceClamp","strict_mixed_choice","choice_clamp_chain_hf1","Peak","Peak","0","24","32","0.750","M_Peak","135","121","149","818","10","72","","lock","PSG_Normal_lock_Extreme_Peak","nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1","mixed_unknown","unknown_variant","rectangle_peel","curve_chain","short_patchwork","short_patchwork;woven_medium;edge_headed","staged_unlock","peel_grammar;multi_region;axis_drift;wide_front;stable_front;staged_unlock;peel_visible;sweep_pressure","choice_peak_watch;broad_choice_curve;directional_sweep_watch;local_patch_watch;same_axis_watch;same_dir_watch","watch","nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1","c5hole_lowchoice_v1_h05r_05_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_05_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_05_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","1","24","32","0.982","76","9.92","21","0.507","0.342","0.079","3","6","True","B","flow or late-campaign only","7.3","11","7","3","2","0.224","0.075","2","R","right-edge inward / starts around right side","3","0.842","0.22","0.52","7","7","0.988","4","4.816","0.092","0.982","0.438","0.575","0.493","0.405","LocalEasy","Style=PressureHard | Score=23971 | TargetInitial=5 | OpeningRatio=0.039 | Straightness=0.507 | EarlyChoices=29.9/54 | LocalRun=5 | Jump=6.9 | NearRate=0.65 | Peel style=PressureHard seed=819421191 fill=754/768(0.982) chains=76 remaining=14 rejectedShort=0 failedPeels=1"
"VisualKeep","2.078","True","True","True","True","False","False","solveTraceCollapseRisk>0.28;sameAxisRun>9;sameDirRun>8","196","9","196","Campaign500NormalFullV1:h05r","","20","2","v02","296","Main/Level_Main_196","normal","Peak","StrictMixedPeak","strict_mixed_dependency","strict_peak_chain_hf1","Peak","Peak","0","24","32","0.750","M_Peak","135","121","149","818","10","92","","lock","PSG_Normal_lock_Extreme_Peak","nutation_strict_mixed_peak_v1_rect_s20_o196_v02_strictmixedpeak_strict_peak_chain_hf1","mixed_unknown","unknown_variant","rectangle_peel","curve_chain","short_patchwork","short_patchwork;woven_medium;edge_headed","single_axis_sweep","peel_grammar;multi_region;wide_front;staged_unlock;peel_visible;sweep_pressure","choice_peak_watch;solve_collapse;same_axis_run;same_dir_run","high_risk","nutation_strict_mixed_peak_v1_rect_s20_o196_v02_strictmixedpeak_strict_peak_chain_hf1","c5hole_lowchoice_v1_h05r_09_nutation_strict_mixed_peak_v1_rect_s20_o196_v02_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_09_nutation_strict_mixed_peak_v1_rect_s20_o196_v02_strictmixedpeak_strict_peak_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_09_nutation_strict_mixed_peak_v1_rect_s20_o196_v02_strictmixedpeak_strict_peak_chain_hf1.asset","1","24","32","0.99","81","9.38","21","0.522","0.309","0.086","2","7","True","A","usable process curve","5.93","10","3","3","3","0.03","0.099","2","R","right-edge inward / starts around right side","3","0.849","0.318","0.388","10","10","0.994","3","3.679","0.247","0.994","0.506","0.633","0.532","0.493","LocalEasy","Style=PressureHard | Score=23706 | TargetInitial=6 | OpeningRatio=0.025 | Straightness=0.522 | EarlyChoices=24.6/53 | LocalRun=4 | Jump=6.7 | NearRate=0.58 | Peel style=PressureHard seed=573317573 fill=760/768(0.990) chains=81 remaining=8 rejectedShort=0 failedPeels=1"
"VisualKeep","2.043","True","True","True","True","False","False","solveTraceQuality<0.82","196","7","196","Campaign500NormalFullV1:h05r","","20","0","v00","296","Main/Level_Main_196","normal","Peak","StrictMixedPeak","strict_mixed_dependency","strict_peak_chain_hf1","Peak","Peak","0","24","32","0.750","M_Peak","135","121","149","818","10","92","","lock","PSG_Normal_lock_Extreme_Peak","nutation_strict_mixed_peak_v1_rect_s20_o196_v00_strictmixedpeak_strict_peak_chain_hf1","mixed_unknown","unknown_variant","rectangle_peel","curve_chain","short_patchwork","short_patchwork;woven_medium;edge_headed","staged_unlock","peel_grammar;multi_region;wide_front;staged_unlock;sweep_pressure","choice_peak_watch;broad_choice_curve;same_axis_watch;same_dir_watch","watch","nutation_strict_mixed_peak_v1_rect_s20_o196_v00_strictmixedpeak_strict_peak_chain_hf1","c5hole_lowchoice_v1_h05r_07_nutation_strict_mixed_peak_v1_rect_s20_o196_v00_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_07_nutation_strict_mixed_peak_v1_rect_s20_o196_v00_strictmixedpeak_strict_peak_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_07_nutation_strict_mixed_peak_v1_rect_s20_o196_v00_strictmixedpeak_strict_peak_chain_hf1.asset","1","24","32","0.988","80","9.49","21","0.464","0.3","0.088","1","7","True","B","flow or late-campaign only","6.28","11","4","4","4","0.132","0.082","1","B","bottom-edge inward / starts around bottom side","3","0.808","0.233","0.354","7","6","0.994","5","4.062","0.162","0.995","0.468","0.646","0.557","0.221","LocalEasy","Style=PressureHard | Score=20839 | TargetInitial=6 | OpeningRatio=0.013 | Straightness=0.464 | EarlyChoices=26.3/52 | LocalRun=4 | Jump=8.2 | NearRate=0.55 | Peel style=PressureHard seed=580944374 fill=759/768(0.988) chains=80 remaining=9 rejectedShort=0 failedPeels=1"
"VisualKeep","2.028","True","True","True","True","False","False","solveTraceQuality<0.82;solveTraceCollapseRisk>0.28","196","10","196","Campaign500NormalFullV1:h05r","","20","3","v03","296","Main/Level_Main_196","normal","Peak","StrictMixedPeak","strict_mixed_dependency","strict_peak_chain_hf1","Peak","Peak","0","24","32","0.750","M_Peak","135","121","149","818","10","92","","lock","PSG_Normal_lock_Extreme_Peak","nutation_strict_mixed_peak_v1_rect_s20_o196_v03_strictmixedpeak_strict_peak_chain_hf1","mixed_unknown","unknown_variant","rectangle_peel","curve_chain","short_patchwork","short_patchwork;woven_medium;edge_headed","single_axis_sweep","peel_grammar;multi_region;wide_front;staged_unlock;peel_visible;sweep_pressure","choice_peak_watch;solve_collapse;same_axis_watch;same_dir_watch","high_risk","nutation_strict_mixed_peak_v1_rect_s20_o196_v03_strictmixedpeak_strict_peak_chain_hf1","c5hole_lowchoice_v1_h05r_10_nutation_strict_mixed_peak_v1_rect_s20_o196_v03_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_10_nutation_strict_mixed_peak_v1_rect_s20_o196_v03_strictmixedpeak_strict_peak_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_10_nutation_strict_mixed_peak_v1_rect_s20_o196_v03_strictmixedpeak_strict_peak_chain_hf1.asset","1","24","32","0.986","80","9.46","21","0.501","0.338","0.075","3","6","True","B","flow or late-campaign only","5.45","10","6","3","5","0.199","0.079","2","T","top-edge inward / starts around top side","3","0.813","0.318","0.443","8","8","0.988","5","3.938","0.212","0.988","0.468","0.584","0.481","0.396","LocalEasy","Style=PressureHard | Score=26237 | TargetInitial=6 | OpeningRatio=0.050 | Straightness=0.501 | EarlyChoices=23.1/40 | LocalRun=6 | Jump=8.3 | NearRate=0.58 | Peel style=PressureHard seed=572593678 fill=757/768(0.986) chains=80 remaining=11 rejectedShort=0 failedPeels=1 | FlipGate=ops=1 initial=4->3 edgeHeads=7->6 earlyChoices=22.3/42 localRun=6 jump=8.0 near=0.61 targetInitial=3"
"VisualKeep","2.016","True","True","True","True","False","False","solveTraceCollapseRisk>0.28;sameAxisRun>9","196","3","196","Campaign500NormalFullV1:h05r","","20","2","v02","296","Main/Level_Main_196","normal","Peak","StrictMixedChoiceClamp","strict_mixed_choice","choice_clamp_chain_hf1","Peak","Peak","0","24","32","0.750","M_Peak","135","121","149","818","10","72","","lock","PSG_Normal_lock_Extreme_Peak","nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1","mixed_unknown","unknown_variant","rectangle_peel","curve_chain","short_patchwork","short_patchwork;woven_medium;edge_headed","single_axis_sweep","peel_grammar;multi_region;staged_unlock;sweep_pressure","choice_peak_watch;solve_collapse;same_axis_run;same_dir_watch","high_risk","nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1","c5hole_lowchoice_v1_h05r_03_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_03_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_03_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v02_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","1","24","32","0.98","76","9.91","21","0.494","0.303","0.092","3","7","True","B","flow or late-campaign only","5.76","10","5","4","6","0.157","0.098","1","L","left-edge inward / starts around left side","4","0.854","0.312","0.413","13","8","0.989","3","3.382","0.289","0.984","0.521","0.616","0.479","0.209","LocalEasy","Style=PressureHard | Score=21367 | TargetInitial=5 | OpeningRatio=0.053 | Straightness=0.494 | EarlyChoices=22.4/60 | LocalRun=11 | Jump=7.6 | NearRate=0.68 | Peel style=PressureHard seed=805473946 fill=753/768(0.980) chains=76 remaining=15 rejectedShort=0 failedPeels=1 | FlipGate=ops=2 initial=4->3 edgeHeads=8->7 earlyChoices=18.3/41 localRun=8 jump=7.7 near=0.61 targetInitial=3"
"VisualKeep","1.993","True","True","True","True","False","False","solveTraceQuality<0.82","196","1","196","Campaign500NormalFullV1:h05r","","20","0","v00","296","Main/Level_Main_196","normal","Peak","StrictMixedChoiceClamp","strict_mixed_choice","choice_clamp_chain_hf1","Peak","Peak","0","24","32","0.750","M_Peak","135","121","149","818","10","72","","lock","PSG_Normal_lock_Extreme_Peak","nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1","mixed_unknown","unknown_variant","rectangle_peel","curve_chain","outer_edge_chain","woven_medium;edge_headed","staged_unlock","peel_grammar;multi_region;axis_drift;wide_front;staged_unlock;sweep_pressure","choice_peak_watch;directional_sweep_watch;near_outer_watch;same_dir_watch","watch","nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1","c5hole_lowchoice_v1_h05r_01_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_01_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_01_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","1","24","32","0.991","77","9.88","21","0.501","0.234","0.078","1","6","True","B","flow or late-campaign only","5.74","10","6","6","5","0.289","0.09","1","B","bottom-edge inward / starts around bottom side","3","0.807","0.226","0.566","6","6","0.993","5","3.779","0.234","0.992","0.421","0.526","0.447","0.367","LocalEasy","Style=PressureHard | Score=21241 | TargetInitial=5 | OpeningRatio=0.013 | Straightness=0.501 | EarlyChoices=34.6/56 | LocalRun=6 | Jump=7.6 | NearRate=0.55 | Peel style=PressureHard seed=808492799 fill=761/768(0.991) chains=77 remaining=7 rejectedShort=0 failedPeels=1"
"ProcessKeep","1.268","True","False","False","True","False","False","solveTraceQuality<0.82;solveTraceCollapseRisk>0.28;sameAxisRun>9;directionalRiskHard>0.459;localPatchRunHard>9","196","6","196","Campaign500NormalFullV1:h05r","","20","5","v05","296","Main/Level_Main_196","normal","Peak","StrictMixedChoiceClamp","strict_mixed_choice","choice_clamp_chain_hf1","Peak","Peak","0","24","32","0.750","M_Peak","135","121","149","818","10","72","","lock","PSG_Normal_lock_Extreme_Peak","nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1","mixed_unknown","unknown_variant","rectangle_peel","curve_chain","short_patchwork","short_patchwork;woven_medium;edge_headed","local_collapse","peel_grammar;multi_region;wide_front;staged_unlock;sweep_pressure;collapse_risk","directional_sweep;local_patch_run;near_outer_patch;solve_collapse;same_axis_run;same_dir_watch","high_risk","nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1","c5hole_lowchoice_v1_h05r_06_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_06_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_06_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","1","24","32","0.983","81","9.32","21","0.513","0.333","0.074","1","6","True","B","flow or late-campaign only","5.47","9","13","7","6","0.513","0.071","1","R","right-edge inward / starts around right side","3","0.814","0.296","0.425","11","6","0.995","5","3.926","0.123","0.993","0.488","0.612","0.488","0.292","LocalEasy","Style=PressureHard | Score=20880 | TargetInitial=6 | OpeningRatio=0.012 | Straightness=0.513 | EarlyChoices=25.3/44 | LocalRun=14 | Jump=5.2 | NearRate=0.77 | Peel style=PressureHard seed=834406582 fill=755/768(0.983) chains=81 remaining=13 rejectedShort=0 failedPeels=1"
"Reject","0.59","False","False","False","True","False","False","maxChoices>11","196","11","196","Campaign500NormalFullV1:h05r","","20","4","v04","296","Main/Level_Main_196","normal","Peak","StrictMixedPeak","strict_mixed_dependency","strict_peak_chain_hf1","Peak","Peak","0","24","32","0.750","M_Peak","135","121","149","818","10","92","","lock","PSG_Normal_lock_Extreme_Peak","nutation_strict_mixed_peak_v1_rect_s20_o196_v04_strictmixedpeak_strict_peak_chain_hf1","mixed_unknown","unknown_variant","rectangle_peel","curve_chain","outer_edge_chain","woven_medium;edge_headed","local_collapse","peel_grammar;multi_region;wide_front;staged_unlock;peel_visible;sweep_pressure;collapse_risk","process_reject;high_choices;stripe_watch;solve_collapse;same_axis_run;same_dir_run;dependency_local_watch","high_risk","nutation_strict_mixed_peak_v1_rect_s20_o196_v04_strictmixedpeak_strict_peak_chain_hf1","c5hole_lowchoice_v1_h05r_11_nutation_strict_mixed_peak_v1_rect_s20_o196_v04_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_11_nutation_strict_mixed_peak_v1_rect_s20_o196_v04_strictmixedpeak_strict_peak_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_11_nutation_strict_mixed_peak_v1_rect_s20_o196_v04_strictmixedpeak_strict_peak_chain_hf1.asset","1","24","32","0.982","79","9.54","21","0.475","0.253","0.076","2","6","True","B","flow or late-campaign only","5.84","12","4","3","4","0.079","0.127","2","B","bottom-edge inward / starts around bottom side","3","0.81","0.351","0.385","10","10","0.985","4","3.582","0.228","0.982","0.584","0.61","0.494","0.2","LocalEasy","Style=PressureHard | Score=17477 | TargetInitial=6 | OpeningRatio=0.025 | Straightness=0.475 | EarlyChoices=27.5/63 | LocalRun=4 | Jump=8.0 | NearRate=0.55 | Peel style=PressureHard seed=580038645 fill=754/768(0.982) chains=79 remaining=14 rejectedShort=0 failedPeels=1"
"Reject","0.508","False","False","False","True","False","False","tier=Drop;maxChoices>11","196","8","196","Campaign500NormalFullV1:h05r","","20","1","v01","296","Main/Level_Main_196","normal","Peak","StrictMixedPeak","strict_mixed_dependency","strict_peak_chain_hf1","Peak","Peak","0","24","32","0.750","M_Peak","135","121","149","818","10","92","","lock","PSG_Normal_lock_Extreme_Peak","nutation_strict_mixed_peak_v1_rect_s20_o196_v01_strictmixedpeak_strict_peak_chain_hf1","mixed_unknown","unknown_variant","rectangle_peel","patch_chain","short_patchwork","short_patchwork","local_collapse","peel_grammar;multi_region;wide_front;staged_unlock;peel_visible;sweep_pressure;collapse_risk","process_reject;high_choices;broad_choice_curve;solve_collapse;same_axis_run;same_dir_run;dependency_local_watch","high_risk","nutation_strict_mixed_peak_v1_rect_s20_o196_v01_strictmixedpeak_strict_peak_chain_hf1","c5hole_lowchoice_v1_h05r_08_nutation_strict_mixed_peak_v1_rect_s20_o196_v01_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_08_nutation_strict_mixed_peak_v1_rect_s20_o196_v01_strictmixedpeak_strict_peak_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_08_nutation_strict_mixed_peak_v1_rect_s20_o196_v01_strictmixedpeak_strict_peak_chain_hf1.asset","1","24","32","0.991","86","8.85","21","0.486","0.384","0.058","1","5","True","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","8.98","15","5","4","6","0.157","0.075","2","R","right-edge inward / starts around right side","3","0.837","0.351","0.447","11","11","0.993","4","4.593","0.116","0.992","0.6","0.6","0.553","0.187","LocalEasy","Style=PressureHard | Score=18821 | TargetInitial=6 | OpeningRatio=0.012 | Straightness=0.486 | EarlyChoices=29.7/54 | LocalRun=7 | Jump=6.8 | NearRate=0.58 | Peel style=PressureHard seed=577392796 fill=761/768(0.991) chains=86 remaining=7 rejectedShort=0 failedPeels=1"
"Reject","0.473","False","False","False","True","False","False","tier=Drop;maxChoices>11","196","2","196","Campaign500NormalFullV1:h05r","","20","1","v01","296","Main/Level_Main_196","normal","Peak","StrictMixedChoiceClamp","strict_mixed_choice","choice_clamp_chain_hf1","Peak","Peak","0","24","32","0.750","M_Peak","135","121","149","818","10","72","","lock","PSG_Normal_lock_Extreme_Peak","nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1","mixed_unknown","unknown_variant","rectangle_peel","curve_chain","short_patchwork","short_patchwork;woven_medium;edge_headed","single_axis_sweep","peel_grammar;multi_region;wide_front;staged_unlock;peel_visible;sweep_pressure","process_reject;high_choices;broad_choice_curve;directional_sweep_watch;near_outer_watch;solve_collapse;same_axis_watch;same_dir_watch","high_risk","nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1","c5hole_lowchoice_v1_h05r_02_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_02_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_02_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","1","24","32","0.982","75","10.05","21","0.48","0.28","0.08","3","6","True","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","7.56","14","6","6","10","0.314","0.041","2","L","left-edge inward / starts around left side","5","0.8","0.304","0.405","8","8","0.997","5","4.32","0.12","0.996","0.5","0.597","0.542","0.275","LocalEasy","Style=PressureHard | Score=25581 | TargetInitial=5 | OpeningRatio=0.040 | Straightness=0.480 | EarlyChoices=31.7/50 | LocalRun=5 | Jump=5.8 | NearRate=0.58 | Peel style=PressureHard seed=802846577 fill=754/768(0.982) chains=75 remaining=14 rejectedShort=0 failedPeels=1"
