"selected","levelId","path","source","order","section10","variantIndex","variantLabel","productionLane","productionChainLanguage","productionDifficultyBand","coverage","chains","portableOpeners","status"
"1","c5hole_lowchoice_v1_h03r_13_nutation_strict_mixed_axisbreak_v1_rect_s13_o129_v00_strictmixedaxisbreak_axis_break_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_13_nutation_strict_mixed_axisbreak_v1_rect_s13_o129_v00_strictmixedaxisbreak_axis_break_chain_hf1.asset","c5hole_lowchoice_v1_h03r_order129_shortroot1","129","13","0","v00","StrictMixedAxisBreak","axis_break_chain_hf1","Peak","0.986","68","3","Style=PressureHard | Score=6757 | TargetInitial=5 | OpeningRatio=0.059 | Straightness=0.476 | EarlyChoices=26.9/46 | LocalRun=4 | Jump=7.9 | NearRate=0.42 | Peel style=PressureHard seed=1032046031 fill=651/660(0.986) chains=68 remaining=9 rejectedShort=0 failedPeels=1 | FlipGate=ops=1 initial=4->3 edgeHeads=6->5 earlyChoices=25.1/46 localRun=4 jump=6.8 near=0.42 targetInitial=3"
"1","c5hole_lowchoice_v1_h03r_14_nutation_strict_mixed_axisbreak_v1_rect_s13_o129_v01_strictmixedaxisbreak_axis_break_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_14_nutation_strict_mixed_axisbreak_v1_rect_s13_o129_v01_strictmixedaxisbreak_axis_break_chain_hf1.asset","c5hole_lowchoice_v1_h03r_order129_shortroot1","129","13","1","v01","StrictMixedAxisBreak","axis_break_chain_hf1","Peak","0.992","72","2","Style=PressureHard | Score=5466 | TargetInitial=5 | OpeningRatio=0.028 | Straightness=0.485 | EarlyChoices=27.4/52 | LocalRun=4 | Jump=6.7 | NearRate=0.48 | Peel style=PressureHard seed=998646624 fill=655/660(0.992) chains=72 remaining=5 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h03r_15_nutation_strict_mixed_axisbreak_v1_rect_s13_o129_v02_strictmixedaxisbreak_axis_break_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_15_nutation_strict_mixed_axisbreak_v1_rect_s13_o129_v02_strictmixedaxisbreak_axis_break_chain_hf1.asset","c5hole_lowchoice_v1_h03r_order129_shortroot1","129","13","2","v02","StrictMixedAxisBreak","axis_break_chain_hf1","Peak","0.988","67","1","Style=PressureHard | Score=1993 | TargetInitial=5 | OpeningRatio=0.015 | Straightness=0.502 | EarlyChoices=29.4/54 | LocalRun=5 | Jump=6.8 | NearRate=0.55 | Peel style=PressureHard seed=1000121974 fill=652/660(0.988) chains=67 remaining=8 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h03r_16_nutation_strict_mixed_axisbreak_v1_rect_s13_o129_v03_strictmixedaxisbreak_axis_break_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_16_nutation_strict_mixed_axisbreak_v1_rect_s13_o129_v03_strictmixedaxisbreak_axis_break_chain_hf1.asset","c5hole_lowchoice_v1_h03r_order129_shortroot1","129","13","3","v03","StrictMixedAxisBreak","axis_break_chain_hf1","Peak","0.985","75","5","Style=PressureHard | Score=2161 | TargetInitial=5 | OpeningRatio=0.067 | Straightness=0.466 | EarlyChoices=22.0/45 | LocalRun=6 | Jump=6.9 | NearRate=0.61 | Peel style=PressureHard seed=1000235847 fill=650/660(0.985) chains=75 remaining=10 rejectedShort=0 failedPeels=1 | FlipGate=ops=1 initial=5->5 edgeHeads=14->13 earlyChoices=21.9/45 localRun=6 jump=6.7 near=0.65 targetInitial=3"
"1","c5hole_lowchoice_v1_h03r_17_nutation_strict_mixed_axisbreak_v1_rect_s13_o129_v04_strictmixedaxisbreak_axis_break_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_17_nutation_strict_mixed_axisbreak_v1_rect_s13_o129_v04_strictmixedaxisbreak_axis_break_chain_hf1.asset","c5hole_lowchoice_v1_h03r_order129_shortroot1","129","13","4","v04","StrictMixedAxisBreak","axis_break_chain_hf1","Peak","0.985","68","3","Style=PressureHard | Score=5101 | TargetInitial=5 | OpeningRatio=0.044 | Straightness=0.502 | EarlyChoices=23.5/51 | LocalRun=8 | Jump=6.2 | NearRate=0.61 | Peel style=PressureHard seed=1028836008 fill=650/660(0.985) chains=68 remaining=10 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h03r_18_nutation_strict_mixed_axisbreak_v1_rect_s13_o129_v05_strictmixedaxisbreak_axis_break_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_18_nutation_strict_mixed_axisbreak_v1_rect_s13_o129_v05_strictmixedaxisbreak_axis_break_chain_hf1.asset","c5hole_lowchoice_v1_h03r_order129_shortroot1","129","13","5","v05","StrictMixedAxisBreak","axis_break_chain_hf1","Peak","0.979","76","3","Style=PressureHard | Score=11758 | TargetInitial=5 | OpeningRatio=0.039 | Straightness=0.460 | EarlyChoices=21.3/54 | LocalRun=6 | Jump=6.0 | NearRate=0.55 | Peel style=PressureHard seed=1013031073 fill=646/660(0.979) chains=76 remaining=14 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h03r_19_nutation_strict_mixed_localbreak_v1_rect_s13_o129_v00_strictmixedlocalbreak_local_break_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_19_nutation_strict_mixed_localbreak_v1_rect_s13_o129_v00_strictmixedlocalbreak_local_break_chain_hf1.asset","c5hole_lowchoice_v1_h03r_order129_shortroot1","129","13","0","v00","StrictMixedLocalBreak","local_break_chain_hf1","Peak","0.986","70","2","Style=PressureHard | Score=10516 | TargetInitial=5 | OpeningRatio=0.029 | Straightness=0.550 | EarlyChoices=27.3/56 | LocalRun=4 | Jump=8.5 | NearRate=0.48 | Peel style=PressureHard seed=571737614 fill=651/660(0.986) chains=70 remaining=9 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h03r_20_nutation_strict_mixed_localbreak_v1_rect_s13_o129_v01_strictmixedlocalbreak_local_break_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_20_nutation_strict_mixed_localbreak_v1_rect_s13_o129_v01_strictmixedlocalbreak_local_break_chain_hf1.asset","c5hole_lowchoice_v1_h03r_order129_shortroot1","129","13","1","v01","StrictMixedLocalBreak","local_break_chain_hf1","Peak","0.986","75","1","Style=PressureHard | Score=8472 | TargetInitial=5 | OpeningRatio=0.013 | Straightness=0.495 | EarlyChoices=28.7/59 | LocalRun=5 | Jump=6.9 | NearRate=0.55 | Peel style=PressureHard seed=542108515 fill=651/660(0.986) chains=75 remaining=9 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h03r_21_nutation_strict_mixed_localbreak_v1_rect_s13_o129_v02_strictmixedlocalbreak_local_break_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_21_nutation_strict_mixed_localbreak_v1_rect_s13_o129_v02_strictmixedlocalbreak_local_break_chain_hf1.asset","c5hole_lowchoice_v1_h03r_order129_shortroot1","129","13","2","v02","StrictMixedLocalBreak","local_break_chain_hf1","Peak","0.985","74","3","Style=PressureHard | Score=10856 | TargetInitial=5 | OpeningRatio=0.041 | Straightness=0.476 | EarlyChoices=25.1/51 | LocalRun=7 | Jump=8.2 | NearRate=0.52 | Peel style=PressureHard seed=559398008 fill=650/660(0.985) chains=74 remaining=10 rejectedShort=0 failedPeels=1"
"1","c5hole_lowchoice_v1_h03r_22_nutation_strict_mixed_localbreak_v1_rect_s13_o129_v03_strictmixedlocalbreak_local_break_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_22_nutation_strict_mixed_localbreak_v1_rect_s13_o129_v03_strictmixedlocalbreak_local_break_chain_hf1.asset","c5hole_lowchoice_v1_h03r_order129_shortroot1","129","13","3","v03","StrictMixedLocalBreak","local_break_chain_hf1","Peak","0.988","73","1","Style=PressureHard | Score=8863 | TargetInitial=5 | OpeningRatio=0.014 | Straightness=0.492 | EarlyChoices=29.9/56 | LocalRun=5 | Jump=6.3 | NearRate=0.55 | Peel style=PressureHard seed=554799140 fill=652/660(0.988) chains=73 remaining=8 rejectedShort=0 failedPeels=1"
