"selected","levelId","path","source","coverage","chains","maxChain","order","section10","replacementRole","productionDifficultyBand","plannedWidth","plannedHeight","plannedTargetChains","styleHint","profile","sourceReport","sourceIndex","openers","avgChoices","maxChoices","rhythmScore","rhythmClass","choicePressure","pseudoDepthRisk"
"1","campaign500_normal_full_v1_s27_s38_04_nutation_mixed_neutral_v1_rect_s27_o262_v00_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_04_nutation_mixed_neutral_v1_rect_s27_o262_v00_neutralmixed_mixed_chain.asset","Campaign500Missing48RawCandidatesV1","0.988","69","20","262","27","NormalB_NeutralOrPeelLight","NormalNeutral","22","30","102","dense","PSG_Normal_dense_NormalOrRecovery_Normal","campaign500_normal_full_v1_report.csv","4","2","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s27_s38_05_nutation_mixed_neutral_v1_rect_s27_o262_v01_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_05_nutation_mixed_neutral_v1_rect_s27_o262_v01_neutralmixed_mixed_chain.asset","Campaign500Missing48RawCandidatesV1","0.982","71","21","262","27","NormalB_NeutralOrPeelLight","NormalNeutral","22","30","102","dense","PSG_Normal_dense_NormalOrRecovery_Normal","campaign500_normal_full_v1_report.csv","5","2","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s27_s38_06_nutation_mixed_neutral_v1_rect_s27_o262_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_06_nutation_mixed_neutral_v1_rect_s27_o262_v02_neutralmixed_mixed_chain.asset","Campaign500Missing48RawCandidatesV1","0.985","71","21","262","27","NormalB_NeutralOrPeelLight","NormalNeutral","22","30","102","dense","PSG_Normal_dense_NormalOrRecovery_Normal","campaign500_normal_full_v1_report.csv","6","2","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s27_s38_19_nutation_peel_v2_rect_s28_o274_v00_peelmid_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_19_nutation_peel_v2_rect_s28_o274_v00_peelmid_curve_chain.asset","Campaign500Missing48RawCandidatesV1","0.972","71","21","274","28","Hard","Hard","23","31","131","section","PSG_Normal_section_VeryHard_Pressure","campaign500_normal_full_v1_report.csv","19","10","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s27_s38_20_nutation_peel_v2_rect_s28_o274_v01_peelmid_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_20_nutation_peel_v2_rect_s28_o274_v01_peelmid_curve_chain.asset","Campaign500Missing48RawCandidatesV1","0.972","74","21","274","28","Hard","Hard","23","31","131","section","PSG_Normal_section_VeryHard_Pressure","campaign500_normal_full_v1_report.csv","20","9","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s27_s38_21_nutation_peel_v2_rect_s28_o274_v02_peelmid_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_21_nutation_peel_v2_rect_s28_o274_v02_peelmid_curve_chain.asset","Campaign500Missing48RawCandidatesV1","0.972","75","19","274","28","Hard","Hard","23","31","131","section","PSG_Normal_section_VeryHard_Pressure","campaign500_normal_full_v1_report.csv","21","7","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s27_s38_31_nutation_peel_v2_rect_s29_o289_v00_peelmid_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_31_nutation_peel_v2_rect_s29_o289_v00_peelmid_curve_chain.asset","Campaign500Missing48RawCandidatesV1","0.976","71","19","289","29","Hard","Hard","23","31","115","section","PSG_Normal_section_Hard_Pressure","campaign500_normal_full_v1_report.csv","31","4","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s27_s38_32_nutation_peel_v2_rect_s29_o289_v01_peelmid_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_32_nutation_peel_v2_rect_s29_o289_v01_peelmid_curve_chain.asset","Campaign500Missing48RawCandidatesV1","0.975","78","21","289","29","Hard","Hard","23","31","115","section","PSG_Normal_section_Hard_Pressure","campaign500_normal_full_v1_report.csv","32","7","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s27_s38_33_nutation_peel_v2_rect_s29_o289_v02_peelmid_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_33_nutation_peel_v2_rect_s29_o289_v02_peelmid_curve_chain.asset","Campaign500Missing48RawCandidatesV1","0.966","82","21","289","29","Hard","Hard","23","31","115","section","PSG_Normal_section_Hard_Pressure","campaign500_normal_full_v1_report.csv","33","7","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s27_s38_46_nutation_pressure_peak_v1_rect_s30_o299_v00_pressurepeak_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_46_nutation_pressure_peak_v1_rect_s30_o299_v00_pressurepeak_mixed_chain.asset","Campaign500Missing48RawCandidatesV1","0.984","91","21","299","30","Peak","Peak","26","34","178","lock","PSG_Normal_lock_Extreme_Peak","campaign500_normal_full_v1_report.csv","46","2","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s27_s38_47_nutation_pressure_peak_v1_rect_s30_o299_v01_pressurepeak_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_47_nutation_pressure_peak_v1_rect_s30_o299_v01_pressurepeak_mixed_chain.asset","Campaign500Missing48RawCandidatesV1","0.988","89","21","299","30","Peak","Peak","26","34","178","lock","PSG_Normal_lock_Extreme_Peak","campaign500_normal_full_v1_report.csv","47","2","0","0","0","RawCandidate","Unknown","Unknown"
