campaignOrder,variant,sourcePath,assetPath,acceptedOps,operations,beforeStatus,afterStatus,beforeScore,afterScore,deltaScore,beforeChains,afterChains,beforeArrowTiles,afterArrowTiles,beforeOpening,afterOpening,beforeEarlyAvg,afterEarlyAvg,beforeAvgChoices,afterAvgChoices,beforeOuter,afterOuter,beforeDependency,afterDependency,greedySolved
425,skipped_v3,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_33_direct_advanced_veryhard_rect_lock_buckle_g0_v05.asset,,0,not_pressure_enough:none,HighLeak,HighLeak,676,676,0,213,213,1320,1320,27,27,27.9,27.9,18.343,18.343,27,27,1.624,1.624,True
387,original,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L387_d20die_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V3/hardening_L387_original_20260625_010852.asset,0,copy,HighLeak,HighLeak,662,662,0,149,149,1096,1096,34,34,30.9,30.9,15.799,15.799,34,34,1.896,1.896,True
387,pressure_v3,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L387_d20die_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V3/hardening_L387_pressure_20260625_010852.asset,2,redirect:reverse:27:score 662->636:outer 34->33:open 34->33:avg 15.799->14.362|reverse:21:score 636->623:outer 33->32:open 33->32:avg 14.362->14.128,HighLeak,MediumLeak,662,623,-39,149,149,1096,1096,34,32,30.9,28.9,15.799,14.128,34,32,1.896,1.88,True
474,skipped_v3,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_42_direct_advanced_veryhard_rect_dense_weave_g1_v06.asset,,0,not_pressure_enough:none,MediumLeak,MediumLeak,625,625,0,178,178,1124,1124,25,25,25.6,25.6,15.899,15.899,25,25,1.673,1.673,True
183,original,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L183_airplane_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V3/hardening_L183_original_20260625_010852.asset,0,copy,MediumLeak,MediumLeak,622,622,0,103,103,749,749,31,31,29.2,29.2,13.825,13.825,31,31,1.833,1.833,True
183,pressure_v3,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L183_airplane_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V3/hardening_L183_pressure_20260625_010852.asset,2,redirect:reverse:20:score 622->606:outer 31->30:open 31->30:avg 13.825->13.301|reverse:19:score 606->617:outer 30->29:open 30->29:avg 13.301->12.854,MediumLeak,MediumLeak,622,617,-5,103,103,749,749,31,29,29.2,27.2,13.825,12.854,31,29,1.833,1.824,True
494,skipped_v3,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_02_direct_advanced_veryhard_rect_dense_weave_g0_v01.asset,,0,not_pressure_enough:none,MediumLeak,MediumLeak,604,604,0,192,192,1138,1138,27,27,26.3,26.3,15.766,15.766,27,27,1.842,1.842,True
405,original,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_17_direct_polish_hard_pure_rect_maze_long_chain_g11_v09.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V3/hardening_L405_original_20260625_010852.asset,0,copy,MediumLeak,MediumLeak,602,602,0,170,170,1050,1050,25,25,26.2,26.2,15.906,15.906,25,25,1.6,1.6,True
405,pressure_v3,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_17_direct_polish_hard_pure_rect_maze_long_chain_g11_v09.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V3/hardening_L405_pressure_20260625_010852.asset,2,redirect:reverse:12:score 602->575:outer 25->24:open 25->24:avg 15.906->14.747|merge:3+18:len 10+10->20:score 575->523:chains 170->169:outer 24->22:open 24->22:avg 14.747->13.68,MediumLeak,MediumLeak,602,523,-79,170,169,1050,1050,25,22,26.2,22.9,15.906,13.68,25,22,1.6,1.592,True
490,skipped_v3,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_24_direct_advanced_veryhard_rect_section_unlock_g2_v03.asset,,1,not_pressure_enough:redirect:reverse:33:score 601->588:outer 28->27:open 28->27:avg 14.643->14.337,MediumLeak,MediumLeak,601,588,-13,199,199,1198,1198,28,27,27,26,14.643,14.337,28,27,1.696,1.692,True
343,original,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L343_skeletonskull_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V3/hardening_L343_original_20260625_010852.asset,0,copy,MediumLeak,MediumLeak,600,600,0,135,135,966,966,31,31,28.2,28.2,12.385,12.385,31,31,1.923,1.923,True
343,pressure_v3,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L343_skeletonskull_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V3/hardening_L343_pressure_20260625_010852.asset,4,redirect:reverse:12:score 600->586:outer 31->30:open 31->30:avg 12.385->12.089|reverse:1:score 586->574:outer 30->29:open 30->29:avg 12.089->11.852|merge:35+68:len 13+12->25:score 574->542:chains 135->134:outer 29->27:open 29->27:avg 11.852->10.627|merge:43+46:len 12+5->17:score 542->515:chains 134->133:outer 27->25:open 27->25:avg 10.627->10.158,MediumLeak,MediumLeak,600,515,-85,135,133,966,966,31,25,28.2,23,12.385,10.158,31,25,1.923,1.796,True
449,skipped_v3,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_14_direct_polish_hard_pure_rect_core_burst_g10_v02.asset,,0,not_pressure_enough:none,MediumLeak,MediumLeak,598,598,0,181,181,1090,1090,28,28,26.2,26.2,11.547,11.547,28,28,1.706,1.706,True
382,original,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_14_direct_polish_hard_pure_rect_stair_push_g11_v09.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V3/hardening_L382_original_20260625_010852.asset,0,copy,MediumLeak,MediumLeak,598,598,0,150,150,945,945,24,24,22.1,22.1,15.74,15.74,24,24,1.659,1.659,True
382,pressure_v3,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_14_direct_polish_hard_pure_rect_stair_push_g11_v09.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V3/hardening_L382_pressure_20260625_010852.asset,2,redirect:reverse:23:score 598->582:outer 24->23:open 24->23:avg 15.74->15.067|reverse:25:score 582->566:outer 23->22:open 23->22:avg 15.067->14.407,MediumLeak,MediumLeak,598,566,-32,150,150,945,945,24,22,22.1,20.1,15.74,14.407,24,22,1.659,1.648,True
173,original,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L173_teapot_large.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V3/hardening_L173_original_20260625_010852.asset,0,copy,MediumLeak,MediumLeak,596,596,0,104,104,840,840,25,25,26.1,26.1,15.625,15.625,25,25,1.684,1.684,True
173,pressure_v3,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L173_teapot_large.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V3/hardening_L173_pressure_20260625_010852.asset,6,redirect:reverse:100:score 596->568:outer 25->24:open 25->24:avg 15.625->14.663|reverse:91:score 568->541:outer 24->23:open 24->23:avg 14.663->13.75|merge:2+0:len 8+10->18:score 541->519:chains 104->103:outer 23->22:open 23->22:avg 13.75->13.485|merge:3+17:len 12+10->22:score 519->509:chains 103->102:outer 22->21:open 22->21:avg 13.485->13.578|merge:4+10:len 16+4->20:score 509->512:chains 102->101:outer 21->20:open 21->20:avg 13.578->14.218|merge:5+32:len 16+3->19:score 512->492:chains 101->100:outer 20->19:open 20->19:avg 14.218->13.66,MediumLeak,MediumLeak,596,492,-104,104,100,840,840,25,19,26.1,24.1,15.625,13.66,25,19,1.684,1.605,True
287,skipped_v3,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05.asset,,0,not_pressure_enough:none,MediumLeak,MediumLeak,594,594,0,214,214,1313,1313,25,25,24.8,24.8,16.136,16.136,25,25,1.751,1.751,True
452,skipped_v3,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01.asset,,0,not_pressure_enough:none,MediumLeak,MediumLeak,594,594,0,154,154,943,943,25,25,22,22,15.396,15.396,25,25,1.829,1.829,True
381,original,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_11_direct_polish_hard_pure_rect_dense_weave_g11_v09.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V3/hardening_L381_original_20260625_010852.asset,0,copy,MediumLeak,MediumLeak,587,587,0,145,145,892,892,27,27,24.8,24.8,14.779,14.779,27,27,1.814,1.814,True
381,pressure_v3,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_11_direct_polish_hard_pure_rect_dense_weave_g11_v09.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V3/hardening_L381_pressure_20260625_010852.asset,2,redirect:reverse:79:score 587->571:outer 27->26:open 27->26:avg 14.779->14.179|reverse:6:score 571->583:outer 26->25:open 26->25:avg 14.179->13.814,MediumLeak,MediumLeak,587,583,-4,145,145,892,892,27,25,24.8,22.8,14.779,13.814,27,25,1.814,1.7,True
166,original,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_19_direct_polish_normal_rect_section_unlock_g2_v03.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V3/hardening_L166_original_20260625_010852.asset,0,copy,MediumLeak,MediumLeak,583,583,0,119,119,745,745,22,22,25.1,25.1,13.714,13.714,22,22,1.66,1.66,True
166,pressure_v3,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_19_direct_polish_normal_rect_section_unlock_g2_v03.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V3/hardening_L166_pressure_20260625_010852.asset,2,redirect:reverse:44:score 583->543:outer 22->21:open 22->21:avg 13.714->13.017|reverse:1:score 543->528:outer 21->20:open 21->20:avg 13.017->12.983,MediumLeak,MediumLeak,583,528,-55,119,119,745,745,22,20,25.1,23.7,13.714,12.983,22,20,1.66,1.646,True
436,original,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V3/hardening_L436_original_20260625_010852.asset,0,copy,MediumLeak,MediumLeak,577,577,0,194,194,1195,1195,26,26,25.4,25.4,13.876,13.876,26,26,1.554,1.554,True
436,pressure_v3,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V3/hardening_L436_pressure_20260625_010852.asset,2,redirect:reverse:2:score 577->563:outer 26->25:open 26->25:avg 13.876->13.572|reverse:20:score 563->536:outer 25->24:open 25->24:avg 13.572->11.856,MediumLeak,MediumLeak,577,536,-41,194,194,1195,1195,26,24,25.4,23.4,13.876,11.856,26,24,1.554,1.465,True
238,original,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L238_cactus_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V3/hardening_L238_original_20260625_010852.asset,0,copy,MediumLeak,MediumLeak,577,577,0,106,106,778,778,24,24,23.3,23.3,17.075,17.075,24,24,1.829,1.829,True
238,pressure_v3,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L238_cactus_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V3/hardening_L238_pressure_20260625_010852.asset,2,redirect:reverse:13:score 577->554:outer 24->23:open 24->23:avg 17.075->16.67|reverse:73:score 554->532:outer 23->22:open 23->22:avg 16.67->16.425,MediumLeak,MediumLeak,577,532,-45,106,106,778,778,24,22,23.3,21.3,17.075,16.425,24,22,1.829,1.821,True
