campaignOrder,variant,sourcePath,assetPath,acceptedOps,operations,beforeStatus,afterStatus,beforeScore,afterScore,deltaScore,beforeChains,afterChains,beforeArrowTiles,afterArrowTiles,beforeOpening,afterOpening,beforeEarlyAvg,afterEarlyAvg,beforeAvgChoices,afterAvgChoices,beforeOuter,afterOuter,beforeDependency,afterDependency,greedySolved
425,skipped_v6,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_33_direct_advanced_veryhard_rect_lock_buckle_g0_v05.asset,,0,skip_size_or_low_opening_for_early_peel_gate_probe,HighLeak,HighLeak,676,676,0,213,213,1320,1320,27,27,27.9,27.9,18.343,18.343,27,27,1.624,1.624,True
387,original,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L387_d20die_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V6/hardening_L387_original_20260625_082646.asset,0,copy,HighLeak,HighLeak,662,662,0,149,149,1096,1096,34,34,30.9,30.9,15.799,15.799,34,34,1.896,1.896,True
387,early_peel_gate_v6,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L387_d20die_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V6/hardening_L387_early_peel_gate_20260625_082646.asset,4,earlyPeelGate:w2:t42:peelHookA_bendF3:path 1433-1391-1392:peel waves=3;removed=70;choices=34->15:score 662->601:chains 149->150:tiles 1096->1099:open 34->31:outer 34->31:avg 15.799->13.053|earlyPeelGate:w2:t149:peelHookA_hook3:path 1473-1474-1475:peel waves=3;removed=63;choices=31->8:score 601->555:chains 150->151:tiles 1099->1102:open 31->28:outer 31->28:avg 13.053->12.026|earlyPeelGate:w3:t14:peelHookB_hook3:path 1651-1609-1567:peel waves=4;removed=70;choices=28->5:score 555->483:chains 151->152:tiles 1102->1105:open 28->28:outer 28->28:avg 12.026->11.882|earlyPeelGate:w3:t36:peelHookB_bendF3:path 1477-1478-1436:peel waves=4;removed=70;choices=28->6:score 483->549:chains 152->153:tiles 1105->1108:open 28->28:outer 28->28:avg 11.882->11.706,HighLeak,MediumLeak,662,549,-113,149,153,1096,1108,34,28,30.9,23.8,15.799,11.706,34,28,1.896,2,True
474,skipped_v6,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_42_direct_advanced_veryhard_rect_dense_weave_g1_v06.asset,,0,not_early_peel_gate_enough:none,MediumLeak,MediumLeak,625,625,0,178,178,1124,1124,25,25,25.6,25.6,15.899,15.899,25,25,1.673,1.673,True
183,original,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L183_airplane_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V6/hardening_L183_original_20260625_082646.asset,0,copy,MediumLeak,MediumLeak,622,622,0,103,103,749,749,31,31,29.2,29.2,13.825,13.825,31,31,1.833,1.833,True
183,early_peel_gate_v6,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L183_airplane_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V6/hardening_L183_early_peel_gate_20260625_082646.asset,4,earlyPeelGate:w2:t9:peelHookB_bendF3:path 1012-970-969:peel waves=3;removed=62;choices=31->7:score 622->603:chains 103->104:tiles 749->752:open 31->30:outer 31->30:avg 13.825->12.962|earlyPeelGate:w2:t31:peelHookB_bendF3:path 579-621-622:peel waves=3;removed=62;choices=30->7:score 603->589:chains 104->105:tiles 752->755:open 30->30:outer 30->30:avg 12.962->12.105|earlyPeelGate:w2:t30:peelHookB_bendF3:path 452-494-495:peel waves=3;removed=61;choices=30->7:score 589->558:chains 105->106:tiles 755->758:open 30->28:outer 30->28:avg 12.105->11.057|earlyPeelGate:w2:t57:peelHookA_bendB3:path 69-68-110:peel waves=3;removed=58;choices=28->8:score 558->552:chains 106->107:tiles 758->761:open 28->28:outer 28->28:avg 11.057->10.383,MediumLeak,MediumLeak,622,552,-70,103,107,749,761,31,28,29.2,25.7,13.825,10.383,31,28,1.833,1.823,True
494,skipped_v6,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_02_direct_advanced_veryhard_rect_dense_weave_g0_v01.asset,,0,skip_size_or_low_opening_for_early_peel_gate_probe,MediumLeak,MediumLeak,604,604,0,192,192,1138,1138,27,27,26.3,26.3,15.766,15.766,27,27,1.842,1.842,True
405,skipped_v6,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_17_direct_polish_hard_pure_rect_maze_long_chain_g11_v09.asset,,0,not_early_peel_gate_enough:none,MediumLeak,MediumLeak,602,602,0,170,170,1050,1050,25,25,26.2,26.2,15.906,15.906,25,25,1.6,1.6,True
490,skipped_v6,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_24_direct_advanced_veryhard_rect_section_unlock_g2_v03.asset,,0,skip_size_or_low_opening_for_early_peel_gate_probe,MediumLeak,MediumLeak,601,601,0,199,199,1198,1198,28,28,27,27,14.643,14.643,28,28,1.696,1.696,True
343,original,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L343_skeletonskull_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V6/hardening_L343_original_20260625_082646.asset,0,copy,MediumLeak,MediumLeak,600,600,0,135,135,966,966,31,31,28.2,28.2,12.385,12.385,31,31,1.923,1.923,True
