campaignOrder,variant,sourcePath,assetPath,acceptedOps,operations,beforeStatus,afterStatus,beforeScore,afterScore,deltaScore,beforeChains,afterChains,beforeArrowTiles,afterArrowTiles,beforeOpening,afterOpening,beforeEarlyAvg,afterEarlyAvg,beforeAvgChoices,afterAvgChoices,beforeOuter,afterOuter,beforeDependency,afterDependency,greedySolved
425,skipped_v7,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_33_direct_advanced_veryhard_rect_lock_buckle_g0_v05.asset,,0,skip_size_or_low_opening_for_opening_peel_gate_probe,HighLeak,HighLeak,676,676,0,213,213,1320,1320,27,27,27.9,27.9,18.343,18.343,27,27,1.624,1.624,True
387,original,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L387_d20die_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V7/hardening_L387_original_20260625_091100.asset,0,copy,HighLeak,HighLeak,662,662,0,149,149,1096,1096,34,34,30.9,30.9,15.799,15.799,34,34,1.896,1.896,True
387,opening_peel_gate_v7,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L387_d20die_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V7/hardening_L387_opening_peel_gate_20260625_091100.asset,5,openingGate:t40:openingClosedB_closedBendF3:path 1433-1391-1392:score 662->601:chains 149->150:tiles 1096->1099:open 34->31:outer 34->31:avg 15.799->13.053|openingGate:t58:openingClosedB_closedBendF3:path 1464-1422-1423:score 601->558:chains 150->151:tiles 1099->1102:open 31->28:outer 31->28:avg 13.053->11.728|openingGate:t44:openingClosedA_closedBendF3:path 329-371-372:score 558->533:chains 151->152:tiles 1102->1105:open 28->26:outer 28->26:avg 11.728->11.158|openingGate:t7:openingClosedA_closedBendF3:path 421-463-464:score 533->514:chains 152->153:tiles 1105->1108:open 26->25:outer 26->25:avg 11.158->10.987|openingGate:t23:openingClosedB_closedBendF3:path 1382-1340-1341:score 514->494:chains 153->154:tiles 1108->1111:open 25->24:outer 25->24:avg 10.987->10.851,HighLeak,MediumLeak,662,494,-168,149,154,1096,1111,34,24,30.9,21.5,15.799,10.851,34,24,1.896,1.915,True
474,skipped_v7,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_42_direct_advanced_veryhard_rect_dense_weave_g1_v06.asset,,0,not_opening_peel_gate_enough:none,MediumLeak,MediumLeak,625,625,0,178,178,1124,1124,25,25,25.6,25.6,15.899,15.899,25,25,1.673,1.673,True
183,original,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L183_airplane_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V7/hardening_L183_original_20260625_091100.asset,0,copy,MediumLeak,MediumLeak,622,622,0,103,103,749,749,31,31,29.2,29.2,13.825,13.825,31,31,1.833,1.833,True
183,opening_peel_gate_v7,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L183_airplane_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V7/hardening_L183_opening_peel_gate_20260625_091100.asset,5,openingGate:t59:openingClosedA_closedBendF3:path 1355-1313-1312:score 622->582:chains 103->104:tiles 749->752:open 31->28:outer 31->28:avg 13.825->12.75|openingGate:t15:openingClosedB_closedBendF3:path 1455-1454-1412:score 582->554:chains 104->105:tiles 752->755:open 28->26:outer 28->26:avg 12.75->12.152|openingGate:t30:openingClosedB_closedBendF3:path 579-621-620:score 554->553:chains 105->106:tiles 755->758:open 26->25:outer 26->25:avg 12.152->11.104|openingGate:t2:openingClosedA_closedBendF3:path 1004-962-961:score 553->497:chains 106->107:tiles 758->761:open 25->24:outer 25->24:avg 11.104->10.29|openingGate:t44:openingClosedB_closedBendF3:path 390-391-433:score 497->467:chains 107->108:tiles 761->764:open 24->23:outer 24->23:avg 10.29->9.611,MediumLeak,MediumLeak,622,467,-155,103,108,749,764,31,23,29.2,19.5,13.825,9.611,31,23,1.833,1.871,True
494,skipped_v7,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_02_direct_advanced_veryhard_rect_dense_weave_g0_v01.asset,,0,skip_size_or_low_opening_for_opening_peel_gate_probe,MediumLeak,MediumLeak,604,604,0,192,192,1138,1138,27,27,26.3,26.3,15.766,15.766,27,27,1.842,1.842,True
405,skipped_v7,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_17_direct_polish_hard_pure_rect_maze_long_chain_g11_v09.asset,,0,not_opening_peel_gate_enough:none,MediumLeak,MediumLeak,602,602,0,170,170,1050,1050,25,25,26.2,26.2,15.906,15.906,25,25,1.6,1.6,True
490,skipped_v7,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_24_direct_advanced_veryhard_rect_section_unlock_g2_v03.asset,,0,skip_size_or_low_opening_for_opening_peel_gate_probe,MediumLeak,MediumLeak,601,601,0,199,199,1198,1198,28,28,27,27,14.643,14.643,28,28,1.696,1.696,True
343,original,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L343_skeletonskull_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V7/hardening_L343_original_20260625_091100.asset,0,copy,MediumLeak,MediumLeak,600,600,0,135,135,966,966,31,31,28.2,28.2,12.385,12.385,31,31,1.923,1.923,True
343,opening_peel_gate_v7,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L343_skeletonskull_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V7/hardening_L343_opening_peel_gate_20260625_091100.asset,5,openingGate:t58:openingClosedA_closedBendF3:path 337-375-376:score 600->570:chains 135->136:tiles 966->969:open 31->29:outer 31->29:avg 12.385->11.404|openingGate:t35:openingClosedA_closedBendF3:path 271-309-310:score 570->548:chains 136->137:tiles 969->972:open 29->28:outer 29->28:avg 11.404->10.088|openingGate:t10:openingClosedB_closedBendF3:path 345-383-382:score 548->534:chains 137->138:tiles 972->975:open 28->27:outer 28->27:avg 10.088->9.739|openingGate:t2:openingClosedA_closedBendF3:path 1509-1508-1546:score 534->511:chains 138->139:tiles 975->978:open 27->26:outer 27->26:avg 9.739->8.604|openingGate:t31:openingClosedA_closedBendF3:path 1474-1473-1511:score 511->482:chains 139->140:tiles 978->981:open 26->25:outer 26->25:avg 8.604->8.043,MediumLeak,MediumLeak,600,482,-118,135,140,966,981,31,25,28.2,20.8,12.385,8.043,31,25,1.923,1.757,True
449,skipped_v7,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_14_direct_polish_hard_pure_rect_core_burst_g10_v02.asset,,0,not_opening_peel_gate_enough:none,MediumLeak,MediumLeak,598,598,0,181,181,1090,1090,28,28,26.2,26.2,11.547,11.547,28,28,1.706,1.706,True
382,skipped_v7,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_14_direct_polish_hard_pure_rect_stair_push_g11_v09.asset,,0,not_opening_peel_gate_enough:none,MediumLeak,MediumLeak,598,598,0,150,150,945,945,24,24,22.1,22.1,15.74,15.74,24,24,1.659,1.659,True
173,original,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L173_teapot_large.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V7/hardening_L173_original_20260625_091100.asset,0,copy,MediumLeak,MediumLeak,596,596,0,104,104,840,840,25,25,26.1,26.1,15.625,15.625,25,25,1.684,1.684,True
