campaignOrder,variant,sourcePath,assetPath,acceptedOps,operations,beforeStatus,afterStatus,beforeScore,afterScore,deltaScore,beforeChains,afterChains,beforeArrowTiles,afterArrowTiles,beforeOpening,afterOpening,beforeEarlyAvg,afterEarlyAvg,beforeAvgChoices,afterAvgChoices,beforeOuter,afterOuter,beforeDependency,afterDependency,greedySolved
425,original,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_33_direct_advanced_veryhard_rect_lock_buckle_g0_v05.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V2/hardening_L425_original_20260624_234908.asset,0,copy,HighLeak,HighLeak,676,676,0,213,213,1320,1320,27,27,27.9,27.9,18.343,18.343,27,27,1.624,1.624,True
425,strong_v2,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_33_direct_advanced_veryhard_rect_lock_buckle_g0_v05.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V2/hardening_L425_strong_20260624_234908.asset,10,merge:14+26:len 8+8->16:score 676->643:chains 213->212:outer 27->26:open 27->26|merge:4+21:len 10+8->18:score 643->666:chains 212->211:outer 26->25:open 26->25|merge:25+49:len 5+3->8:score 666->648:chains 211->210:outer 25->24:open 25->24|merge:14+3:len 16+5->21:score 648->624:chains 210->209:outer 24->23:open 24->23|merge:20+21:len 8+8->16:score 624->560:chains 209->208:outer 23->21:open 23->21|merge:22+27:len 8+8->16:score 560->518:chains 208->207:outer 21->19:open 21->19|merge:6+5:len 7+8->15:score 518->471:chains 207->206:outer 19->17:open 19->17|merge:22+32:len 8+7->15:score 471->453:chains 206->205:outer 17->16:open 17->16|merge:0+23:len 5+5->10:score 453->432:chains 205->204:outer 16->15:open 16->15|merge:10+11:len 5+7->12:score 432->409:chains 204->203:outer 15->14:open 15->14,HighLeak,LowLeak,676,409,-267,213,203,1320,1320,27,14,27.9,21,18.343,13.103,27,14,1.624,1.561,True
387,original,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L387_d20die_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V2/hardening_L387_original_20260624_234908.asset,0,copy,HighLeak,HighLeak,662,662,0,149,149,1096,1096,34,34,30.9,30.9,15.799,15.799,34,34,1.896,1.896,True
387,strong_v2,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L387_d20die_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V2/hardening_L387_strong_20260624_234908.asset,9,merge:21+27:len 7+8->15:score 662->647:chains 149->148:outer 34->33:open 34->33|merge:23+16:len 8+9->17:score 647->634:chains 148->147:outer 33->32:open 33->32|merge:21+25:len 6+6->12:score 634->629:chains 147->146:outer 32->31:open 32->31|merge:1+4:len 10+10->20:score 629->614:chains 146->145:outer 31->30:open 31->30|merge:2+8:len 7+8->15:score 614->607:chains 145->144:outer 30->28:open 30->28|merge:16+29:len 11+7->18:score 607->604:chains 144->143:outer 28->27:open 28->27|merge:27+17:len 5+7->12:score 604->599:chains 143->142:outer 27->26:open 27->26|merge:14+4:len 5+8->13:score 599->586:chains 142->141:outer 26->25:open 26->25|merge:14+57:len 5+3->8:score 586->561:chains 141->140:outer 25->24:open 25->24,HighLeak,MediumLeak,662,561,-101,149,140,1096,1096,34,24,30.9,24.4,15.799,15.279,34,24,1.896,1.836,True
474,original,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_42_direct_advanced_veryhard_rect_dense_weave_g1_v06.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V2/hardening_L474_original_20260624_234908.asset,0,copy,MediumLeak,MediumLeak,625,625,0,178,178,1124,1124,25,25,25.6,25.6,15.899,15.899,25,25,1.673,1.673,True
474,strong_v2,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_42_direct_advanced_veryhard_rect_dense_weave_g1_v06.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V2/hardening_L474_strong_20260624_234908.asset,10,merge:13+16:len 10+10->20:score 625->601:chains 178->177:outer 25->24:open 25->24|merge:43+54:len 8+2->10:score 601->560:chains 177->176:outer 24->22:open 24->22|merge:2+8:len 10+8->18:score 560->518:chains 176->175:outer 22->20:open 22->20|merge:3+17:len 7+8->15:score 518->494:chains 175->174:outer 20->19:open 20->19|merge:26+20:len 8+6->14:score 494->444:chains 174->173:outer 19->17:open 19->17|merge:16+22:len 4+4->8:score 444->417:chains 173->172:outer 17->16:open 17->16|merge:16+15:len 8+5->13:score 417->401:chains 172->171:outer 16->15:open 16->15|merge:9+14:len 8+9->17:score 401->383:chains 171->170:outer 15->14:open 15->14|merge:8+13:len 6+9->15:score 383->354:chains 170->169:outer 14->13:open 14->13|merge:18+25:len 10+6->16:score 354->341:chains 169->168:outer 13->12:open 13->12,MediumLeak,LowLeak,625,341,-284,178,168,1124,1124,25,12,25.6,15.4,15.899,13.631,25,12,1.673,1.628,True
183,original,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L183_airplane_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V2/hardening_L183_original_20260624_234908.asset,0,copy,MediumLeak,MediumLeak,622,622,0,103,103,749,749,31,31,29.2,29.2,13.825,13.825,31,31,1.833,1.833,True
183,strong_v2,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L183_airplane_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V2/hardening_L183_strong_20260624_234908.asset,6,merge:56+59:len 10+13->23:score 622->608:chains 103->102:outer 31->30:open 31->30|merge:0+47:len 11+8->19:score 608->599:chains 102->101:outer 30->29:open 30->29|merge:15+18:len 7+6->13:score 599->570:chains 101->100:outer 29->27:open 29->27|merge:10+19:len 5+5->10:score 570->558:chains 100->99:outer 27->26:open 27->26|merge:10+8:len 10+8->18:score 558->552:chains 99->98:outer 26->25:open 26->25|merge:45+27:len 4+13->17:score 552->529:chains 98->97:outer 25->24:open 25->24,MediumLeak,MediumLeak,622,529,-93,103,97,749,749,31,24,29.2,23.2,13.825,11.99,31,24,1.833,1.712,True
494,original,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_02_direct_advanced_veryhard_rect_dense_weave_g0_v01.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V2/hardening_L494_original_20260624_234908.asset,0,copy,MediumLeak,MediumLeak,604,604,0,192,192,1138,1138,27,27,26.3,26.3,15.766,15.766,27,27,1.842,1.842,True
494,strong_v2,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_02_direct_advanced_veryhard_rect_dense_weave_g0_v01.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V2/hardening_L494_strong_20260624_234908.asset,10,merge:9+13:len 4+5->9:score 604->597:chains 192->191:outer 27->26:open 27->26|merge:8+6:len 7+6->13:score 597->566:chains 191->190:outer 26->24:open 26->24|merge:13+18:len 6+7->13:score 566->524:chains 190->189:outer 24->22:open 24->22|merge:37+5:len 6+9->15:score 524->483:chains 189->188:outer 22->20:open 22->20|merge:20+23:len 4+4->8:score 483->486:chains 188->187:outer 20->19:open 20->19|merge:13+2:len 5+4->9:score 486->473:chains 187->186:outer 19->18:open 19->18|merge:17+19:len 5+8->13:score 473->432:chains 186->185:outer 18->16:open 18->16|merge:1+38:len 7+4->11:score 432->407:chains 185->184:outer 16->15:open 16->15|merge:28+18:len 9+4->13:score 407->375:chains 184->183:outer 15->14:open 15->14|merge:19+4:len 6+10->16:score 375->322:chains 183->182:outer 14->13:open 14->13,MediumLeak,LowLeak,604,322,-282,192,182,1138,1138,27,13,26.3,11.2,15.766,12.912,27,13,1.842,1.716,True
