planId,chainIndex,headIndex,headDir,length,outerHead,anchoredHead,pressure,label,path,xyPath
1,1,496,R,6,False,True,38,anchored,496 495 494 493 517 541,16:20 15:20 14:20 13:20 13:21 13:22
1,2,211,R,6,False,True,37,anchored,211 210 234 258 282 306,19:8 18:8 18:9 18:10 18:11 18:12
1,3,391,R,6,False,True,32,anchored,391 390 414 438 462 486,7:16 6:16 6:17 6:18 6:19 6:20
1,4,469,U,6,False,True,28,anchored,469 445 421 397 396 395,13:19 13:18 13:17 13:16 12:16 11:16
1,5,583,R,6,False,True,29,anchored,583 582 581 605 629 653,7:24 6:24 5:24 5:25 5:26 5:27
1,6,406,D,6,False,True,24,anchored,406 430 429 428 427 426,22:16 22:17 21:17 20:17 19:17 18:17
1,7,413,U,6,False,True,24,anchored,413 389 388 387 386 385,5:17 5:16 4:16 3:16 2:16 1:16
1,8,59,D,6,False,True,26,anchored,59 83 107 108 109 110,11:2 11:3 11:4 12:4 13:4 14:4
1,9,562,R,6,False,True,26,anchored,562 561 560 559 558 534,10:23 9:23 8:23 7:23 6:23 6:22
1,10,392,D,6,False,True,24,anchored,392 416 417 418 419 420,8:16 8:17 9:17 10:17 11:17 12:17
1,11,224,R,6,False,True,28,anchored,224 223 222 221 245 269,8:9 7:9 6:9 5:9 5:10 5:11
1,12,136,D,6,False,True,23,anchored,136 160 184 185 186 187,16:5 16:6 16:7 17:7 18:7 19:7
1,13,37,L,6,False,True,19,anchored,37 38 39 40 41 65,13:1 14:1 15:1 16:1 17:1 17:2
1,14,103,D,6,False,True,22,anchored,103 127 151 175 176 177,7:4 7:5 7:6 7:7 8:7 9:7
1,15,753,L,6,False,True,22,anchored,753 754 755 756 757 758,9:31 10:31 11:31 12:31 13:31 14:31
1,16,378,R,6,False,True,20,anchored,378 377 376 400 424 423,18:15 17:15 16:15 16:16 16:17 15:17
1,17,468,R,6,False,True,22,anchored,468 467 466 465 464 488,12:19 11:19 10:19 9:19 8:19 8:20
1,18,470,L,6,False,True,22,anchored,470 471 472 473 474 498,14:19 15:19 16:19 17:19 18:19 18:20
1,19,45,R,6,False,True,18,anchored,45 44 43 42 66 90,21:1 20:1 19:1 18:1 18:2 18:3
1,20,608,R,6,False,True,21,anchored,608 607 606 630 654 678,8:25 7:25 6:25 6:26 6:27 6:28
1,21,79,R,6,False,True,16,anchored,79 78 77 76 52 28,7:3 6:3 5:3 4:3 4:2 4:1
1,22,194,L,6,False,True,20,anchored,194 195 196 220 244 268,2:8 3:8 4:8 4:9 4:10 4:11
1,23,450,L,6,False,True,15,anchored,450 451 452 453 454 478,18:18 19:18 20:18 21:18 22:18 22:19
1,24,235,D,6,False,True,18,anchored,235 259 283 307 308 309,19:9 19:10 19:11 19:12 20:12 21:12
1,25,460,D,6,False,True,14,anchored,460 484 508 509 510 511,4:19 4:20 4:21 5:21 6:21 7:21
1,26,664,D,6,False,True,20,anchored,664 688 712 713 714 715,16:27 16:28 16:29 17:29 18:29 19:29
1,27,225,U,5,False,True,15,anchored,225 201 200 199 198,9:9 9:8 8:8 7:8 6:8
1,28,736,L,6,False,True,10,anchored,736 737 738 739 763 787,16:30 17:30 18:30 19:30 19:31 19:32
1,29,393,U,6,False,True,11,anchored,393 369 368 367 366 365,9:16 9:15 8:15 7:15 6:15 5:15
1,30,188,L,6,False,True,9,anchored,188 189 165 141 117 118,20:7 21:7 21:6 21:5 21:4 22:4
1,31,482,D,6,False,True,12,anchored,482 506 530 554 578 577,2:20 2:21 2:22 2:23 2:24 1:24
1,32,703,L,4,False,True,15,anchored,703 704 705 706,7:29 8:29 9:29 10:29
1,33,674,R,6,False,True,1,anchored,674 673 697 721 745 769,2:28 1:28 1:29 1:30 1:31 1:32
1,34,750,D,6,False,True,4,anchored,750 774 798 797 796 795,6:31 6:32 6:33 5:33 4:33 3:33
1,35,740,L,6,False,True,3,anchored,740 741 742 743 719 695,20:30 21:30 22:30 23:30 23:29 23:28
1,36,332,L,5,False,True,13,anchored,332 333 357 381 405,20:13 21:13 21:14 21:15 21:16
1,37,591,L,5,False,True,7,anchored,591 592 593 569 545,15:24 16:24 17:24 17:23 17:22
1,38,677,R,4,False,True,11,anchored,677 676 700 724,5:28 4:28 4:29 4:30
1,39,82,U,3,False,True,12,anchored,82 58 57,10:3 10:2 9:2
1,40,102,D,2,False,True,10,anchored,102 126,6:4 6:5
1,41,689,U,2,False,True,10,anchored,689 665,17:28 17:27
1,42,322,L,4,False,True,10,anchored,322 323 347 371,10:13 11:13 11:14 11:15
1,43,330,R,6,False,True,10,anchored,330 329 305 281 257 233,18:13 17:13 17:12 17:11 17:10 17:9
1,44,584,L,2,False,True,8,anchored,584 585,8:24 9:24
1,45,522,D,3,False,True,8,anchored,522 546 570,18:21 18:22 18:23
1,46,51,R,6,False,True,1,anchored,51 50 49 48 72 96,3:2 2:2 1:2 0:2 0:3 0:4
1,47,362,R,6,False,True,3,anchored,362 361 360 336 312 288,2:15 1:15 0:15 0:14 0:13 0:12
1,48,250,L,3,False,True,4,anchored,250 251 275,10:10 11:10 11:11
1,49,762,D,6,False,True,-1,anchored,762 786 810 811 812 813,18:31 18:32 18:33 19:33 20:33 21:33
1,50,279,D,3,False,True,4,anchored,279 303 302,15:11 15:12 14:12
1,51,548,D,3,False,True,4,anchored,548 572 573,20:22 20:23 21:23
1,52,764,L,6,False,True,-3,anchored,764 765 766 767 791 815,20:31 21:31 22:31 23:31 23:32 23:33
1,53,181,D,2,False,True,6,anchored,181 205,13:7 13:8
1,54,217,D,4,False,True,3,anchored,217 241 265 264,1:9 1:10 1:11 0:11
1,55,247,D,3,False,True,8,anchored,247 271 295,7:10 7:11 7:12
1,56,516,D,4,False,True,12,anchored,516 540 564 588,12:21 12:22 12:23 12:24
1,57,172,U,2,False,True,3,anchored,172 148,4:7 4:6
1,58,285,U,2,False,True,3,anchored,285 261,21:11 21:10
1,59,53,U,6,False,True,-1,anchored,53 29 5 4 3 2,5:2 5:1 5:0 4:0 3:0 2:0
1,60,382,U,2,False,True,5,anchored,382 358,22:15 22:14
1,61,98,D,3,False,True,6,anchored,98 122 123,2:4 2:5 3:5
1,62,776,D,6,False,False,2,plain,776 800 801 802 803 804,8:32 8:33 9:33 10:33 11:33 12:33
1,63,649,R,6,False,False,-5,plain,649 648 672 696 720 744,1:27 0:27 0:28 0:29 0:30 0:31
1,64,99,D,1,False,True,2,anchored,99,3:4
1,65,89,R,3,False,True,10,anchored,89 88 64,17:3 16:3 16:2
1,66,477,D,3,False,True,7,anchored,477 501 502,21:19 21:20 22:20
1,67,84,L,2,False,True,4,anchored,84 85,12:3 13:3
1,68,363,U,4,False,True,8,anchored,363 339 338 337,3:15 3:14 2:14 1:14
1,69,27,R,5,False,True,-5,anchored,27 26 25 24 0,3:1 2:1 1:1 0:1 0:0
1,70,384,D,4,False,False,4,plain,384 408 409 410,0:16 0:17 1:17 2:17
1,71,497,D,6,True,False,20,outer,497 521 520 519 518 542,17:20 17:21 16:21 15:21 14:21 14:22
1,72,246,D,1,False,False,5,plain,246,6:10
1,73,219,D,1,False,False,4,plain,219,3:9
1,74,526,L,6,False,False,0,plain,526 527 503 479 455 431,22:21 23:21 23:20 23:19 23:18 23:17
1,75,539,D,1,False,False,3,plain,539,11:22
1,76,63,D,1,False,False,2,plain,63,15:2
1,77,81,D,1,False,False,2,plain,81,9:3
1,78,101,D,1,False,False,2,plain,101,5:4
1,79,476,D,1,False,False,2,plain,476,20:19
1,80,612,D,1,False,False,1,plain,612,12:25
1,81,625,R,6,False,False,-5,plain,625 624 600 576 552 528,1:26 0:26 0:25 0:24 0:23 0:22
1,82,9,L,6,False,False,4,plain,9 10 11 12 36 60,9:0 10:0 11:0 12:0 12:1 12:2
1,83,490,D,1,False,False,2,plain,490,10:20
1,84,531,D,1,False,False,2,plain,531,3:22
1,85,91,D,1,False,False,4,plain,91,19:3
1,86,69,D,1,False,False,2,plain,69,21:2
1,87,68,D,1,False,False,3,plain,68,20:2
1,88,6,L,4,False,False,-1,plain,6 7 8 32,6:0 7:0 8:0 8:1
1,89,22,L,6,False,False,-1,plain,22 23 47 71 95 119,22:0 23:0 23:1 23:2 23:3 23:4
1,90,551,D,6,False,False,0,plain,551 575 599 623 647 671,23:22 23:23 23:24 23:25 23:26 23:27
1,91,143,D,6,False,False,0,plain,143 167 191 215 239 263,23:5 23:6 23:7 23:8 23:9 23:10
1,92,768,D,3,False,False,-2,plain,768 792 793,0:32 0:33 1:33
1,93,805,L,4,False,False,-1,plain,805 806 807 783,13:33 14:33 15:33 15:32
1,94,799,U,2,True,False,3,outer,799 775,7:33 7:32
1,95,725,D,1,False,False,1,plain,725,5:30
1,96,728,D,1,False,False,1,plain,728,8:30
1,97,643,D,1,False,False,0,plain,643,19:26
1,98,657,D,1,False,False,0,plain,657,9:27
1,99,709,D,1,False,False,0,plain,709,13:29
1,100,808,D,1,False,False,0,plain,808,16:33
1,101,809,D,1,False,False,0,plain,809,17:33
1,102,513,D,1,False,False,2,plain,513,9:21
1,103,240,U,6,False,False,-2,plain,240 216 192 168 144 120,0:10 0:9 0:8 0:7 0:6 0:5
1,104,602,D,1,False,False,1,plain,602,2:25
1,105,603,D,1,False,False,0,plain,603,3:25
1,106,604,D,1,False,False,1,plain,604,4:25
1,107,335,U,3,False,False,0,plain,335 311 287,23:13 23:12 23:11
1,108,814,D,1,False,False,-1,plain,814,22:33
2,1,496,R,6,False,True,38,anchored,496 495 494 493 517 541,16:20 15:20 14:20 13:20 13:21 13:22
2,2,211,R,6,False,True,37,anchored,211 210 234 258 282 306,19:8 18:8 18:9 18:10 18:11 18:12
2,3,391,R,6,False,True,32,anchored,391 390 414 438 462 486,7:16 6:16 6:17 6:18 6:19 6:20
2,4,469,U,6,False,True,28,anchored,469 445 421 397 396 395,13:19 13:18 13:17 13:16 12:16 11:16
2,5,583,R,6,False,True,29,anchored,583 582 581 605 629 653,7:24 6:24 5:24 5:25 5:26 5:27
2,6,406,D,6,False,True,24,anchored,406 430 429 428 427 426,22:16 22:17 21:17 20:17 19:17 18:17
2,7,413,U,6,False,True,24,anchored,413 389 388 387 386 385,5:17 5:16 4:16 3:16 2:16 1:16
2,8,59,D,6,False,True,26,anchored,59 83 107 108 109 110,11:2 11:3 11:4 12:4 13:4 14:4
2,9,562,R,6,False,True,26,anchored,562 561 560 559 558 534,10:23 9:23 8:23 7:23 6:23 6:22
2,10,392,D,6,False,True,24,anchored,392 416 417 418 419 420,8:16 8:17 9:17 10:17 11:17 12:17
2,11,224,R,6,False,True,28,anchored,224 223 222 221 245 269,8:9 7:9 6:9 5:9 5:10 5:11
2,12,136,D,6,False,True,23,anchored,136 160 184 185 186 187,16:5 16:6 16:7 17:7 18:7 19:7
2,13,37,L,6,False,True,19,anchored,37 38 39 40 41 65,13:1 14:1 15:1 16:1 17:1 17:2
2,14,103,D,6,False,True,22,anchored,103 127 151 175 176 177,7:4 7:5 7:6 7:7 8:7 9:7
2,15,753,L,6,False,True,22,anchored,753 754 755 756 757 758,9:31 10:31 11:31 12:31 13:31 14:31
2,16,378,R,6,False,True,20,anchored,378 377 376 400 424 423,18:15 17:15 16:15 16:16 16:17 15:17
2,17,468,R,6,False,True,22,anchored,468 467 466 465 464 488,12:19 11:19 10:19 9:19 8:19 8:20
