planId,chainIndex,headIndex,headDir,length,outerHead,anchoredHead,pressure,label,path,xyPath
1,1,496,R,6,False,True,38,anchored,496 495 494 493 517 541,16:20 15:20 14:20 13:20 13:21 13:22
1,2,244,L,6,False,True,30,anchored,244 245 246 247 271 295,4:10 5:10 6:10 7:10 7:11 7:12
1,3,469,U,6,False,True,28,anchored,469 445 421 397 396 395,13:19 13:18 13:17 13:16 12:16 11:16
1,4,361,D,6,False,True,22,anchored,361 385 386 387 388 389,1:15 1:16 2:16 3:16 4:16 5:16
1,5,393,D,6,False,True,25,anchored,393 417 416 415 414 413,9:16 9:17 8:17 7:17 6:17 5:17
1,6,406,D,6,False,True,24,anchored,406 430 429 428 427 426,22:16 22:17 21:17 20:17 19:17 18:17
1,7,583,R,6,False,True,25,anchored,583 582 581 605 629 653,7:24 6:24 5:24 5:25 5:26 5:27
1,8,110,R,6,False,True,23,anchored,110 109 108 107 83 59,14:4 13:4 12:4 11:4 11:3 11:2
1,9,754,L,6,False,True,23,anchored,754 755 756 757 758 782,10:31 11:31 12:31 13:31 14:31 14:32
1,10,102,L,6,False,True,25,anchored,102 103 104 128 152 176,6:4 7:4 8:4 8:5 8:6 8:7
1,11,462,R,6,False,True,24,anchored,462 461 485 486 487 488,6:19 5:19 5:20 6:20 7:20 8:20
1,12,346,D,6,False,True,20,anchored,346 370 394 418 419 420,10:14 10:15 10:16 10:17 11:17 12:17
1,13,470,U,6,False,True,20,anchored,470 446 422 423 424 425,14:19 14:18 14:17 15:17 16:17 17:17
1,14,663,L,6,False,True,24,anchored,663 664 665 689 713 737,15:27 16:27 17:27 17:28 17:29 17:30
1,15,511,D,6,False,True,22,anchored,511 535 559 560 561 562,7:21 7:22 7:23 8:23 9:23 10:23
1,16,272,D,6,False,True,22,anchored,272 296 320 319 318 317,8:11 8:12 8:13 7:13 6:13 5:13
1,17,136,D,6,False,True,19,anchored,136 160 184 185 186 187,16:5 16:6 16:7 17:7 18:7 19:7
1,18,88,L,6,False,True,18,anchored,88 89 90 91 67 43,16:3 17:3 18:3 19:3 19:2 19:1
1,19,126,L,6,False,True,22,anchored,126 127 151 175 199 223,6:5 7:5 7:6 7:7 7:8 7:9
1,20,471,L,6,False,True,21,anchored,471 472 473 474 498 522,15:19 16:19 17:19 18:19 18:20 18:21
1,21,444,D,6,False,True,20,anchored,444 468 467 466 465 464,12:18 12:19 11:19 10:19 9:19 8:19
1,22,368,U,6,False,True,16,anchored,368 344 343 367 391 392,8:15 8:14 7:14 7:15 7:16 8:16
1,23,138,L,6,False,True,16,anchored,138 139 140 141 165 189,18:5 19:5 20:5 21:5 21:6 21:7
1,24,270,R,6,False,True,21,anchored,270 269 268 292 316 340,6:11 5:11 4:11 4:12 4:13 4:14
1,25,209,L,6,False,True,13,anchored,209 210 211 235 259 283,17:8 18:8 19:8 19:9 19:10 19:11
1,26,79,R,6,False,True,16,anchored,79 78 77 76 52 28,7:3 6:3 5:3 4:3 4:2 4:1
1,27,261,D,6,False,True,14,anchored,261 285 309 333 357 358,21:10 21:11 21:12 21:13 21:14 22:14
1,28,606,D,6,False,True,13,anchored,606 630 654 678 677 676,6:25 6:26 6:27 6:28 5:28 4:28
1,29,715,D,6,False,True,9,anchored,715 739 763 787 811 812,19:29 19:30 19:31 19:32 19:33 20:33
1,30,453,L,5,False,True,14,anchored,453 454 478 502 526,21:18 22:18 22:19 22:20 22:21
1,31,201,L,6,False,True,16,anchored,201 202 203 227 251 275,9:8 10:8 11:8 11:9 11:10 11:11
1,32,148,D,5,False,True,13,anchored,148 172 196 195 194,4:6 4:7 4:8 3:8 2:8
1,33,308,R,6,False,True,14,anchored,308 307 306 282 258 234,20:12 19:12 18:12 18:11 18:10 18:9
1,34,37,R,6,False,True,12,anchored,37 36 35 34 58 82,13:1 12:1 11:1 10:1 10:2 10:3
1,35,322,L,4,False,True,11,anchored,322 323 347 371,10:13 11:13 11:14 11:15
1,36,65,R,6,False,True,7,anchored,65 64 63 39 40 16,17:2 16:2 15:2 15:1 16:1 16:0
1,37,242,U,6,False,True,12,anchored,242 218 219 220 221 222,2:10 2:9 3:9 4:9 5:9 6:9
1,38,330,R,6,False,True,6,anchored,330 329 305 281 257 233,18:13 17:13 17:12 17:11 17:10 17:9
1,39,703,L,4,False,True,15,anchored,703 704 705 706,7:29 8:29 9:29 10:29
1,40,740,L,6,False,True,3,anchored,740 741 742 743 719 695,20:30 21:30 22:30 23:30 23:29 23:28
1,41,484,U,6,False,True,14,anchored,484 460 436 437 438 439,4:20 4:19 4:18 5:18 6:18 7:18
1,42,554,D,6,False,True,2,anchored,554 578 602 626 650 651,2:23 2:24 2:25 2:26 2:27 3:27
1,43,753,D,6,False,True,1,anchored,753 777 776 775 774 773,9:31 9:32 8:32 7:32 6:32 5:32
1,44,699,D,6,False,True,2,anchored,699 723 747 748 749 750,3:29 3:30 3:31 4:31 5:31 6:31
1,45,546,R,4,False,True,10,anchored,546 545 521 497,18:22 17:22 17:21 17:20
1,46,482,D,6,False,True,8,anchored,482 506 507 508 509 510,2:20 2:21 3:21 4:21 5:21 6:21
1,47,675,R,6,False,True,-1,anchored,675 674 698 722 746 770,3:28 2:28 2:29 2:30 2:31 2:32
1,48,688,R,3,False,True,9,anchored,688 687 711,16:28 15:28 15:29
