"selected","levelId","path","source","sourceProjectRoot","sourceReportCsv","originalAssetPath","order","section10","styleHint","difficultyCode","experienceRole","mode","coverage","chains","portableOpeners","status"
"1","campaign500_psg_prod200_c02_o011_s050_n050_18_sgp_pressure_hard_campaign500_pure_relaxed_l086_dense","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c02\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c02_o011_s050_n050\campaign500_psg_prod200_c02_o011_s050_n050_18_sgp_pressure_hard_campaign500_pure_relaxed_l086_dense.asset","Campaign500PSGNormalUnified","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c02","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c02\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c02_o011_s050_n050_report.csv","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c02_o011_s050_n050/campaign500_psg_prod200_c02_o011_s050_n050_18_sgp_pressure_hard_campaign500_pure_relaxed_l086_dense.asset","86","9","dense","1","Normal","pure_relaxed","0.973","54","3","Style=PressureCampaignRelaxed | Score=-11957 | TargetInitial=4 | OpeningRatio=0.093 | EarlyChoices=28.4/56 | LocalRun=4 | Jump=6.2 | NearRate=0.45 | Direction=n/a | Peel style=PressureCampaignRelaxed seed=2352007 fill=436/448(0.973) chains=54 remaining=12 rejectedShort=0 failedPeels=1 | FlipGate=ops=2 initial=5->3 edgeHeads=7->5 earlyChoices=27.8/56 localRun=4 jump=5.8 near=0.52 targetInitial=3"
"1","campaign500_psg_prod200_c02_o011_s050_n050_15_sgp_pressure_hard_campaign500_language_a_l086_dense","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c02\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c02_o011_s050_n050\campaign500_psg_prod200_c02_o011_s050_n050_15_sgp_pressure_hard_campaign500_language_a_l086_dense.asset","Campaign500PSGNormalUnified","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c02","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c02\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c02_o011_s050_n050_report.csv","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c02_o011_s050_n050/campaign500_psg_prod200_c02_o011_s050_n050_15_sgp_pressure_hard_campaign500_language_a_l086_dense.asset","86","9","dense","1","Normal","language_a","0.991","73","3","Style=PressureCampaignDenseLang | Score=-3618 | TargetInitial=4 | OpeningRatio=0.041 | EarlyChoices=22.9/34 | LocalRun=5 | Jump=5.7 | NearRate=0.71 | Direction=n/a | Peel style=PressureCampaignDenseLang seed=42118305 fill=444/448(0.991) chains=73 remaining=4 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_prod200_c02_o011_s050_n050_19_sgp_pressure_hard_campaign500_layout_soft_l086_dense","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c02\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c02_o011_s050_n050\campaign500_psg_prod200_c02_o011_s050_n050_19_sgp_pressure_hard_campaign500_layout_soft_l086_dense.asset","Campaign500PSGNormalUnified","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c02","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c02\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c02_o011_s050_n050_report.csv","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c02_o011_s050_n050/campaign500_psg_prod200_c02_o011_s050_n050_19_sgp_pressure_hard_campaign500_layout_soft_l086_dense.asset","86","9","dense","1","Normal","layout_soft","0.976","76","3","Style=PressureCampaignMedium | Score=5434 | TargetInitial=5 | OpeningRatio=0.039 | EarlyChoices=28.5/44 | LocalRun=6 | Jump=7.6 | NearRate=0.58 | Direction=n/a | Peel style=PressureCampaignMedium seed=21002709 fill=527/540(0.976) chains=76 remaining=13 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_prod200_c02_o011_s050_n050_06_sgp_pressure_hard_campaign500_language_a_l084_lock","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c02\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c02_o011_s050_n050\campaign500_psg_prod200_c02_o011_s050_n050_06_sgp_pressure_hard_campaign500_language_a_l084_lock.asset","Campaign500PSGNormalUnified","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c02","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c02\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c02_o011_s050_n050_report.csv","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c02_o011_s050_n050/campaign500_psg_prod200_c02_o011_s050_n050_06_sgp_pressure_hard_campaign500_language_a_l084_lock.asset","84","9","lock","2","Pressure","language_a","0.993","89","2","Style=PressureCampaignLockLang | Score=25171 | TargetInitial=4 | OpeningRatio=0.022 | EarlyChoices=22.2/38 | LocalRun=6 | Jump=9.7 | NearRate=0.52 | Direction=n/a | Peel style=PressureCampaignLockLang seed=4438024 fill=667/672(0.993) chains=89 remaining=5 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_prod200_c02_o011_s050_n050_14_sgp_pressure_hard_campaign500_layout_soft_l085_maze","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c02\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c02_o011_s050_n050\campaign500_psg_prod200_c02_o011_s050_n050_14_sgp_pressure_hard_campaign500_layout_soft_l085_maze.asset","Campaign500PSGNormalUnified","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c02","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c02\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c02_o011_s050_n050_report.csv","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c02_o011_s050_n050/campaign500_psg_prod200_c02_o011_s050_n050_14_sgp_pressure_hard_campaign500_layout_soft_l085_maze.asset","85","9","maze","2","Recovery","layout_soft","0.987","94","4","Style=PressureCampaignMedium | Score=28318 | TargetInitial=7 | OpeningRatio=0.043 | EarlyChoices=21.2/41 | LocalRun=12 | Jump=4.5 | NearRate=0.90 | Direction=n/a | Peel style=PressureCampaignMedium seed=25145928 fill=704/713(0.987) chains=94 remaining=9 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_prod200_c02_o011_s050_n050_31_sgp_pressure_hard_campaign500_layout_soft_l090_section","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c02\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c02_o011_s050_n050\campaign500_psg_prod200_c02_o011_s050_n050_31_sgp_pressure_hard_campaign500_layout_soft_l090_section.asset","Campaign500PSGNormalUnified","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c02","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c02\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c02_o011_s050_n050_report.csv","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c02_o011_s050_n050/campaign500_psg_prod200_c02_o011_s050_n050_31_sgp_pressure_hard_campaign500_layout_soft_l090_section.asset","90","9","section","2","Normal","layout_soft","0.979","101","2","Style=PressureCampaignMedium | Score=30200 | TargetInitial=7 | OpeningRatio=0.020 | EarlyChoices=20.9/37 | LocalRun=12 | Jump=5.4 | NearRate=0.74 | Direction=n/a | Peel style=PressureCampaignMedium seed=18494840 fill=752/768(0.979) chains=101 remaining=16 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_prod200_c02_o011_s050_n050_44_sgp_pressure_hard_campaign500_layout_soft_l095_dense","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c02\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c02_o011_s050_n050\campaign500_psg_prod200_c02_o011_s050_n050_44_sgp_pressure_hard_campaign500_layout_soft_l095_dense.asset","Campaign500PSGNormalUnified","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c02","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c02\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c02_o011_s050_n050_report.csv","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c02_o011_s050_n050/campaign500_psg_prod200_c02_o011_s050_n050_44_sgp_pressure_hard_campaign500_layout_soft_l095_dense.asset","95","10","dense","1","Normal","layout_soft","0.975","85","3","Style=PressureCampaignShort | Score=-6056 | TargetInitial=6 | OpeningRatio=0.035 | EarlyChoices=22.5/34 | LocalRun=9 | Jump=5.0 | NearRate=0.74 | Direction=n/a | Peel style=PressureCampaignShort seed=28145178 fill=463/475(0.975) chains=85 remaining=12 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_prod200_c02_o011_s050_n050_41_sgp_pressure_hard_campaign500_language_b_l095_dense","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c02\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c02_o011_s050_n050\campaign500_psg_prod200_c02_o011_s050_n050_41_sgp_pressure_hard_campaign500_language_b_l095_dense.asset","Campaign500PSGNormalUnified","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c02","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c02\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c02_o011_s050_n050_report.csv","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c02_o011_s050_n050/campaign500_psg_prod200_c02_o011_s050_n050_41_sgp_pressure_hard_campaign500_language_b_l095_dense.asset","95","10","dense","1","Normal","language_b","0.975","92","6","Style=PressureCampaignDenseLang | Score=-28508 | TargetInitial=6 | OpeningRatio=0.076 | EarlyChoices=20.5/32 | LocalRun=7 | Jump=5.3 | NearRate=0.71 | Direction=n/a | Peel style=PressureCampaignDenseLang seed=17642604 fill=395/405(0.975) chains=92 remaining=10 rejectedShort=0 failedPeels=1 | FlipGate=ops=1 initial=7->6 edgeHeads=9->8 earlyChoices=20.7/33 localRun=8 jump=5.3 near=0.74 targetInitial=4"
"1","campaign500_psg_prod200_c02_o011_s050_n050_61_sgp_pressure_hard_campaign500_layout_soft_l100_lock","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c02\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c02_o011_s050_n050\campaign500_psg_prod200_c02_o011_s050_n050_61_sgp_pressure_hard_campaign500_layout_soft_l100_lock.asset","Campaign500PSGNormalUnified","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c02","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c02\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c02_o011_s050_n050_report.csv","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c02_o011_s050_n050/campaign500_psg_prod200_c02_o011_s050_n050_61_sgp_pressure_hard_campaign500_layout_soft_l100_lock.asset","100","10","lock","1","Normal","layout_soft","0.989","64","2","Style=PressureCampaignMedium | Score=2423 | TargetInitial=5 | OpeningRatio=0.031 | EarlyChoices=22.1/42 | LocalRun=7 | Jump=5.7 | NearRate=0.74 | Direction=n/a | Peel style=PressureCampaignMedium seed=25159199 fill=470/475(0.989) chains=64 remaining=5 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_prod200_c02_o011_s050_n050_58_sgp_pressure_hard_campaign500_language_a_l100_lock","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c02\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c02_o011_s050_n050\campaign500_psg_prod200_c02_o011_s050_n050_58_sgp_pressure_hard_campaign500_language_a_l100_lock.asset","Campaign500PSGNormalUnified","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c02","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c02\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c02_o011_s050_n050_report.csv","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c02_o011_s050_n050/campaign500_psg_prod200_c02_o011_s050_n050_58_sgp_pressure_hard_campaign500_language_a_l100_lock.asset","100","10","lock","1","Normal","language_a","0.987","52","2","Style=PressureCampaignLockLang | Score=-2232 | TargetInitial=3 | OpeningRatio=0.038 | EarlyChoices=20.9/37 | LocalRun=7 | Jump=6.1 | NearRate=0.65 | Direction=n/a | Peel style=PressureCampaignLockLang seed=6067883 fill=379/384(0.987) chains=52 remaining=5 rejectedShort=0 failedPeels=1"
