"selected","levelId","path","source","sourceProjectRoot","sourceReportCsv","originalAssetPath","order","section10","styleHint","difficultyCode","experienceRole","mode","coverage","chains","portableOpeners","status"
"1","campaign500_psg_prod200_c04_o011_s150_n050_21_sgp_pressure_hard_campaign500_layout_soft_l230_sweep","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_21_sgp_pressure_hard_campaign500_layout_soft_l230_sweep.asset","Campaign500PSGNormalUnified","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_21_sgp_pressure_hard_campaign500_layout_soft_l230_sweep.asset","230","23","sweep","1","Recovery","layout_soft","0.987","92","4","Style=PressureCampaignMedium | Score=4088 | TargetInitial=6 | OpeningRatio=0.054 | EarlyChoices=42.4/69 | LocalRun=6 | Jump=8.1 | NearRate=0.68 | Direction=n/a | Peel style=PressureCampaignMedium seed=5796850 fill=734/744(0.987) chains=92 remaining=10 rejectedShort=0 failedPeels=1 | FlipGate=ops=2 initial=5->4 edgeHeads=8->8 earlyChoices=36.2/60 localRun=6 jump=8.1 near=0.65 targetInitial=4"
"1","campaign500_psg_prod200_c04_o011_s150_n050_01_sgp_pressure_hard_campaign500_language_a_l224_section","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_01_sgp_pressure_hard_campaign500_language_a_l224_section.asset","Campaign500PSGNormalUnified","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_01_sgp_pressure_hard_campaign500_language_a_l224_section.asset","224","23","section","2","Pressure","language_a","0.992","105","2","Style=PressureCampaignSectionLang | Score=35725 | TargetInitial=6 | OpeningRatio=0.019 | EarlyChoices=21.8/46 | LocalRun=9 | Jump=5.7 | NearRate=0.68 | Direction=n/a | Peel style=PressureCampaignSectionLang seed=19536679 fill=764/770(0.992) chains=105 remaining=6 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_prod200_c04_o011_s150_n050_12_sgp_pressure_hard_campaign500_layout_soft_l227_lock","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_12_sgp_pressure_hard_campaign500_layout_soft_l227_lock.asset","Campaign500PSGNormalUnified","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_12_sgp_pressure_hard_campaign500_layout_soft_l227_lock.asset","227","23","lock","4","Peak","layout_soft","0.981","148","4","Style=PressureCampaignMedium | Score=46425 | TargetInitial=10 | OpeningRatio=0.027 | EarlyChoices=36.1/56 | LocalRun=11 | Jump=5.3 | NearRate=0.84 | Direction=n/a | Peel style=PressureCampaignMedium seed=27497715 fill=1016/1036(0.981) chains=148 remaining=20 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_prod200_c04_o011_s150_n050_16_sgp_pressure_hard_campaign500_layout_soft_l229_section","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_16_sgp_pressure_hard_campaign500_layout_soft_l229_section.asset","Campaign500PSGNormalUnified","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_16_sgp_pressure_hard_campaign500_layout_soft_l229_section.asset","229","23","section","2","Pressure","layout_soft","0.981","110","3","Style=PressureCampaignMedium | Score=23603 | TargetInitial=8 | OpeningRatio=0.027 | EarlyChoices=30.7/54 | LocalRun=11 | Jump=7.1 | NearRate=0.74 | Direction=n/a | Peel style=PressureCampaignMedium seed=5855638 fill=809/825(0.981) chains=110 remaining=16 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_prod200_c04_o011_s150_n050_26_sgp_pressure_hard_campaign500_layout_soft_l231_maze","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_26_sgp_pressure_hard_campaign500_layout_soft_l231_maze.asset","Campaign500PSGNormalUnified","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_26_sgp_pressure_hard_campaign500_layout_soft_l231_maze.asset","231","24","maze","1","Recovery","layout_soft","0.983","109","3","Style=PressureCampaignShort | Score=7434 | TargetInitial=8 | OpeningRatio=0.028 | EarlyChoices=26.7/46 | LocalRun=9 | Jump=4.5 | NearRate=0.74 | Direction=n/a | Peel style=PressureCampaignShort seed=28150474 fill=627/638(0.983) chains=109 remaining=11 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_prod200_c04_o011_s150_n050_31_sgp_pressure_hard_campaign500_language_a_l234_sweep","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_31_sgp_pressure_hard_campaign500_language_a_l234_sweep.asset","Campaign500PSGNormalUnified","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_31_sgp_pressure_hard_campaign500_language_a_l234_sweep.asset","234","24","sweep","1","Recovery","language_a","0.996","45","3","Style=PressureCampaignSweepLang | Score=973 | TargetInitial=3 | OpeningRatio=0.067 | EarlyChoices=24.4/45 | LocalRun=3 | Jump=5.5 | NearRate=0.45 | Direction=n/a | Peel style=PressureCampaignSweepLang seed=22639672 fill=448/450(0.996) chains=45 remaining=2 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_prod200_c04_o011_s150_n050_42_sgp_pressure_hard_campaign500_layout_soft_l237_lock","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_42_sgp_pressure_hard_campaign500_layout_soft_l237_lock.asset","Campaign500PSGNormalUnified","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_42_sgp_pressure_hard_campaign500_layout_soft_l237_lock.asset","237","24","lock","1","Normal","layout_soft","0.977","97","6","Style=PressureCampaignMedium | Score=26082 | TargetInitial=7 | OpeningRatio=0.072 | EarlyChoices=23.3/42 | LocalRun=7 | Jump=6.9 | NearRate=0.74 | Direction=n/a | Peel style=PressureCampaignMedium seed=9864946 fill=727/744(0.977) chains=97 remaining=17 rejectedShort=0 failedPeels=1 | FlipGate=ops=4 initial=7->6 edgeHeads=12->9 earlyChoices=21.5/39 localRun=6 jump=7.1 near=0.71 targetInitial=4"
"1","campaign500_psg_prod200_c04_o011_s150_n050_50_sgp_pressure_hard_campaign500_layout_soft_l240_section","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_50_sgp_pressure_hard_campaign500_layout_soft_l240_section.asset","Campaign500PSGNormalUnified","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_50_sgp_pressure_hard_campaign500_layout_soft_l240_section.asset","240","24","section","1","Recovery","layout_soft","0.972","96","2","Style=PressureCampaignMedium | Score=19579 | TargetInitial=7 | OpeningRatio=0.021 | EarlyChoices=21.9/45 | LocalRun=10 | Jump=6.4 | NearRate=0.65 | Direction=n/a | Peel style=PressureCampaignMedium seed=6377751 fill=671/690(0.972) chains=96 remaining=19 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_prod200_c04_o011_s150_n050_30_sgp_pressure_hard_campaign500_layout_soft_l232_lock","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_30_sgp_pressure_hard_campaign500_layout_soft_l232_lock.asset","Campaign500PSGNormalUnified","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_30_sgp_pressure_hard_campaign500_layout_soft_l232_lock.asset","232","24","lock","3","Pressure","layout_soft","0.986","122","5","Style=PressureCampaignMedium | Score=32562 | TargetInitial=9 | OpeningRatio=0.049 | EarlyChoices=36.2/49 | LocalRun=7 | Jump=8.3 | NearRate=0.65 | Direction=n/a | Peel style=PressureCampaignMedium seed=24521318 fill=872/884(0.986) chains=122 remaining=12 rejectedShort=0 failedPeels=1 | FlipGate=ops=2 initial=6->5 edgeHeads=9->8 earlyChoices=28.2/43 localRun=10 jump=6.1 near=0.77 targetInitial=5"
"1","campaign500_psg_prod200_c04_o011_s150_n050_27_sgp_pressure_hard_campaign500_language_a_l232_lock","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_27_sgp_pressure_hard_campaign500_language_a_l232_lock.asset","Campaign500PSGNormalUnified","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_27_sgp_pressure_hard_campaign500_language_a_l232_lock.asset","232","24","lock","3","Pressure","language_a","0.988","120","4","Style=PressureCampaignLockLang | Score=30967 | TargetInitial=6 | OpeningRatio=0.033 | EarlyChoices=32.7/50 | LocalRun=5 | Jump=6.5 | NearRate=0.68 | Direction=n/a | Peel style=PressureCampaignLockLang seed=21660621 fill=886/897(0.988) chains=120 remaining=11 rejectedShort=0 failedPeels=1"
