"rankClass","psgRankScore","processKeep","visualPass","keepCandidate","stsMetricPresent","stsPass","stsKeepCandidate","rejectReasons","slot","sourceIndex","order","sourceBatch","sourceReport","section10","mode","styleHint","profileHint","type","styleFamily","generatorVariant","generatorGrammar","chainLanguage","chainTags","flowLanguage","flowTags","riskTags","styleRiskBand","specId","levelId","assetPath","path","selected","width","height","sourceCoverage","chains","sourceAvgChain","sourceMaxChain","sourceStraightness","sourceShortChainRate","sourceEdgeHeadRate","sourceOpeners","sourceEdgeHeads","solved","processTier","processTierReason","avgChoices","maxChoices","localPatchRun","nearOuterRun","dependencyFollowRun","directionalRisk","stripeRisk","edgeInwardSweepRun","edgeInwardSweepSide","startSideHint","solveVectorRun","solveTraceQualityScore","solveTraceCollapseRiskScore","solveAxisDriftRate","solveSameAxisRunMax","solveSameDirHeadRunMax","solveRegionEntropy","solveRegionCollapseRunMax","solveFrontWidthAvg","solveFrontWidthNarrowRate","dependencyRegionEntropy","dependencyLocalSameRegionRate","dependencySameAxisHeadRate","dependencySameDirHeadRate","dependencyBraidScore","hardStructureV3Class","sourceStatus"
"TraceOrderKeep","2.725","True","True","True","True","True","True","","102","65","102","","","11","pure_relaxed","dense","PSG_Normal_dense_NormalOrRecovery_Normal","","dense_weave","unknown_variant","rectangle_peel","short_patchwork","short_patchwork;edge_headed;dense_weave_chain","region_alternating_flow","peel_grammar;multi_region;axis_drift;wide_front;stable_front;peel_visible","","clean","sgp_pressure_hard_campaign500_pure_relaxed_l102_dense","campaign500_psg_prod200_c02_o011_s050_n050_65_sgp_pressure_hard_campaign500_pure_relaxed_l102_dense","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c02_o011_s050_n050/campaign500_psg_prod200_c02_o011_s050_n050_65_sgp_pressure_hard_campaign500_pure_relaxed_l102_dense.asset","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c02_o011_s050_n050/campaign500_psg_prod200_c02_o011_s050_n050_65_sgp_pressure_hard_campaign500_pure_relaxed_l102_dense.asset","1","15","26","0.982","56","6.84","12","0","0","0.143","3","8","True","A","usable process curve","5.43","8","3","3","5","0.03","0.058","2","R","right-edge inward / starts around right side","3","0.882","0.072","0.564","4","4","0.995","4","4.179","0.054","0.989","0.509","0.453","0.377","0.318","LocalEasy","Style=PressureCampaignRelaxed | Score=-9903 | TargetInitial=4 | OpeningRatio=0.054 | EarlyChoices=24.4/36 | LocalRun=6 | Jump=4.8 | NearRate=0.71 | Direction=n/a | Peel style=PressureCampaignRelaxed seed=15037516 fill=383/390(0.982) chains=56 remaining=7 rejectedShort=0 failedPeels=1"
"TraceOrderKeep","2.661","True","True","True","True","True","True","","41","88","41","","","5","pure_relaxed","dense","PSG_Normal_dense_NormalOrRecovery_Recovery","","dense_weave","unknown_variant","rectangle_peel","short_patchwork","short_patchwork;edge_headed;dense_weave_chain","staged_unlock","peel_grammar;multi_region;staged_unlock;peel_visible;sweep_pressure","near_outer_watch;same_dir_watch;edge_inward_sweep","watch","sgp_pressure_hard_campaign500_pure_relaxed_l041_dense","campaign500_psg_prod200_c01_o011_s000_n050_88_sgp_pressure_hard_campaign500_pure_relaxed_l041_dense","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c01_o011_s000_n050/campaign500_psg_prod200_c01_o011_s000_n050_88_sgp_pressure_hard_campaign500_pure_relaxed_l041_dense.asset","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c01_o011_s000_n050/campaign500_psg_prod200_c01_o011_s000_n050_88_sgp_pressure_hard_campaign500_pure_relaxed_l041_dense.asset","1","14","28","0.985","56","6.89","12","0","0","0.143","3","8","True","B","flow or late-campaign only","3.95","7","5","5","3","0.21","0.073","3","L","left-edge inward / starts around left side","4","0.901","0.168","0.455","6","6","0.987","3","2.893","0.304","0.982","0.434","0.528","0.434","0.296","LocalEasy","Style=PressureCampaignRelaxed | Score=-2457 | TargetInitial=4 | OpeningRatio=0.054 | EarlyChoices=20.5/41 | LocalRun=7 | Jump=7.1 | NearRate=0.65 | Direction=n/a | Peel style=PressureCampaignRelaxed seed=24798949 fill=386/392(0.985) chains=56 remaining=6 rejectedShort=0 failedPeels=1"
"TraceOrderKeep","2.655","True","True","True","True","True","True","","100","61","100","","","10","layout_soft","lock","PSG_Normal_lock_NormalOrRecovery_Normal","","mixed_unknown","unknown_variant","rectangle_peel","short_patchwork","short_patchwork;edge_headed","staged_unlock","peel_grammar;multi_region;staged_unlock;peel_visible;sweep_pressure","stripe_watch;near_outer_watch;same_dir_watch","watch","sgp_pressure_hard_campaign500_layout_soft_l100_lock","campaign500_psg_prod200_c02_o011_s050_n050_61_sgp_pressure_hard_campaign500_layout_soft_l100_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c02_o011_s050_n050/campaign500_psg_prod200_c02_o011_s050_n050_61_sgp_pressure_hard_campaign500_layout_soft_l100_lock.asset","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c02_o011_s050_n050/campaign500_psg_prod200_c02_o011_s050_n050_61_sgp_pressure_hard_campaign500_layout_soft_l100_lock.asset","1","19","25","0.989","64","7.34","14","0","0","0.109","2","7","True","B","flow or late-campaign only","3.94","7","5","5","4","0.21","0.134","2","L","left-edge inward / starts around left side","4","0.831","0.235","0.444","6","6","0.993","5","2.938","0.297","0.994","0.323","0.532","0.484","0.325","LocalEasy","Style=PressureCampaignMedium | Score=2423 | TargetInitial=5 | OpeningRatio=0.031 | EarlyChoices=22.1/42 | LocalRun=7 | Jump=5.7 | NearRate=0.74 | Direction=n/a | Peel style=PressureCampaignMedium seed=25159199 fill=470/475(0.989) chains=64 remaining=5 rejectedShort=0 failedPeels=1"
"TraceOrderKeep","2.64","True","True","True","True","True","True","","16","14","16","","","2","layout_soft","lock","PSG_Normal_lock_NormalOrRecovery_Normal","","mixed_unknown","unknown_variant","rectangle_peel","short_patchwork","short_patchwork","staged_unlock","peel_grammar;multi_region;wide_front;staged_unlock;sweep_pressure","choice_peak_watch;same_dir_watch","watch","sgp_pressure_hard_campaign500_layout_soft_l016_lock","campaign500_psg_prod200_c01_o011_s000_n050_14_sgp_pressure_hard_campaign500_layout_soft_l016_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c01_o011_s000_n050/campaign500_psg_prod200_c01_o011_s000_n050_14_sgp_pressure_hard_campaign500_layout_soft_l016_lock.asset","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c01_o011_s000_n050/campaign500_psg_prod200_c01_o011_s000_n050_14_sgp_pressure_hard_campaign500_layout_soft_l016_lock.asset","1","18","25","0.982","61","7.25","14","0","0","0.066","4","4","True","A","usable process curve","5.74","10","3","3","3","0.03","0.084","1","L","left-edge inward / starts around left side","2","0.918","0.142","0.467","6","6","0.989","2","4.459","0.115","0.983","0.351","0.544","0.491","0.342","LocalEasy","Style=PressureCampaignMedium | Score=-7668 | TargetInitial=5 | OpeningRatio=0.066 | EarlyChoices=27.5/51 | LocalRun=5 | Jump=6.1 | NearRate=0.58 | Direction=n/a | Peel style=PressureCampaignMedium seed=3905377 fill=442/450(0.982) chains=61 remaining=8 rejectedShort=0 failedPeels=1 | FlipGate=ops=1 initial=4->4 edgeHeads=5->4 earlyChoices=27.5/51 localRun=5 jump=6.1 near=0.58 targetInitial=3"
"TraceOrderKeep","2.639","True","True","True","True","True","True","","116","111","116","","","12","language_b","lock","PSG_Normal_lock_Hard_Pressure","","mixed_unknown","unknown_variant","rectangle_peel","short_patchwork","short_patchwork;edge_headed","peel","peel_grammar;multi_region;peel_visible;sweep_pressure","stripe_watch;near_outer_watch;same_axis_watch;same_dir_watch","watch","sgp_pressure_hard_campaign500_language_b_l116_lock","campaign500_psg_prod200_c02_o011_s050_n050_111_sgp_pressure_hard_campaign500_language_b_l116_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c02_o011_s050_n050/campaign500_psg_prod200_c02_o011_s050_n050_111_sgp_pressure_hard_campaign500_language_b_l116_lock.asset","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c02_o011_s050_n050/campaign500_psg_prod200_c02_o011_s050_n050_111_sgp_pressure_hard_campaign500_language_b_l116_lock.asset","1","20","34","0.994","83","8.14","15","0","0","0.12","2","10","True","B","flow or late-campaign only","4.23","8","5","5","4","0.187","0.155","2","L","left-edge inward / starts around left side","2","0.844","0.244","0.427","7","7","0.986","4","3.048","0.265","0.986","0.457","0.58","0.506","0.321","LocalEasy","Style=PressureCampaignLockLang | Score=27675 | TargetInitial=4 | OpeningRatio=0.024 | EarlyChoices=21.3/38 | LocalRun=7 | Jump=6.9 | NearRate=0.68 | Direction=n/a | Peel style=PressureCampaignLockLang seed=33366987 fill=676/680(0.994) chains=83 remaining=4 rejectedShort=0 failedPeels=1"
"TraceOrderKeep","2.614","True","False","False","True","True","True","directionalRisk>0.32;stripeRisk>0.18;nearOuterRun>5","15","8","15","","","2","language_b","section","PSG_Normal_section_NormalOrRecovery_Normal","","section_unlock","unknown_variant","rectangle_peel","short_patchwork","straight_lane;short_patchwork;edge_headed","single_axis_sweep","peel_grammar;multi_region;staged_unlock;peel_visible;sweep_pressure","directional_sweep;stripe_visual;local_patch_watch;near_outer_patch;same_dir_watch;edge_inward_sweep;long_low_turn_visual","high_risk","sgp_pressure_hard_campaign500_language_b_l015_section","campaign500_psg_prod200_c01_o011_s000_n050_08_sgp_pressure_hard_campaign500_language_b_l015_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c01_o011_s000_n050/campaign500_psg_prod200_c01_o011_s000_n050_08_sgp_pressure_hard_campaign500_language_b_l015_section.asset","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c01_o011_s000_n050/campaign500_psg_prod200_c01_o011_s000_n050_08_sgp_pressure_hard_campaign500_language_b_l015_section.asset","1","14","26","0.992","55","6.56","10","0","0","0.145","2","8","True","B","flow or late-campaign only","3.75","7","7","7","5","0.368","0.23","3","R","right-edge inward / starts around right side","4","0.873","0.169","0.37","6","6","0.988","3","2.945","0.309","0.989","0.396","0.509","0.509","0.259","LocalEasy","Style=PressureCampaignSectionLang | Score=-4081 | TargetInitial=3 | OpeningRatio=0.036 | EarlyChoices=18.3/39 | LocalRun=7 | Jump=6.3 | NearRate=0.61 | Direction=n/a | Peel style=PressureCampaignSectionLang seed=14427469 fill=361/364(0.992) chains=55 remaining=3 rejectedShort=0 failedPeels=1"
"TraceOrderKeep","2.592","True","True","True","True","True","True","","19","20","19","","","2","layout_soft","lock","PSG_Normal_lock_VeryHard_Normal","","mixed_unknown","unknown_variant","rectangle_peel","short_patchwork","short_patchwork;edge_headed","local_collapse","peel_grammar;multi_region;wide_front;stable_front;peel_visible;collapse_risk","choice_peak_watch;broad_choice_curve;region_collapse_run","high_risk","sgp_pressure_hard_campaign500_layout_soft_l019_lock","campaign500_psg_prod200_c01_o011_s000_n050_20_sgp_pressure_hard_campaign500_layout_soft_l019_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c01_o011_s000_n050/campaign500_psg_prod200_c01_o011_s000_n050_20_sgp_pressure_hard_campaign500_layout_soft_l019_lock.asset","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c01_o011_s000_n050/campaign500_psg_prod200_c01_o011_s000_n050_20_sgp_pressure_hard_campaign500_layout_soft_l019_lock.asset","1","21","29","0.985","85","7.06","13","0","0","0.094","3","8","True","B","flow or late-campaign only","6.73","10","4","4","4","0.155","0.015","2","R","right-edge inward / starts around right side","3","0.833","0.184","0.44","5","5","0.997","6","4.682","0.024","0.997","0.5","0.622","0.573","0.259","LocalEasy","Style=PressureCampaignMedium | Score=10849 | TargetInitial=6 | OpeningRatio=0.035 | EarlyChoices=24.6/39 | LocalRun=4 | Jump=8.2 | NearRate=0.58 | Direction=n/a | Peel style=PressureCampaignMedium seed=23335481 fill=600/609(0.985) chains=85 remaining=9 rejectedShort=0 failedPeels=1"
"TraceOrderKeep","2.589","True","True","True","True","True","True","","106","77","106","","","11","language_b","section","PSG_Normal_section_NormalOrRecovery_Normal","","section_unlock","unknown_variant","rectangle_peel","short_patchwork","straight_lane;short_patchwork;edge_headed","staged_unlock","peel_grammar;multi_region;wide_front;stable_front;staged_unlock;peel_visible;sweep_pressure","directional_sweep_watch;stripe_watch;near_outer_watch;same_dir_watch;edge_inward_sweep;long_low_turn_visual","watch","sgp_pressure_hard_campaign500_language_b_l106_section","campaign500_psg_prod200_c02_o011_s050_n050_77_sgp_pressure_hard_campaign500_language_b_l106_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c02_o011_s050_n050/campaign500_psg_prod200_c02_o011_s050_n050_77_sgp_pressure_hard_campaign500_language_b_l106_section.asset","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c02_o011_s050_n050/campaign500_psg_prod200_c02_o011_s050_n050_77_sgp_pressure_hard_campaign500_language_b_l106_section.asset","1","18","36","0.991","81","7.93","14","0","0","0.086","4","7","True","B","flow or late-campaign only","5.22","8","6","5","6","0.282","0.124","3","R","right-edge inward / starts around right side","4","0.825","0.197","0.375","6","6","0.997","5","4.37","0.025","0.994","0.494","0.545","0.481","0.268","LocalEasy","Style=PressureCampaignSectionLang | Score=27982 | TargetInitial=5 | OpeningRatio=0.049 | EarlyChoices=24.8/43 | LocalRun=4 | Jump=7.2 | NearRate=0.45 | Direction=n/a | Peel style=PressureCampaignSectionLang seed=10747356 fill=642/648(0.991) chains=81 remaining=6 rejectedShort=0 failedPeels=1 | FlipGate=ops=1 initial=4->4 edgeHeads=7->7 earlyChoices=23.6/43 localRun=4 jump=6.4 near=0.52 targetInitial=3"
"TraceOrderKeep","2.576","True","True","True","True","True","True","","115","106","115","","","12","language_a","section","PSG_Normal_section_NormalOrRecovery_Normal","","section_unlock","unknown_variant","rectangle_peel","short_patchwork","short_patchwork;edge_headed","local_collapse","peel_grammar;multi_region;axis_drift;staged_unlock;peel_visible;sweep_pressure;collapse_risk","collapse_watch;same_axis_watch;same_dir_watch;region_collapse_run","high_risk","sgp_pressure_hard_campaign500_language_a_l115_section","campaign500_psg_prod200_c02_o011_s050_n050_106_sgp_pressure_hard_campaign500_language_a_l115_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c02_o011_s050_n050/campaign500_psg_prod200_c02_o011_s050_n050_106_sgp_pressure_hard_campaign500_language_a_l115_section.asset","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c02_o011_s050_n050/campaign500_psg_prod200_c02_o011_s050_n050_106_sgp_pressure_hard_campaign500_language_a_l115_section.asset","1","18","33","0.981","82","7.11","14","0","0","0.085","4","7","True","B","flow or late-campaign only","4.09","8","5","4","6","0.204","0.104","2","L","left-edge inward / starts around left side","4","0.763","0.335","0.494","7","7","0.992","6","3","0.427","0.994","0.526","0.641","0.538","0.234","LocalEasy","Style=PressureCampaignSectionLang | Score=13893 | TargetInitial=5 | OpeningRatio=0.061 | EarlyChoices=16.8/38 | LocalRun=8 | Jump=7.0 | NearRate=0.52 | Direction=n/a | Peel style=PressureCampaignSectionLang seed=15620499 fill=583/594(0.981) chains=82 remaining=11 rejectedShort=0 failedPeels=1 | FlipGate=ops=3 initial=5->4 edgeHeads=9->7 earlyChoices=14.6/33 localRun=7 jump=6.3 near=0.65 targetInitial=3"
"TraceOrderKeep","2.576","True","True","True","True","True","True","","68","165","68","","","7","layout_soft","lock","PSG_Normal_lock_NormalOrRecovery_Normal","","mixed_unknown","unknown_variant","rectangle_peel","short_patchwork","short_patchwork;edge_headed","staged_unlock","peel_grammar;multi_region;wide_front;staged_unlock;peel_visible;sweep_pressure","choice_peak_watch;same_axis_watch;same_dir_watch","watch","sgp_pressure_hard_campaign500_layout_soft_l068_lock","campaign500_psg_prod200_c01_o011_s000_n050_165_sgp_pressure_hard_campaign500_layout_soft_l068_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c01_o011_s000_n050/campaign500_psg_prod200_c01_o011_s000_n050_165_sgp_pressure_hard_campaign500_layout_soft_l068_lock.asset","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c01_o011_s000_n050/campaign500_psg_prod200_c01_o011_s000_n050_165_sgp_pressure_hard_campaign500_layout_soft_l068_lock.asset","1","18","24","0.988","59","7.24","14","0","0","0.102","3","6","True","B","flow or late-campaign only","5.27","9","6","4","4","0.206","0.108","2","L","left-edge inward / starts around left side","2","0.863","0.228","0.431","7","7","0.99","4","4.102","0.153","0.988","0.482","0.5","0.429","0.316","LocalEasy","Style=PressureCampaignMedium | Score=2050 | TargetInitial=5 | OpeningRatio=0.051 | EarlyChoices=22.4/43 | LocalRun=6 | Jump=6.0 | NearRate=0.55 | Direction=n/a | Peel style=PressureCampaignMedium seed=25716280 fill=427/432(0.988) chains=59 remaining=5 rejectedShort=0 failedPeels=1"
